candidate_id,population,gate_class,solver_family,mdl_bits,train_bits,raw_bits,holdout_len,alphabet_size,discovery_time_s,alphabet_base,base_seq_id
tot3_0215,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.193,,tot3_0215
tot3_0216,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0216
tot3_0217,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,43.420,,tot3_0217
tot3_0218,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.559,,tot3_0218
tot3_0219,S4,discovered,CTX_X,33.90,594.360938,792.48,125,3,43.920,,tot3_0219
tot3_0220,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.357,,tot3_0220
tot3_0221,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.663,,tot3_0221
tot3_0222,S4,discovered,CTX_X,26.03,594.360938,792.48,125,3,42.403,,tot3_0222
tot3_0223,S4,neither,NESTED_LOOP,116.78,594.360938,792.48,125,3,600.053,,tot3_0223
tot3_0224,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.704,,tot3_0224
tot3_0225,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0225
tot3_0226,S4,discovered,CTX_X,22.07,594.360938,792.48,125,3,41.488,,tot3_0226
tot3_0227,S4,discovered,CTX_X,33.98,594.360938,792.48,125,3,16.239,,tot3_0227
tot3_0228,S4,neither,STEP,53.41,594.360938,792.48,125,3,600.052,,tot3_0228
tot3_0229,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.632,,tot3_0229
tot3_0230,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.561,,tot3_0230
tot3_0231,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,421.820,,tot3_0231
tot3_0232,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,13.148,,tot3_0232
tot3_0233,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.839,,tot3_0233
tot3_0234,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0234
tot3_0235,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.053,,tot3_0235
tot3_0236,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.732,,tot3_0236
tot3_0237,S4,neither,ITER,49.11,594.360938,792.48,125,3,600.055,,tot3_0237
tot3_0238,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.562,,tot3_0238
tot3_0239,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.614,,tot3_0239
tot3_0240,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,212.825,,tot3_0240
tot3_0241,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.256,,tot3_0241
tot3_0242,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.568,,tot3_0242
tot3_0243,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.089,,tot3_0243
tot3_0244,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.702,,tot3_0244
tot3_0245,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.627,,tot3_0245
tot3_0246,S4,discovered,DARY,15.70,594.360938,792.48,125,3,21.340,,tot3_0246
tot3_0247,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.309,,tot3_0247
tot3_0248,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.453,,tot3_0248
tot3_0249,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.024,,tot3_0249
tot3_0250,S4,neither,STEP,64.18,594.360938,792.48,125,3,600.056,,tot3_0250
tot3_0251,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.779,,tot3_0251
tot3_0252,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0252
tot3_0253,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.785,,tot3_0253
tot3_0254,S4,neither,STEP,54.54,594.360938,792.48,125,3,600.061,,tot3_0254
tot3_0255,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,13.051,,tot3_0255
tot3_0256,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.598,,tot3_0256
tot3_0257,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.500,,tot3_0257
tot3_0258,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.578,,tot3_0258
tot3_0259,S4,discovered,CTX_X,37.77,594.360938,792.48,125,3,42.872,,tot3_0259
tot3_0260,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.595,,tot3_0260
tot3_0261,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0261
tot3_0262,S4,neither,STEP,61.10,594.360938,792.48,125,3,600.049,,tot3_0262
tot3_0263,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.681,,tot3_0263
tot3_0264,S4,discovered,NESTED_LOOP,80.56,594.360938,792.48,125,3,428.368,,tot3_0264
tot3_0265,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.514,,tot3_0265
tot3_0266,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.186,,tot3_0266
tot3_0267,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.658,,tot3_0267
tot3_0268,S4,neither,STEP,64.11,594.360938,792.48,125,3,600.050,,tot3_0268
tot3_0269,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.850,,tot3_0269
tot3_0270,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0270
tot3_0271,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,208.664,,tot3_0271
tot3_0272,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.534,,tot3_0272
tot3_0273,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.197,,tot3_0273
tot3_0274,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.203,,tot3_0274
tot3_0275,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.200,,tot3_0275
tot3_0276,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.088,,tot3_0276
tot3_0277,S4,neither,ITER,49.11,594.360938,792.48,125,3,600.055,,tot3_0277
tot3_0278,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.637,,tot3_0278
tot3_0279,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0279
tot3_0280,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,41.469,,tot3_0280
tot3_0281,S4,neither,STEP,57.17,594.360938,792.48,125,3,600.045,,tot3_0281
tot3_0282,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.201,,tot3_0282
tot3_0283,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.209,,tot3_0283
tot3_0284,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.256,,tot3_0284
tot3_0285,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.880,,tot3_0285
tot3_0286,S4,discovered,CTX_X,28.93,594.360938,792.48,125,3,43.286,,tot3_0286
tot3_0287,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.209,,tot3_0287
tot3_0288,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0288
tot3_0289,S4,neither,STEP,54.94,594.360938,792.48,125,3,600.058,,tot3_0289
tot3_0290,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.591,,tot3_0290
tot3_0291,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.206,,tot3_0291
tot3_0292,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.219,,tot3_0292
tot3_0293,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.206,,tot3_0293
tot3_0294,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.360,,tot3_0294
tot3_0295,S4,neither,STEP,54.64,594.360938,792.48,125,3,600.066,,tot3_0295
tot3_0296,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.694,,tot3_0296
tot3_0297,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.088,,tot3_0297
tot3_0298,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.536,,tot3_0298
tot3_0299,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.526,,tot3_0299
tot3_0300,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.292,,tot3_0300
tot3_0301,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.684,,tot3_0301
tot3_0302,S4,neither,STEP,64.41,594.360938,792.48,125,3,600.053,,tot3_0302
tot3_0303,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.943,,tot3_0303
tot3_0304,S4,discovered,CTX_X,35.55,594.360938,792.48,125,3,43.000,,tot3_0304
tot3_0305,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.422,,tot3_0305
tot3_0306,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_0306
tot3_0307,S4,neither,STEP,53.80,594.360938,792.48,125,3,600.060,,tot3_0307
tot3_0308,S4,neither,STEP,55.80,594.360938,792.48,125,3,600.050,,tot3_0308
tot3_0309,S4,neither,STEP,52.36,594.360938,792.48,125,3,600.063,,tot3_0309
tot3_0310,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.700,,tot3_0310
tot3_0311,S4,discovered,NESTED_LOOP,63.81,594.360938,792.48,125,3,211.706,,tot3_0311
tot3_0312,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.102,,tot3_0312
tot3_0313,S4,discovered,CTX_X,21.35,594.360938,792.48,125,3,43.302,,tot3_0313
tot3_0314,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.773,,tot3_0314
tot3_0315,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.090,,tot3_0315
tot3_0316,S4,neither,STEP,53.90,594.360938,792.48,125,3,600.045,,tot3_0316
tot3_0317,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.809,,tot3_0317
tot3_0318,S4,discovered,CTX_X,33.90,594.360938,792.48,125,3,43.456,,tot3_0318
tot3_0319,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.237,,tot3_0319
tot3_0320,S4,discovered,CTX_X,40.34,594.360938,792.48,125,3,17.192,,tot3_0320
tot3_0321,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.118,,tot3_0321
tot3_0322,S4,neither,NESTED_LOOP,101.72,594.360938,792.48,125,3,600.055,,tot3_0322
tot3_0323,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.211,,tot3_0323
tot3_0324,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.099,,tot3_0324
tot3_0325,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.591,,tot3_0325
tot3_0326,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.428,,tot3_0326
tot3_0327,S4,discovered,DARY,15.70,594.360938,792.48,125,3,22.528,,tot3_0327
tot3_0328,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.827,,tot3_0328
tot3_0329,S4,neither,STEP,55.00,594.360938,792.48,125,3,600.057,,tot3_0329
tot3_0330,S4,discovered,CTX_X,19.20,594.360938,792.48,125,3,41.945,,tot3_0330
tot3_0331,S4,compressed_only,STEP,58.48,594.360938,792.48,125,3,194.405,,tot3_0331
tot3_0332,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.680,,tot3_0332
tot3_0333,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0333
tot3_0334,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.564,,tot3_0334
tot3_0335,S4,neither,FUNC,34.09,594.360938,792.48,125,3,600.057,,tot3_0335
tot3_0336,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,12.644,,tot3_0336
tot3_0337,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.541,,tot3_0337
tot3_0338,S4,neither,NESTED_LOOP,114.45,594.360938,792.48,125,3,600.057,,tot3_0338
tot3_0339,S4,neither,STEP,55.77,594.360938,792.48,125,3,600.057,,tot3_0339
tot3_0340,S4,neither,STEP,64.09,594.360938,792.48,125,3,600.076,,tot3_0340
tot3_0341,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.685,,tot3_0341
tot3_0342,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.084,,tot3_0342
tot3_0343,S4,neither,STEP,57.05,594.360938,792.48,125,3,600.061,,tot3_0343
tot3_0344,S4,neither,ITER,50.53,594.360938,792.48,125,3,600.048,,tot3_0344
tot3_0345,S4,neither,STEP,61.98,594.360938,792.48,125,3,600.051,,tot3_0345
tot3_0346,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.605,,tot3_0346
tot3_0347,S4,neither,ITER,40.09,594.360938,792.48,125,3,600.056,,tot3_0347
tot3_0348,S4,neither,FUNC_L,55.73,594.360938,792.48,125,3,600.052,,tot3_0348
tot3_0349,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,285.979,,tot3_0349
tot3_0350,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.562,,tot3_0350
tot3_0351,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_0351
tot3_0352,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,211.987,,tot3_0352
tot3_0353,S4,discovered,CTX_X,43.91,594.360938,792.48,125,3,42.806,,tot3_0353
tot3_0354,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.199,,tot3_0354
tot3_0355,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.216,,tot3_0355
tot3_0356,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.199,,tot3_0356
tot3_0357,S4,neither,STEP,56.74,594.360938,792.48,125,3,600.053,,tot3_0357
tot3_0358,S4,neither,STEP,57.60,594.360938,792.48,125,3,600.058,,tot3_0358
tot3_0359,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.244,,tot3_0359
tot3_0360,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_0360
tot3_0361,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.585,,tot3_0361
tot3_0362,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.417,,tot3_0362
tot3_0363,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.206,,tot3_0363
tot3_0364,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.211,,tot3_0364
tot3_0365,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.205,,tot3_0365
tot3_0366,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.801,,tot3_0366
tot3_0367,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.969,,tot3_0367
tot3_0368,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.445,,tot3_0368
tot3_0369,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.089,,tot3_0369
tot3_0370,S4,discovered,CTX_X,26.06,594.360938,792.48,125,3,41.951,,tot3_0370
tot3_0371,S4,neither,STEP,51.47,594.360938,792.48,125,3,600.047,,tot3_0371
tot3_0372,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.221,,tot3_0372
tot3_0373,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.209,,tot3_0373
tot3_0374,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.212,,tot3_0374
tot3_0375,S4,discovered,CTX_X,40.34,594.360938,792.48,125,3,16.887,,tot3_0375
tot3_0376,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.108,,tot3_0376
tot3_0377,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.558,,tot3_0377
tot3_0378,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.095,,tot3_0378
tot3_0379,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.803,,tot3_0379
tot3_0380,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,273.669,,tot3_0380
tot3_0381,S4,neither,STEP,38.59,594.360938,792.48,125,3,600.064,,tot3_0381
tot3_0382,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,18.141,,tot3_0382
tot3_0383,S4,neither,STEP,51.41,594.360938,792.48,125,3,600.031,,tot3_0383
tot3_0384,S4,discovered,CTX_X,28.21,594.360938,792.48,125,3,42.560,,tot3_0384
tot3_0385,S4,neither,STEP,53.88,594.360938,792.48,125,3,600.046,,tot3_0385
tot3_0386,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,16.735,,tot3_0386
tot3_0387,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.091,,tot3_0387
tot3_0388,S4,neither,STEP,55.60,594.360938,792.48,125,3,600.056,,tot3_0388
tot3_0389,S4,neither,STEP,58.34,594.360938,792.48,125,3,600.050,,tot3_0389
tot3_0390,S4,neither,ITER,48.53,594.360938,792.48,125,3,600.053,,tot3_0390
tot3_0391,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.336,,tot3_0391
tot3_0392,S4,neither,NESTED_LOOP,116.78,594.360938,792.48,125,3,600.065,,tot3_0392
tot3_0393,S4,neither,STEP,57.66,594.360938,792.48,125,3,600.050,,tot3_0393
tot3_0394,S4,neither,NESTED_LOOP,78.98,594.360938,792.48,125,3,600.036,,tot3_0394
tot3_0395,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.725,,tot3_0395
tot3_0396,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.089,,tot3_0396
tot3_0397,S4,neither,STEP,66.78,594.360938,792.48,125,3,600.047,,tot3_0397
tot3_0398,S4,neither,STEP,55.58,594.360938,792.48,125,3,600.052,,tot3_0398
tot3_0399,S4,neither,STEP,63.77,594.360938,792.48,125,3,600.050,,tot3_0399
tot3_0400,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.455,,tot3_0400
tot3_0401,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.641,,tot3_0401
tot3_0402,S4,neither,STEP,51.49,594.360938,792.48,125,3,600.044,,tot3_0402
tot3_0403,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,14.105,,tot3_0403
tot3_0404,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.087,,tot3_0404
tot3_0405,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0405
tot3_0406,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.067,,tot3_0406
tot3_0407,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.965,,tot3_0407
tot3_0408,S4,discovered,DARY,15.70,594.360938,792.48,125,3,22.569,,tot3_0408
tot3_0409,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.442,,tot3_0409
tot3_0410,S4,neither,STEP,50.93,594.360938,792.48,125,3,600.038,,tot3_0410
tot3_0411,S4,discovered,CTX_X,26.03,594.360938,792.48,125,3,43.129,,tot3_0411
tot3_0412,S4,neither,STEP,51.56,594.360938,792.48,125,3,600.042,,tot3_0412
tot3_0413,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.460,,tot3_0413
tot3_0414,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_0414
tot3_0415,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.580,,tot3_0415
tot3_0416,S4,neither,STEP,57.57,594.360938,792.48,125,3,600.038,,tot3_0416
tot3_0417,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,13.014,,tot3_0417
tot3_0418,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.534,,tot3_0418
tot3_0419,S4,neither,FUNC_L,55.73,594.360938,792.48,125,3,600.056,,tot3_0419
tot3_0420,S4,neither,STEP,53.36,594.360938,792.48,125,3,600.059,,tot3_0420
tot3_0421,S4,neither,STEP,49.58,594.360938,792.48,125,3,600.055,,tot3_0421
tot3_0422,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.002,,tot3_0422
tot3_0423,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.084,,tot3_0423
tot3_0424,S4,neither,ITER,47.53,594.360938,792.48,125,3,600.060,,tot3_0424
tot3_0425,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.994,,tot3_0425
tot3_0426,S4,neither,NESTED_LOOP,83.73,594.360938,792.48,125,3,600.061,,tot3_0426
tot3_0427,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.291,,tot3_0427
tot3_0428,S4,neither,STEP,59.20,594.360938,792.48,125,3,600.046,,tot3_0428
tot3_0429,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,212.681,,tot3_0429
tot3_0430,S4,neither,STEP,56.38,594.360938,792.48,125,3,600.060,,tot3_0430
tot3_0431,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,20.637,,tot3_0431
tot3_0432,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.161,,tot3_0432
tot3_0433,S4,discovered,NESTED_LOOP,82.15,594.360938,792.48,125,3,221.201,,tot3_0433
tot3_0434,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.721,,tot3_0434
tot3_0435,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.240,,tot3_0435
tot3_0436,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.227,,tot3_0436
tot3_0437,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.244,,tot3_0437
tot3_0438,S4,discovered,CTX_X,26.03,594.360938,792.48,125,3,44.985,,tot3_0438
tot3_0439,S4,neither,FUNC,43.53,594.360938,792.48,125,3,600.040,,tot3_0439
tot3_0440,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.951,,tot3_0440
tot3_0441,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.102,,tot3_0441
tot3_0442,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.633,,tot3_0442
tot3_0443,S4,discovered,CTX_X,33.90,594.360938,792.48,125,3,44.513,,tot3_0443
tot3_0444,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.214,,tot3_0444
tot3_0445,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.208,,tot3_0445
tot3_0446,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.221,,tot3_0446
tot3_0447,S4,neither,STEP,59.74,594.360938,792.48,125,3,600.050,,tot3_0447
tot3_0448,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,18.110,,tot3_0448
tot3_0449,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.305,,tot3_0449
tot3_0450,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0450
tot3_0451,S4,neither,STEP,58.52,594.360938,792.48,125,3,600.044,,tot3_0451
tot3_0452,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,14.006,,tot3_0452
tot3_0453,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.216,,tot3_0453
tot3_0454,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.370,,tot3_0454
tot3_0455,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.221,,tot3_0455
tot3_0456,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,213.207,,tot3_0456
tot3_0457,S4,discovered,ITER_F,75.30,594.360938,792.48,125,3,284.945,,tot3_0457
tot3_0458,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,14.259,,tot3_0458
tot3_0459,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.113,,tot3_0459
tot3_0460,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,43.625,,tot3_0460
tot3_0461,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,17.351,,tot3_0461
tot3_0462,S4,neither,STEP,63.79,594.360938,792.48,125,3,600.076,,tot3_0462
tot3_0463,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,21.013,,tot3_0463
tot3_0464,S4,discovered,CTX_X,48.13,594.360938,792.48,125,3,44.377,,tot3_0464
tot3_0465,S4,discovered,CTX_X,26.03,594.360938,792.48,125,3,45.153,,tot3_0465
tot3_0466,S4,discovered,CTX_X,33.90,594.360938,792.48,125,3,47.294,,tot3_0466
tot3_0467,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.537,,tot3_0467
tot3_0468,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.096,,tot3_0468
tot3_0469,S4,neither,STEP,44.84,594.360938,792.48,125,3,600.063,,tot3_0469
tot3_0470,S4,neither,ITER_F,55.54,594.360938,792.48,125,3,600.049,,tot3_0470
tot3_0471,S4,neither,ITER_F,58.71,594.360938,792.48,125,3,600.067,,tot3_0471
tot3_0472,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,21.079,,tot3_0472
tot3_0473,S4,neither,STEP,53.82,594.360938,792.48,125,3,600.066,,tot3_0473
tot3_0474,S4,neither,FUNC_L,52.73,594.360938,792.48,125,3,600.073,,tot3_0474
tot3_0475,S4,neither,STEP,65.17,594.360938,792.48,125,3,600.075,,tot3_0475
tot3_0476,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.857,,tot3_0476
tot3_0477,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.098,,tot3_0477
tot3_0478,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.062,,tot3_0478
tot3_0479,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,13.209,,tot3_0479
tot3_0480,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,288.732,,tot3_0480
tot3_0481,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.823,,tot3_0481
tot3_0482,S4,neither,STEP,63.85,594.360938,792.48,125,3,600.059,,tot3_0482
tot3_0483,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,215.253,,tot3_0483
tot3_0484,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,13.209,,tot3_0484
tot3_0485,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.084,,tot3_0485
tot3_0486,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_0486
tot3_0487,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.440,,tot3_0487
tot3_0488,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,12.095,,tot3_0488
tot3_0489,S4,discovered,DARY,15.70,594.360938,792.48,125,3,21.418,,tot3_0489
tot3_0490,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.659,,tot3_0490
tot3_0491,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,18.123,,tot3_0491
tot3_0492,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,13.850,,tot3_0492
tot3_0493,S4,discovered,CTX_X,40.34,594.360938,792.48,125,3,17.649,,tot3_0493
tot3_0494,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.520,,tot3_0494
tot3_0495,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_0495
tot3_0496,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,13.059,,tot3_0496
tot3_0497,S4,neither,STEP,55.72,594.360938,792.48,125,3,600.061,,tot3_0497
tot3_0498,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,14.479,,tot3_0498
tot3_0499,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.169,,tot3_0499
tot3_0500,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,17.311,,tot3_0500
tot3_0501,S4,discovered,CTX_X,22.48,594.360938,792.48,125,3,11.780,,tot3_0501
tot3_0502,S4,discovered,FUNC,34.09,594.360938,792.48,125,3,44.778,,tot3_0502
