id,category,oeis_xref,A,total_n,train_n,k,sc,pred_sc,solomonoff_class,mdl,raw_bits,ratio,time_s,solver_desc
collatz_k7_c1_b2,collatz_grid,,2,200,150,50,31,0,neither,54.38,200.00,0.2719,600.061,FUNC_L d=4
collatz_k7_c1_b3,collatz_grid,,3,200,150,50,15,0,neither,49.53,316.99,0.1562,600.044,FUNC_L d=4
collatz_k7_c1_b4,collatz_grid,,4,200,150,50,9,0,neither,46.84,400.00,0.1171,600.055,STEP off=2 halt=0
collatz_k7_c3_b2,collatz_grid,,2,200,150,50,150,50,discovered,47.78,200.00,0.2389,16.406,FUNC_L d=4
collatz_k7_c3_b3,collatz_grid,,3,200,150,50,11,0,neither,45.53,316.99,0.1436,600.062,FUNC_L d=4
collatz_k7_c3_b4,collatz_grid,,4,200,150,50,150,50,discovered,116.78,400.00,0.2919,306.393,NESTED_LOOP L=6
collatz_k7_c5_b2,collatz_grid,,2,200,150,50,150,50,discovered,47.78,200.00,0.2389,16.092,FUNC_L d=4
collatz_k7_c5_b3,collatz_grid,,3,200,150,50,12,0,neither,51.28,316.99,0.1618,600.045,STEP off=13 halt=0
collatz_k7_c5_b4,collatz_grid,,4,200,150,50,150,50,discovered,116.78,400.00,0.2919,276.256,NESTED_LOOP L=6
collatz_k7_c7_b2,collatz_grid,,2,200,150,50,150,50,discovered,47.78,200.00,0.2389,16.475,FUNC_L d=4
collatz_k7_c7_b3,collatz_grid,,3,200,150,50,13,0,neither,55.73,316.99,0.1758,600.165,FUNC_L d=5
collatz_k7_c7_b4,collatz_grid,,4,200,150,50,150,50,discovered,116.78,400.00,0.2919,377.788,NESTED_LOOP L=6
collatz_k9_c1_b2,collatz_grid,,2,200,150,50,24,0,neither,53.98,200.00,0.2699,600.120,FUNC_L d=5
collatz_k9_c1_b3,collatz_grid,,3,200,150,50,12,0,neither,48.53,316.99,0.1531,600.100,FUNC_L d=4
collatz_k9_c1_b4,collatz_grid,,4,200,150,50,9,0,neither,61.14,400.00,0.1529,600.081,STEP off=96 halt=7
collatz_k9_c3_b2,collatz_grid,,2,200,150,50,150,50,discovered,47.78,200.00,0.2389,32.971,FUNC_L d=4
collatz_k9_c3_b3,collatz_grid,,3,200,150,50,29,0,neither,83.73,316.99,0.2641,600.122,NESTED_LOOP L=4
collatz_k9_c3_b4,collatz_grid,,4,200,150,50,31,0,neither,83.73,400.00,0.2093,600.126,NESTED_LOOP L=4
collatz_k9_c5_b2,collatz_grid,,2,200,150,50,31,0,neither,83.73,200.00,0.4187,600.085,NESTED_LOOP L=4
collatz_k9_c5_b3,collatz_grid,,3,200,150,50,19,0,neither,57.02,316.99,0.1799,600.097,STEP off=148 halt=2
collatz_k9_c5_b4,collatz_grid,,4,200,150,50,23,0,neither,62.81,400.00,0.1570,600.080,NESTED_LOOP L=3
collatz_k9_c7_b2,collatz_grid,,2,200,150,50,112,0,neither,47.78,200.00,0.2389,600.103,FUNC_L d=4
collatz_k9_c7_b3,collatz_grid,,3,200,150,50,29,0,neither,83.73,316.99,0.2641,600.095,NESTED_LOOP L=4
collatz_k9_c7_b4,collatz_grid,,4,200,150,50,31,0,neither,83.73,400.00,0.2093,600.115,NESTED_LOOP L=4
collatz_k11_c1_b2,collatz_grid,,2,200,150,50,92,0,neither,47.78,200.00,0.2389,600.095,FUNC_L d=4
collatz_k11_c1_b3,collatz_grid,,3,200,150,50,29,0,neither,83.73,316.99,0.2641,600.116,NESTED_LOOP L=4
collatz_k11_c1_b4,collatz_grid,,4,200,150,50,92,0,neither,114.45,400.00,0.2861,600.100,NESTED_LOOP L=6
collatz_k11_c3_b2,collatz_grid,,2,200,150,50,31,0,neither,48.78,200.00,0.2439,600.052,FUNC_L d=4
collatz_k11_c3_b3,collatz_grid,,3,200,150,50,34,0,neither,114.45,316.99,0.3611,600.092,NESTED_LOOP L=6
collatz_k11_c3_b4,collatz_grid,,4,200,150,50,22,0,neither,64.09,400.00,0.1602,600.056,FUNC_L d=5
collatz_k11_c5_b2,collatz_grid,,2,200,150,50,141,0,neither,47.78,200.00,0.2389,600.074,FUNC_L d=4
collatz_k11_c5_b3,collatz_grid,,3,200,150,50,141,0,neither,114.45,316.99,0.3611,600.060,NESTED_LOOP L=6
collatz_k11_c5_b4,collatz_grid,,4,200,150,50,141,0,neither,114.45,400.00,0.2861,600.051,NESTED_LOOP L=6
collatz_k11_c7_b2,collatz_grid,,2,200,150,50,87,0,neither,47.78,200.00,0.2389,600.062,FUNC_L d=4
collatz_k11_c7_b3,collatz_grid,,3,200,150,50,12,0,neither,55.10,316.99,0.1738,600.068,STEP off=66 halt=0
collatz_k11_c7_b4,collatz_grid,,4,200,150,50,21,0,neither,83.73,400.00,0.2093,600.056,NESTED_LOOP L=4
A033819_a2,oeis_morphic,A033819,2,47,27,20,23,0,neither,80.56,47.00,1.7141,600.056,NESTED_LOOP L=4
A033819_a3,oeis_morphic,A033819,3,47,27,20,13,0,neither,57.73,74.49,0.7750,600.056,FUNC_L d=5
A056033_a2,oeis_morphic,A056033,2,53,33,20,22,0,neither,53.98,53.00,1.0185,600.059,FUNC_L d=5
A056033_a3,oeis_morphic,A056033,3,53,33,20,12,0,neither,52.78,84.00,0.6283,600.063,ITER d=4
A056036_a2,oeis_morphic,A056036,2,47,27,20,27,17,neither,86.90,47.00,1.8489,169.238,NESTED_LOOP L=4
A056036_a3,oeis_morphic,A056036,3,47,27,20,10,0,neither,50.78,74.49,0.6816,600.064,ITER d=4
A068407_a2,oeis_morphic,A068407,2,57,37,20,29,0,neither,86.90,57.00,1.5246,600.058,NESTED_LOOP L=4
A068407_a3,oeis_morphic,A068407,3,57,37,20,14,0,neither,48.53,90.34,0.5371,600.038,ITER d=4
A068408_a2,oeis_morphic,A068408,2,47,27,20,20,0,neither,82.15,47.00,1.7478,600.055,NESTED_LOOP L=4
A068408_a3,oeis_morphic,A068408,3,47,27,20,13,0,neither,56.73,74.49,0.7616,600.053,FUNC_L d=5
A072495_a2,oeis_morphic,A072495,2,70,50,20,23,0,neither,85.32,70.00,1.2188,600.211,NESTED_LOOP L=4
A072495_a3,oeis_morphic,A072495,3,70,50,20,14,0,neither,55.82,110.95,0.5031,600.288,STEP off=31 halt=5
A072496_a2,oeis_morphic,A072496,2,60,40,20,26,0,neither,85.32,60.00,1.4219,600.056,NESTED_LOOP L=4
A072496_a3,oeis_morphic,A072496,3,60,40,20,13,0,neither,43.53,95.10,0.4577,600.051,FUNC d=4
A076650_a2,oeis_morphic,A076650,2,57,37,20,37,2,neither,40.09,57.00,0.7034,56.068,ITER d=3
A076650_a3,oeis_morphic,A076650,3,57,37,20,11,0,neither,51.78,90.34,0.5731,600.412,ITER d=4
A316344_a2,oeis_morphic,A316344,2,87,66,21,31,0,neither,83.73,87.00,0.9624,600.088,NESTED_LOOP L=4
A316344_a3,oeis_morphic,A316344,3,87,66,21,10,0,neither,50.59,137.89,0.3669,600.066,STEP off=15 halt=0
A316345_a2,oeis_morphic,A316345,2,87,66,21,20,0,neither,56.71,87.00,0.6519,600.055,FUNC_L d=4
A316345_a3,oeis_morphic,A316345,3,87,66,21,20,0,neither,38.09,137.89,0.2763,600.053,FUNC d=3
A316824_a2,oeis_morphic,A316824,2,87,66,21,66,21,discovered,54.38,87.00,0.6250,47.429,FUNC_L d=4
A316824_a3,oeis_morphic,A316824,3,87,66,21,54,0,neither,82.15,137.89,0.5957,600.061,NESTED_LOOP L=4
A316827_a2,oeis_morphic,A316827,2,91,69,22,20,0,neither,48.53,91.00,0.5333,600.047,ITER d=4
A316827_a3,oeis_morphic,A316827,3,91,69,22,10,0,neither,44.53,144.23,0.3087,600.054,FUNC d=4
A317189_a2,oeis_morphic,A317189,2,106,80,26,32,0,neither,59.75,106.00,0.5637,600.056,FUNC_L d=5
A317189_a3,oeis_morphic,A317189,3,106,80,26,12,0,neither,52.41,168.01,0.3120,600.059,STEP off=15 halt=4
A317948_a2,oeis_morphic,A317948,2,87,66,21,20,0,neither,88.49,87.00,1.0171,600.056,NESTED_LOOP L=4
A317948_a3,oeis_morphic,A317948,3,87,66,21,11,0,neither,53.34,137.89,0.3869,600.038,STEP off=20 halt=0
A006447_a2,oeis_cellular,A006447,2,52,32,20,24,0,neither,54.73,52.00,1.0525,600.053,FUNC_L d=5
A006447_a3,oeis_cellular,A006447,3,52,32,20,10,0,neither,53.73,82.42,0.6519,600.045,FUNC_L d=5
A051023_a2,oeis_cellular,A051023,2,102,77,25,77,25,discovered,71.17,102.00,0.6978,107.161,WIDE_BIT nr=3 bit=38
A051023_a3,oeis_cellular,A051023,3,102,77,25,12,0,neither,54.07,161.67,0.3345,600.041,STEP off=18 halt=3
A070886_a2,oeis_cellular,A070886,2,99,75,24,17,0,neither,71.08,99.00,0.7180,600.062,WIDE_BIT nr=3 bit=75
A070886_a3,oeis_cellular,A070886,3,99,75,24,13,0,neither,42.09,156.91,0.2683,600.035,ITER d=3
A070887_a2,oeis_cellular,A070887,2,99,75,24,20,0,neither,52.98,99.00,0.5352,600.013,FUNC_L d=5
A070887_a3,oeis_cellular,A070887,3,99,75,24,20,0,neither,80.56,156.91,0.5134,600.063,NESTED_LOOP L=4
A070909_a2,oeis_cellular,A070909,2,99,75,24,20,0,neither,73.55,99.00,0.7429,600.037,WIDE_BIT nr=3 bit=255
A070909_a3,oeis_cellular,A070909,3,99,75,24,13,0,neither,45.53,156.91,0.2901,600.034,FUNC d=4
A070950_a2,oeis_cellular,A070950,2,100,75,25,19,0,neither,73.55,100.00,0.7355,600.052,WIDE_BIT nr=3 bit=255
A070950_a3,oeis_cellular,A070950,3,100,75,25,21,0,neither,80.56,158.50,0.5083,600.048,NESTED_LOOP L=4
A071028_a2,oeis_cellular,A071028,2,99,75,24,25,0,neither,64.77,99.00,0.6543,600.070,WIDE_BIT nr=3 bit=37
A071028_a3,oeis_cellular,A071028,3,99,75,24,17,0,neither,75.30,156.91,0.4799,600.048,ITER_F L=5
A071029_a2,oeis_cellular,A071029,2,99,75,24,17,0,neither,54.73,99.00,0.5529,600.048,FUNC_L d=5
A071029_a3,oeis_cellular,A071029,3,99,75,24,13,0,neither,51.13,156.91,0.3258,600.040,FUNC_F L=4
A071030_a2,oeis_cellular,A071030,2,99,75,24,17,0,neither,54.73,99.00,0.5529,600.046,FUNC_L d=5
A071030_a3,oeis_cellular,A071030,3,99,75,24,13,0,neither,51.13,156.91,0.3258,600.067,FUNC_F L=4
A071031_a2,oeis_cellular,A071031,2,99,75,24,21,0,neither,73.55,99.00,0.7429,600.045,WIDE_BIT nr=3 bit=255
A071031_a3,oeis_cellular,A071031,3,99,75,24,21,0,neither,82.15,156.91,0.5235,600.032,NESTED_LOOP L=4
A071032_a2,oeis_cellular,A071032,2,99,75,24,17,0,neither,72.66,99.00,0.7340,600.043,WIDE_BIT nr=3 bit=75
A071032_a3,oeis_cellular,A071032,3,99,75,24,17,0,neither,44.53,156.91,0.2838,600.050,FUNC d=4
A071035_a2,oeis_cellular,A071035,2,100,75,25,20,0,neither,54.73,100.00,0.5473,600.042,FUNC_L d=5
A071035_a3,oeis_cellular,A071035,3,100,75,25,20,0,neither,82.15,158.50,0.5183,600.029,NESTED_LOOP L=4
A071036_a2,oeis_cellular,A071036,2,99,75,24,18,0,neither,53.98,99.00,0.5453,600.039,FUNC_L d=5
A071036_a3,oeis_cellular,A071036,3,99,75,24,18,0,neither,49.28,156.91,0.3140,600.039,STEP off=13 halt=0
A071037_a2,oeis_cellular,A071037,2,99,75,24,19,0,neither,52.79,99.00,0.5332,600.051,FUNC_L d=4
A071037_a3,oeis_cellular,A071037,3,99,75,24,23,0,neither,82.15,156.91,0.5235,600.046,NESTED_LOOP L=4
A071038_a2,oeis_cellular,A071038,2,99,75,24,23,0,neither,60.73,99.00,0.6135,600.052,ITER_L d=5
A071038_a3,oeis_cellular,A071038,3,99,75,24,23,0,neither,60.31,156.91,0.3844,600.040,STEP off=42 halt=24
A071047_a2,oeis_cellular,A071047,2,68,48,20,16,0,neither,76.72,68.00,1.1282,608.240,WIDE_BIT nr=3 bit=255
A071047_a3,oeis_cellular,A071047,3,68,48,20,48,20,discovered,52.98,107.78,0.4916,50.884,FUNC_L d=5
A072272_a2,oeis_cellular,A072272,2,64,44,20,44,20,discovered,13.45,64.00,0.2101,10.086,"DARY d=2 LOAD(R0,1) init=0"
A072272_a3,oeis_cellular,A072272,3,64,44,20,12,0,neither,47.00,101.44,0.4634,600.036,STEP off=5 halt=0
A075437_a2,oeis_cellular,A075437,2,102,77,25,16,0,neither,49.11,102.00,0.4815,600.069,ITER d=3
A075437_a3,oeis_cellular,A075437,3,102,77,25,14,0,neither,55.50,161.67,0.3433,600.034,STEP off=50 halt=0
A079314_a2,oeis_cellular,A079314,2,81,61,20,61,20,discovered,15.03,81.00,0.1856,10.010,"DARY d=2 ISZERO(R1,R0) init=0"
A079314_a3,oeis_cellular,A079314,3,81,61,20,61,20,not_compressed_predicted,99.72,128.38,0.7767,233.207,NESTED_LOOP L=5
A079315_a2,oeis_cellular,A079315,2,61,41,20,41,20,discovered,17.86,61.00,0.2929,16.221,CTX_X nr=1 d=2 perm=(0) out=R0 L=1
A079315_a3,oeis_cellular,A079315,3,61,41,20,10,0,neither,47.53,96.68,0.4916,600.030,ITER d=4
A079316_a2,oeis_cellular,A079316,2,60,40,20,40,20,discovered,13.45,60.00,0.2242,10.088,"DARY d=2 LOAD(R0,1) init=0"
A079316_a3,oeis_cellular,A079316,3,60,40,20,11,0,neither,43.53,95.10,0.4577,600.031,FUNC d=4
A079317_a2,oeis_cellular,A079317,2,53,33,20,33,20,discovered,13.45,53.00,0.2538,10.086,"DARY d=2 LOAD(R0,1) init=0"
A079317_a3,oeis_cellular,A079317,3,53,33,20,16,0,neither,55.72,84.00,0.6633,600.037,STEP off=25 halt=4
A085587_a2,oeis_cellular,A085587,2,60,40,20,40,20,not_compressed_predicted,55.73,60.00,0.9289,34.733,FUNC_L d=5
A085587_a3,oeis_cellular,A085587,3,60,40,20,10,0,neither,45.53,95.10,0.4787,600.033,FUNC_L d=4
A093510_a2,oeis_cellular,A093510,2,67,47,20,32,0,neither,83.73,67.00,1.2497,600.037,NESTED_LOOP L=4
A093510_a3,oeis_cellular,A093510,3,67,47,20,15,0,neither,41.34,106.19,0.3893,600.043,ITER d=3
A093511_a2,oeis_cellular,A093511,2,70,50,20,22,0,neither,73.55,70.00,1.0507,600.050,WIDE_BIT nr=3 bit=255
A093511_a3,oeis_cellular,A093511,3,70,50,20,17,0,neither,54.77,110.95,0.4936,600.036,STEP off=25 halt=6
A093512_a2,oeis_cellular,A093512,2,61,41,20,21,0,neither,68.05,61.00,1.1155,600.053,WIDE_BIT nr=3 bit=20
A093512_a3,oeis_cellular,A093512,3,61,41,20,17,0,neither,64.09,96.68,0.6629,600.043,FUNC_L d=5
A093513_a2,oeis_cellular,A093513,2,66,46,20,46,20,discovered,17.86,66.00,0.2707,15.075,CTX_X nr=1 d=2 perm=(1) out=R0 L=1
A093513_a3,oeis_cellular,A093513,3,66,46,20,21,0,neither,54.82,104.61,0.5241,600.042,STEP off=37 halt=3
A093514_a2,oeis_cellular,A093514,2,62,42,20,42,20,discovered,19.20,62.00,0.3097,41.254,CTX_X nr=1 d=3 perm=(0) out=R0 L=1
A093514_a3,oeis_cellular,A093514,3,62,42,20,16,0,neither,71.75,98.27,0.7302,600.050,ITER_L d=5
A093516_a2,oeis_cellular,A093516,2,61,41,20,21,0,neither,71.96,61.00,1.1797,600.051,WIDE_BIT nr=3 bit=255
A093516_a3,oeis_cellular,A093516,3,61,41,20,16,0,neither,54.73,96.68,0.5661,600.039,FUNC_L d=5
A093517_a2,oeis_cellular,A093517,2,64,44,20,19,0,neither,71.96,64.00,1.1244,600.027,WIDE_BIT nr=3 bit=255
A093517_a3,oeis_cellular,A093517,3,64,44,20,14,0,neither,54.73,101.44,0.5396,600.042,FUNC_L d=5
A100053_a2,oeis_cellular,A100053,2,99,75,24,15,0,neither,45.53,99.00,0.4599,600.030,FUNC d=4
A100053_a3,oeis_cellular,A100053,3,99,75,24,12,0,neither,44.53,156.91,0.2838,600.023,FUNC d=4
A110267_a2,oeis_cellular,A110267,2,53,33,20,21,0,neither,73.55,53.00,1.3877,600.058,WIDE_BIT nr=3 bit=255
A110267_a3,oeis_cellular,A110267,3,53,33,20,13,0,neither,50.56,84.00,0.6018,600.034,STEP off=33 halt=0
A118102_a2,oeis_cellular,A118102,2,105,79,26,20,0,neither,51.98,105.00,0.4951,600.019,FUNC_L d=5
A118102_a3,oeis_cellular,A118102,3,105,79,26,24,0,neither,54.31,166.42,0.3264,600.040,STEP off=46 halt=0
A118111_a2,oeis_cellular,A118111,2,105,79,26,23,0,neither,68.06,105.00,0.6482,600.029,WIDE_BIT nr=3 bit=39
A118111_a3,oeis_cellular,A118111,3,105,79,26,23,0,neither,80.56,166.42,0.4841,600.043,NESTED_LOOP L=4
A118174_a2,oeis_cellular,A118174,2,105,79,26,16,0,neither,66.48,105.00,0.6331,600.019,WIDE_BIT nr=3 bit=39
A118174_a3,oeis_cellular,A118174,3,105,79,26,15,0,neither,50.76,166.42,0.3050,600.034,STEP off=36 halt=0
A122108_a2,oeis_cellular,A122108,2,55,35,20,35,20,discovered,15.03,55.00,0.2733,10.015,"DARY d=2 ISZERO(R1,R0) init=0"
A122108_a3,oeis_cellular,A122108,3,55,35,20,10,0,neither,46.53,87.17,0.5337,600.034,ITER d=4
A147562_a2,oeis_cellular,A147562,2,52,32,20,32,20,discovered,15.03,52.00,0.2891,10.016,"DARY d=2 MUL_C(R1,R0,1) init=0"
A147562_a3,oeis_cellular,A147562,3,52,32,20,32,20,not_compressed_predicted,62.15,82.42,0.7541,111.728,FUNC_L d=5
A151723_a2,oeis_cellular,A151723,2,47,27,20,27,20,discovered,15.03,47.00,0.3199,10.015,"DARY d=2 MUL_C(R1,R0,1) init=0"
A151723_a3,oeis_cellular,A151723,3,47,27,20,27,20,discovered,15.03,74.49,0.2018,10.084,"DARY d=2 MUL_C(R1,R0,1) init=0"
A151725_a2,oeis_cellular,A151725,2,48,28,20,28,20,discovered,15.03,48.00,0.3132,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A151725_a3,oeis_cellular,A151725,3,48,28,20,14,0,neither,44.53,76.08,0.5853,600.034,FUNC d=4
A151731_a2,oeis_cellular,A151731,2,48,28,20,28,20,discovered,13.45,48.00,0.2802,10.169,DARY d=2 INC(R1) init=0
A151731_a3,oeis_cellular,A151731,3,48,28,20,10,0,neither,56.73,76.08,0.7457,600.028,FUNC_L d=5
A151895_a2,oeis_cellular,A151895,2,49,29,20,29,20,discovered,15.03,49.00,0.3068,10.015,"DARY d=2 MUL_C(R1,R0,1) init=0"
A151895_a3,oeis_cellular,A151895,3,49,29,20,13,0,neither,44.53,77.66,0.5733,600.033,FUNC d=4
A151896_a2,oeis_cellular,A151896,2,66,46,20,46,20,discovered,17.86,66.00,0.2707,16.050,CTX_X nr=1 d=2 perm=(0) out=R0 L=1
A151896_a3,oeis_cellular,A151896,3,66,46,20,12,0,neither,55.96,104.61,0.5350,600.042,FUNC_L d=4
A151922_a2,oeis_cellular,A151922,2,48,28,20,28,20,discovered,13.45,48.00,0.2802,10.707,"DARY d=2 LOAD(R0,1) init=0"
A151922_a3,oeis_cellular,A151922,3,48,28,20,28,20,not_compressed_predicted,60.58,76.08,0.7963,100.979,FUNC_L d=5
A160117_a2,oeis_cellular,A160117,2,48,28,20,28,20,discovered,15.03,48.00,0.3132,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160117_a3,oeis_cellular,A160117,3,48,28,20,28,20,discovered,44.26,76.08,0.5818,47.687,"CTX_X nr=2 d=3 perm=(0,2) out=R0 L=3"
A160118_a2,oeis_cellular,A160118,2,50,30,20,30,20,discovered,15.03,50.00,0.3007,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160118_a3,oeis_cellular,A160118,3,50,30,20,11,0,neither,53.80,79.25,0.6788,600.033,STEP off=24 halt=1
A160119_a2,oeis_cellular,A160119,2,41,21,20,21,20,discovered,15.03,41.00,0.3667,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160119_a3,oeis_cellular,A160119,3,41,21,20,21,20,discovered,24.73,64.98,0.3805,15.372,CTX_X nr=1 d=2 perm=(1) out=R0 L=2
A160239_a2,oeis_cellular,A160239,2,64,44,20,44,20,discovered,15.03,64.00,0.2349,10.009,"DARY d=2 ISZERO(R1,R0) init=0"
A160239_a3,oeis_cellular,A160239,3,64,44,20,10,0,neither,47.41,101.44,0.4674,600.072,STEP off=4 halt=1
A160410_a2,oeis_cellular,A160410,2,48,28,20,28,20,discovered,13.45,48.00,0.2802,10.260,DARY d=2 INC(R1) init=0
A160410_a3,oeis_cellular,A160410,3,48,28,20,28,20,discovered,15.03,76.08,0.1976,10.131,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160412_a2,oeis_cellular,A160412,2,48,28,20,28,20,discovered,15.61,48.00,0.3253,10.013,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A160412_a3,oeis_cellular,A160412,3,48,28,20,28,20,discovered,13.45,76.08,0.1768,10.354,DARY d=2 INC(R1) init=0
A160414_a2,oeis_cellular,A160414,2,47,27,20,27,20,discovered,15.03,47.00,0.3199,10.014,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160414_a3,oeis_cellular,A160414,3,47,27,20,27,20,discovered,30.73,74.49,0.4125,23.362,ITER d=2
A160420_a2,oeis_cellular,A160420,2,49,29,20,29,20,discovered,15.03,49.00,0.3068,10.018,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160420_a3,oeis_cellular,A160420,3,49,29,20,13,0,neither,54.38,77.66,0.7002,600.052,FUNC_L d=4
A160422_a2,oeis_cellular,A160422,2,49,29,20,29,20,discovered,15.03,49.00,0.3068,10.016,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160422_a3,oeis_cellular,A160422,3,49,29,20,12,0,neither,65.34,77.66,0.8413,600.030,FUNC_L d=5
A160428_a2,oeis_cellular,A160428,2,40,20,20,20,20,discovered,13.45,40.00,0.3362,13.186,DARY d=2 INC(R1) init=0
A160428_a3,oeis_cellular,A160428,3,40,20,20,20,20,discovered,18.19,63.40,0.2869,12.869,"DARY d=4 SUB(R0,R1,R0) init=0"
A160720_a2,oeis_cellular,A160720,2,52,32,20,32,20,discovered,15.03,52.00,0.2891,10.016,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160720_a3,oeis_cellular,A160720,3,52,32,20,21,0,neither,88.49,82.42,1.0736,600.122,NESTED_LOOP L=4
A160722_a2,oeis_cellular,A160722,2,54,34,20,34,20,discovered,15.03,54.00,0.2784,10.016,"DARY d=2 MUL_C(R1,R0,1) init=0"
A160722_a3,oeis_cellular,A160722,3,54,34,20,34,20,discovered,15.61,85.59,0.1824,11.661,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A160796_a2,oeis_cellular,A160796,2,51,31,20,31,20,discovered,15.61,51.00,0.3062,10.018,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A160796_a3,oeis_cellular,A160796,3,51,31,20,31,20,discovered,22.48,80.83,0.2781,11.844,CTX_X nr=1 d=1 perm=(0) out=R0 L=2
A161340_a2,oeis_cellular,A161340,2,40,20,20,20,20,discovered,15.03,40.00,0.3759,13.283,"DARY d=2 MUL_C(R1,R0,1) init=0"
A161340_a3,oeis_cellular,A161340,3,40,20,20,20,20,discovered,24.73,63.40,0.3900,20.746,CTX_X nr=1 d=2 perm=(1) out=R0 L=2
A161342_a2,oeis_cellular,A161342,2,45,25,20,25,20,discovered,15.61,45.00,0.3470,10.019,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A161342_a3,oeis_cellular,A161342,3,45,25,20,25,20,discovered,15.61,71.32,0.2189,10.151,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A161644_a2,oeis_cellular,A161644,2,51,31,20,31,20,discovered,17.86,51.00,0.3503,16.209,CTX_X nr=1 d=2 perm=(0) out=R0 L=1
A161644_a3,oeis_cellular,A161644,3,51,31,20,31,20,discovered,15.03,80.83,0.1860,10.110,"DARY d=2 MUL_C(R1,R0,1) init=0"
A161645_a2,oeis_cellular,A161645,2,68,48,20,48,20,discovered,28.73,68.00,0.4225,16.042,FUNC d=2
A161645_a3,oeis_cellular,A161645,3,68,48,20,48,20,discovered,17.86,107.78,0.1658,16.257,CTX_X nr=1 d=2 perm=(0) out=R0 L=1
