id,category,oeis_xref,A,total_n,train_n,k,sc,pred_sc,solomonoff_class,mdl,raw_bits,ratio,time_s,solver_desc
A002385_a2,oeis_base,A002385,2,46,26,20,26,20,discovered,15.03,46.00,0.3268,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A002385_a3,oeis_base,A002385,3,46,26,20,11,0,neither,50.58,72.91,0.6938,600.039,STEP off=22 halt=0
A002385_a4,oeis_base,A002385,4,46,26,20,10,0,neither,43.34,92.00,0.4711,600.041,ITER d=3
A002778_a2,oeis_base,A002778,2,42,22,20,19,0,neither,69.75,42.00,1.6608,600.034,ITER_L d=5
A002778_a3,oeis_base,A002778,3,42,22,20,10,0,neither,51.68,66.57,0.7764,600.034,STEP off=10 halt=1
A002778_a4,oeis_base,A002778,4,42,22,20,10,0,neither,56.73,84.00,0.6754,600.027,FUNC_L d=5
A003052_a2,oeis_base,A003052,2,56,36,20,20,0,neither,64.78,56.00,1.1567,600.034,WIDE_BIT nr=2 bit=255
A003052_a3,oeis_base,A003052,3,56,36,20,36,20,discovered,19.19,88.76,0.2162,10.109,"DARY d=4 SUB(R0,R1,R0) init=1"
A003052_a4,oeis_base,A003052,4,56,36,20,14,0,neither,52.79,112.00,0.4714,600.054,FUNC_L d=4
A003132_a2,oeis_base,A003132,2,71,51,20,51,20,discovered,20.46,71.00,0.2882,10.239,"DARY d=10 ADD(R1,R0,R0) init=0"
A003132_a3,oeis_base,A003132,3,71,51,20,20,0,neither,53.98,112.53,0.4797,600.051,FUNC_L d=5
A003132_a4,oeis_base,A003132,4,71,51,20,51,20,discovered,85.32,142.00,0.6008,81.227,NESTED_LOOP L=4
A003159_a2,oeis_base,A003159,2,70,50,20,19,0,neither,73.55,70.00,1.0507,600.033,WIDE_BIT nr=3 bit=255
A003159_a3,oeis_base,A003159,3,70,50,20,13,0,neither,44.53,110.95,0.4013,600.047,FUNC d=4
A003159_a4,oeis_base,A003159,4,70,50,20,10,0,neither,59.73,140.00,0.4267,600.038,ITER_L d=5
A003754_a2,oeis_base,A003754,2,60,40,20,40,20,not_compressed_predicted,50.78,60.00,0.8463,46.732,ITER d=4
A003754_a3,oeis_base,A003754,3,60,40,20,12,0,neither,45.53,95.10,0.4787,600.043,FUNC d=4
A003754_a4,oeis_base,A003754,4,60,40,20,14,0,neither,56.98,120.00,0.4748,600.040,FUNC_L d=5
A004086_a2,oeis_base,A004086,2,75,55,20,55,20,discovered,18.87,75.00,0.2517,10.209,"DARY d=10 MUL_C(R1,R0,1) init=0"
A004086_a3,oeis_base,A004086,3,75,55,20,55,20,discovered,15.61,118.87,0.1314,10.076,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A004086_a4,oeis_base,A004086,4,75,55,20,55,20,discovered,65.81,150.00,0.4387,81.882,NESTED_LOOP L=3
A004159_a2,oeis_base,A004159,2,80,60,20,22,0,neither,119.10,80.00,1.4887,600.054,NESTED_LOOP L=6
A004159_a3,oeis_base,A004159,3,80,60,20,60,20,discovered,24.11,126.80,0.1902,14.888,"CTX_X nr=2 d=2 perm=(0,1) out=R0 L=1"
A004159_a4,oeis_base,A004159,4,80,60,20,10,0,neither,55.98,160.00,0.3499,600.079,FUNC_L d=5
A004207_a2,oeis_base,A004207,2,54,34,20,18,0,neither,75.13,54.00,1.3913,600.022,WIDE_BIT nr=3 bit=255
A004207_a3,oeis_base,A004207,3,54,34,20,34,20,discovered,17.86,85.59,0.2087,14.896,CTX_X nr=1 d=2 perm=(1) out=R0 L=1
A004207_a4,oeis_base,A004207,4,54,34,20,9,0,neither,68.92,108.00,0.6381,600.074,ITER_L d=5
A004488_a2,oeis_base,A004488,2,67,47,20,47,20,not_compressed_predicted,53.54,67.00,0.7991,66.569,FUNC_L d=4
A004488_a3,oeis_base,A004488,3,67,47,20,47,20,discovered,18.19,106.19,0.1713,10.077,"DARY d=4 SUB(R0,R1,R0) init=0"
A004488_a4,oeis_base,A004488,4,67,47,20,10,0,neither,54.66,134.00,0.4079,600.096,STEP off=31 halt=2
A004601_a2,oeis_base,A004601,2,105,79,26,17,0,neither,75.13,105.00,0.7155,600.039,WIDE_BIT nr=3 bit=255
A004601_a3,oeis_base,A004601,3,105,79,26,13,0,neither,52.73,166.42,0.3169,600.078,FUNC_L d=5
A004601_a4,oeis_base,A004601,4,105,79,26,10,0,neither,34.09,210.00,0.1624,600.084,FUNC d=3
A005349_a2,oeis_base,A005349,2,61,41,20,17,0,neither,44.53,61.00,0.7299,600.025,FUNC d=4
A005349_a3,oeis_base,A005349,3,61,41,20,16,0,neither,54.73,96.68,0.5661,600.078,FUNC_L d=5
A005349_a4,oeis_base,A005349,4,61,41,20,13,0,neither,68.17,122.00,0.5587,600.129,ITER_L d=5
A005823_a2,oeis_base,A005823,2,56,36,20,36,20,discovered,13.45,56.00,0.2402,10.298,DARY d=2 INC(R1) init=0
A005823_a3,oeis_base,A005823,3,56,36,20,36,20,discovered,22.48,88.76,0.2533,10.179,CTX_X nr=1 d=1 perm=(0) out=R0 L=2
A005823_a4,oeis_base,A005823,4,56,36,20,36,20,discovered,55.13,112.00,0.4922,52.179,FUNC_L d=4
A005836_a2,oeis_base,A005836,2,58,38,20,38,20,discovered,16.62,58.00,0.2865,22.428,DARY d=2  init=0
A005836_a3,oeis_base,A005836,3,58,38,20,38,20,discovered,15.61,91.93,0.1699,10.182,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A005836_a4,oeis_base,A005836,4,58,38,20,20,0,neither,83.73,116.00,0.7218,600.104,NESTED_LOOP L=4
A006567_a2,oeis_base,A006567,2,51,31,20,31,20,discovered,13.45,51.00,0.2637,10.133,"DARY d=2 LOAD(R0,1) init=0"
A006567_a3,oeis_base,A006567,3,51,31,20,10,0,neither,46.84,80.83,0.5795,600.147,STEP off=7 halt=0
A006567_a4,oeis_base,A006567,4,51,31,20,13,0,neither,46.84,102.00,0.4592,600.095,STEP off=1 halt=2
A006753_a2,oeis_base,A006753,2,53,33,20,22,0,neither,63.74,53.00,1.2026,600.129,FUNC_L d=5
A006753_a3,oeis_base,A006753,3,53,33,20,17,0,neither,53.49,84.00,0.6367,600.106,STEP off=32 halt=0
A006753_a4,oeis_base,A006753,4,53,33,20,10,0,neither,56.73,106.00,0.5352,600.086,FUNC_L d=5
A006995_a2,oeis_base,A006995,2,58,38,20,38,20,discovered,15.03,58.00,0.2592,10.017,"DARY d=2 MUL_C(R1,R0,1) init=0"
A006995_a3,oeis_base,A006995,3,58,38,20,10,0,neither,47.53,91.93,0.5170,600.087,FUNC d=4
A006995_a4,oeis_base,A006995,4,58,38,20,12,0,neither,44.53,116.00,0.3839,600.113,FUNC d=4
A007088_a2,oeis_base,A007088,2,40,20,20,20,20,discovered,15.61,40.00,0.3904,10.021,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007088_a3,oeis_base,A007088,3,40,20,20,20,20,discovered,16.62,63.40,0.2621,11.092,DARY d=2  init=0
A007088_a4,oeis_base,A007088,4,40,20,20,20,20,discovered,15.61,80.00,0.1952,11.185,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007089_a2,oeis_base,A007089,2,50,30,20,30,20,discovered,25.73,50.00,0.5146,18.292,FUNC d=2
A007089_a3,oeis_base,A007089,3,50,30,20,30,20,discovered,17.37,79.25,0.2192,12.515,"DARY d=3 ADD(R1,R0,R0) init=0"
A007089_a4,oeis_base,A007089,4,50,30,20,30,20,discovered,46.53,100.00,0.4653,36.694,FUNC d=4
A007090_a2,oeis_base,A007090,2,64,44,20,44,20,discovered,15.61,64.00,0.2440,10.014,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007090_a3,oeis_base,A007090,3,64,44,20,44,20,discovered,15.61,101.44,0.1539,10.135,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007090_a4,oeis_base,A007090,4,64,44,20,44,20,discovered,37.09,128.00,0.2898,40.570,FUNC d=3
A007091_a2,oeis_base,A007091,2,66,46,20,46,20,discovered,25.73,66.00,0.3898,40.051,FUNC d=2
A007091_a3,oeis_base,A007091,3,66,46,20,46,20,discovered,18.78,104.61,0.1795,20.858,"DARY d=5 ADD(R1,R0,R0) init=0"
A007091_a4,oeis_base,A007091,4,66,46,20,26,0,neither,86.90,132.00,0.6583,600.096,NESTED_LOOP L=4
A007092_a2,oeis_base,A007092,2,66,46,20,46,20,discovered,15.61,66.00,0.2366,10.014,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007092_a3,oeis_base,A007092,3,66,46,20,46,20,discovered,19.24,104.61,0.1839,17.030,"DARY d=6 ADD(R1,R0,R0) init=0"
A007092_a4,oeis_base,A007092,4,66,46,20,46,20,discovered,15.61,132.00,0.1183,10.130,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007093_a2,oeis_base,A007093,2,64,44,20,44,20,discovered,25.73,64.00,0.4020,40.026,FUNC d=2
A007093_a3,oeis_base,A007093,3,64,44,20,44,20,discovered,15.61,101.44,0.1539,11.737,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007093_a4,oeis_base,A007093,4,64,44,20,44,5,compressed_only,35.09,128.00,0.2742,23.126,FUNC d=3
A007094_a2,oeis_base,A007094,2,74,54,20,54,20,discovered,15.61,74.00,0.2110,10.015,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007094_a3,oeis_base,A007094,3,74,54,20,54,20,discovered,19.94,117.29,0.1700,10.915,"DARY d=8 ADD(R1,R0,R0) init=0"
A007094_a4,oeis_base,A007094,4,74,54,20,54,20,discovered,37.09,148.00,0.2506,23.316,FUNC d=3
A007095_a2,oeis_base,A007095,2,77,57,20,57,20,discovered,26.73,77.00,0.3471,30.134,FUNC d=2
A007095_a3,oeis_base,A007095,3,77,57,20,57,20,discovered,20.22,122.04,0.1656,28.826,"DARY d=9 ADD(R1,R0,R0) init=0"
A007095_a4,oeis_base,A007095,4,77,57,20,57,20,discovered,43.11,154.00,0.2799,92.655,FUNC d=3
A007376_a2,oeis_base,A007376,2,106,80,26,30,0,neither,86.90,106.00,0.8198,600.099,NESTED_LOOP L=4
A007376_a3,oeis_base,A007376,3,106,80,26,14,0,neither,52.97,168.01,0.3153,600.085,STEP off=62 halt=0
A007376_a4,oeis_base,A007376,4,106,80,26,13,0,neither,55.96,212.00,0.2640,600.121,FUNC_L d=4
A007500_a2,oeis_base,A007500,2,58,38,20,38,20,discovered,15.03,58.00,0.2592,10.016,"DARY d=2 MUL_C(R1,R0,1) init=0"
A007500_a3,oeis_base,A007500,3,58,38,20,12,0,neither,47.16,91.93,0.5130,600.075,STEP off=8 halt=0
A007500_a4,oeis_base,A007500,4,58,38,20,14,0,neither,50.78,116.00,0.4377,600.085,ITER d=4
A007602_a2,oeis_base,A007602,2,53,33,20,17,0,neither,55.73,53.00,1.0516,606.378,FUNC_L d=5
A007602_a3,oeis_base,A007602,3,53,33,20,16,0,neither,44.53,84.00,0.5301,600.093,FUNC d=4
A007602_a4,oeis_base,A007602,4,53,33,20,12,0,neither,44.53,106.00,0.4201,600.084,FUNC d=4
A007605_a2,oeis_base,A007605,2,79,59,20,21,0,neither,85.32,79.00,1.0799,600.031,NESTED_LOOP L=4
A007605_a3,oeis_base,A007605,3,79,59,20,15,0,neither,53.62,125.21,0.4282,600.044,STEP off=24 halt=4
A007605_a4,oeis_base,A007605,4,79,59,20,7,0,neither,50.21,158.00,0.3178,600.042,STEP off=19 halt=0
A007623_a2,oeis_base,A007623,2,51,31,20,31,20,discovered,15.61,51.00,0.3062,10.022,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007623_a3,oeis_base,A007623,3,51,31,20,31,20,discovered,46.53,80.83,0.5756,22.557,FUNC d=4
A007623_a4,oeis_base,A007623,4,51,31,20,31,20,discovered,25.73,102.00,0.2522,41.185,FUNC d=2
A007652_a2,oeis_base,A007652,2,105,79,26,79,26,discovered,15.03,105.00,0.1432,10.012,"DARY d=2 MUL_C(R1,R0,1) init=0"
A007652_a3,oeis_base,A007652,3,105,79,26,13,0,neither,50.90,166.42,0.3058,600.038,STEP off=25 halt=0
A007652_a4,oeis_base,A007652,4,105,79,26,12,0,neither,73.34,210.00,0.3492,600.077,ITER_L d=5
A007770_a2,oeis_base,A007770,2,54,34,20,19,0,neither,69.33,54.00,1.2839,600.051,WIDE_BIT nr=3 bit=34
A007770_a3,oeis_base,A007770,3,54,34,20,13,0,neither,49.90,85.59,0.5830,600.050,STEP off=11 halt=0
A007770_a4,oeis_base,A007770,4,54,34,20,9,0,neither,54.98,108.00,0.5091,600.037,FUNC_L d=5
A007931_a2,oeis_base,A007931,2,45,25,20,25,20,discovered,15.61,45.00,0.3470,12.659,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007931_a3,oeis_base,A007931,3,45,25,20,25,20,not_compressed_predicted,41.59,71.32,0.5832,75.857,STEP off=1 halt=0
A007931_a4,oeis_base,A007931,4,45,25,20,25,20,discovered,15.61,90.00,0.1735,10.088,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007953_a2,oeis_base,A007953,2,88,66,22,66,22,discovered,20.46,88.00,0.2325,10.253,"DARY d=10 ADD(R1,R0,R0) init=0"
A007953_a3,oeis_base,A007953,3,88,66,22,66,22,discovered,15.61,139.48,0.1120,10.087,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A007953_a4,oeis_base,A007953,4,88,66,22,66,22,discovered,20.46,176.00,0.1162,21.725,"DARY d=10 ADD(R1,R0,R0) init=0"
A007954_a2,oeis_base,A007954,2,108,81,27,81,27,discovered,21.46,108.00,0.1987,19.631,"DARY d=10 MUL(R1,R0,R0) init=1"
A007954_a3,oeis_base,A007954,3,108,81,27,81,27,discovered,21.46,171.18,0.1254,22.318,"DARY d=10 MUL(R1,R0,R0) init=1"
A007954_a4,oeis_base,A007954,4,108,81,27,81,27,discovered,21.46,216.00,0.0994,13.736,"DARY d=10 MUL(R1,R0,R0) init=1"
A009994_a2,oeis_base,A009994,2,65,45,20,36,0,neither,83.73,65.00,1.2882,600.033,NESTED_LOOP L=4
A009994_a3,oeis_base,A009994,3,65,45,20,20,0,neither,86.90,103.02,0.8435,600.035,NESTED_LOOP L=4
A009994_a4,oeis_base,A009994,4,65,45,20,19,0,neither,37.09,130.00,0.2853,600.044,FUNC d=3
A010785_a2,oeis_base,A010785,2,52,32,20,32,20,not_compressed_predicted,38.09,52.00,0.7326,33.404,ITER d=3
A010785_a3,oeis_base,A010785,3,52,32,20,32,20,discovered,44.53,82.42,0.5403,48.295,FUNC d=4
A010785_a4,oeis_base,A010785,4,52,32,20,16,0,neither,55.98,104.00,0.5383,600.035,FUNC_L d=5
A010879_a2,oeis_base,A010879,2,81,61,20,61,20,discovered,15.61,81.00,0.1928,10.010,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A010879_a3,oeis_base,A010879,3,81,61,20,61,20,discovered,26.73,128.38,0.2082,24.047,FUNC d=2
A010879_a4,oeis_base,A010879,4,81,61,20,61,20,discovered,26.73,162.00,0.1650,22.646,FUNC d=2
A010888_a2,oeis_base,A010888,2,105,79,26,79,26,discovered,38.09,105.00,0.3628,20.748,ITER d=3
A010888_a3,oeis_base,A010888,3,105,79,26,79,26,discovered,15.61,166.42,0.0938,10.076,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A010888_a4,oeis_base,A010888,4,105,79,26,79,26,discovered,38.09,210.00,0.1814,19.889,ITER d=3
A011531_a2,oeis_base,A011531,2,53,33,20,29,0,neither,54.73,53.00,1.0327,600.054,FUNC_L d=5
A011531_a3,oeis_base,A011531,3,53,33,20,19,0,neither,68.17,84.00,0.8115,600.052,ITER_L d=5
A011531_a4,oeis_base,A011531,4,53,33,20,16,0,neither,72.09,106.00,0.6801,600.037,ITER_L d=5
A011539_a2,oeis_base,A011539,2,56,36,20,28,0,neither,56.73,56.00,1.0131,609.255,FUNC_L d=5
A011539_a3,oeis_base,A011539,3,56,36,20,36,20,discovered,15.61,88.76,0.1759,10.114,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A011539_a4,oeis_base,A011539,4,56,36,20,11,0,neither,54.73,112.00,0.4887,600.051,FUNC_L d=5
A011540_a2,oeis_base,A011540,2,51,31,20,31,19,neither,83.73,51.00,1.6418,182.059,NESTED_LOOP L=4
A011540_a3,oeis_base,A011540,3,51,31,20,31,20,discovered,15.61,80.83,0.1932,10.472,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A011540_a4,oeis_base,A011540,4,51,31,20,21,0,neither,45.53,102.00,0.4463,600.035,FUNC d=4
A014190_a2,oeis_base,A014190,2,55,35,20,24,0,neither,55.96,55.00,1.0175,600.028,FUNC_L d=4
A014190_a3,oeis_base,A014190,3,55,35,20,20,0,neither,64.09,87.17,0.7352,600.027,FUNC_L d=5
A014190_a4,oeis_base,A014190,4,55,35,20,14,0,neither,55.98,110.00,0.5089,600.063,FUNC_L d=5
A014261_a2,oeis_base,A014261,2,60,40,20,40,20,discovered,13.45,60.00,0.2242,10.115,"DARY d=2 LOAD(R0,1) init=0"
A014261_a3,oeis_base,A014261,3,60,40,20,15,0,neither,36.09,95.10,0.3795,600.046,FUNC d=3
A014261_a4,oeis_base,A014261,4,60,40,20,16,0,neither,53.82,120.00,0.4485,615.522,STEP off=37 halt=1
A014263_a2,oeis_base,A014263,2,58,38,20,38,20,discovered,13.45,58.00,0.2319,16.222,DARY d=2 INC(R1) init=0
A014263_a3,oeis_base,A014263,3,58,38,20,38,20,discovered,18.78,91.93,0.2043,16.433,"DARY d=5 SUB(R0,R1,R0) init=0"
A014263_a4,oeis_base,A014263,4,58,38,20,38,20,discovered,26.73,116.00,0.2304,53.644,FUNC d=2
A014311_a2,oeis_base,A014311,2,71,51,20,17,0,neither,60.48,71.00,0.8518,600.020,WIDE_BIT nr=2 bit=51
A014311_a3,oeis_base,A014311,3,71,51,20,13,0,neither,46.84,112.53,0.4163,600.127,STEP off=2 halt=1
A014311_a4,oeis_base,A014311,4,71,51,20,6,0,neither,45.53,142.00,0.3206,600.097,FUNC_L d=4
A014486_a2,oeis_base,A014486,2,54,34,20,34,20,discovered,13.45,54.00,0.2491,10.297,DARY d=2 INC(R1) init=0
A014486_a3,oeis_base,A014486,3,54,34,20,11,0,neither,57.55,85.59,0.6724,600.088,FUNC_L d=5
A014486_a4,oeis_base,A014486,4,54,34,20,21,0,neither,85.32,108.00,0.7900,600.079,NESTED_LOOP L=4
A014499_a2,oeis_base,A014499,2,99,75,24,16,0,neither,48.53,99.00,0.4902,613.406,ITER d=4
A014499_a3,oeis_base,A014499,3,99,75,24,10,0,neither,58.89,156.91,0.3753,600.095,STEP off=52 halt=11
A014499_a4,oeis_base,A014499,4,99,75,24,9,0,neither,53.82,198.00,0.2718,600.070,STEP off=37 halt=0
A019546_a2,oeis_base,A019546,2,48,28,20,28,20,discovered,15.03,48.00,0.3132,10.014,"DARY d=2 MUL_C(R1,R0,1) init=0"
A019546_a3,oeis_base,A019546,3,48,28,20,10,0,neither,47.16,76.08,0.6199,600.121,STEP off=8 halt=0
A019546_a4,oeis_base,A019546,4,48,28,20,12,0,neither,50.78,96.00,0.5289,600.164,ITER d=4
A020338_a2,oeis_base,A020338,2,46,26,20,26,20,discovered,15.61,46.00,0.3395,10.011,CTX_X nr=1 d=1 perm=(0) out=R0 L=1
A020338_a3,oeis_base,A020338,3,46,26,20,26,20,discovered,20.44,72.91,0.2803,10.155,"DARY d=4 SUB(R0,R1,R0) init=2"
A020338_a4,oeis_base,A020338,4,46,26,20,11,0,neither,42.53,92.00,0.4622,600.126,FUNC d=4
A023108_a2,oeis_base,A023108,2,45,25,20,17,0,neither,53.55,45.00,1.1900,600.106,FUNC_L d=5
A023108_a3,oeis_base,A023108,3,45,25,20,16,0,neither,53.85,71.32,0.7550,600.097,STEP off=14 halt=5
A023108_a4,oeis_base,A023108,4,45,25,20,9,0,neither,55.73,90.00,0.6192,600.084,FUNC_L d=5
A023416_a2,oeis_base,A023416,2,105,79,26,20,0,neither,73.55,105.00,0.7004,614.466,WIDE_BIT nr=3 bit=255
A023416_a3,oeis_base,A023416,3,105,79,26,10,0,neither,52.11,166.42,0.3131,600.140,STEP off=42 halt=0
A023416_a4,oeis_base,A023416,4,105,79,26,8,0,neither,48.41,210.00,0.2305,600.043,STEP off=4 halt=3
A027868_a2,oeis_base,A027868,2,81,61,20,61,20,discovered,43.53,81.00,0.5374,22.710,FUNC d=4
A027868_a3,oeis_base,A027868,3,81,61,20,61,20,discovered,43.53,128.38,0.3390,23.567,FUNC d=4
A027868_a4,oeis_base,A027868,4,81,61,20,61,20,discovered,44.77,162.00,0.2764,39.180,FUNC_L d=3
A029447_a2,oeis_base,A029447,2,49,29,20,29,18,neither,43.53,49.00,0.8883,48.292,FUNC d=4
A029447_a3,oeis_base,A029447,3,49,29,20,12,0,neither,54.89,77.66,0.7068,600.052,STEP off=18 halt=4
A029447_a4,oeis_base,A029447,4,49,29,20,9,0,neither,43.53,98.00,0.4442,600.056,FUNC d=4
A029470_a2,oeis_base,A029470,2,49,29,20,20,0,neither,62.78,49.00,1.2811,600.042,WIDE_BIT nr=2 bit=255
A029470_a3,oeis_base,A029470,3,49,29,20,12,0,neither,50.44,77.66,0.6495,600.074,STEP off=9 halt=0
A029470_a4,oeis_base,A029470,4,49,29,20,8,0,neither,34.09,98.00,0.3479,600.063,FUNC d=3
A029494_a2,oeis_base,A029494,2,54,34,20,19,0,neither,70.38,54.00,1.3033,600.048,WIDE_BIT nr=3 bit=255
A029494_a3,oeis_base,A029494,3,54,34,20,12,0,neither,53.69,85.59,0.6273,600.052,STEP off=14 halt=2
A029494_a4,oeis_base,A029494,4,54,34,20,8,0,neither,42.09,108.00,0.3898,600.061,ITER d=3
A029518_a2,oeis_base,A029518,2,41,21,20,18,0,neither,65.00,41.00,1.5854,600.047,WIDE_BIT nr=3 bit=21
A029518_a3,oeis_base,A029518,3,41,21,20,16,0,neither,56.98,64.98,0.8769,600.061,FUNC_L d=5
A029518_a4,oeis_base,A029518,4,41,21,20,8,0,neither,42.09,82.00,0.5133,600.080,ITER d=3
A030101_a2,oeis_base,A030101,2,79,59,20,59,20,discovered,15.03,79.00,0.1903,10.011,"DARY d=2 MUL_C(R1,R0,1) init=0"
A030101_a3,oeis_base,A030101,3,79,59,20,59,20,discovered,16.62,125.21,0.1327,21.762,"DARY d=2 SUB(R1,R0,R0) init=0"
A030101_a4,oeis_base,A030101,4,79,59,20,59,20,discovered,55.13,158.00,0.3489,40.389,FUNC_L d=4
A030190_a2,oeis_base,A030190,2,105,79,26,79,26,discovered,7.25,105.00,0.0690,20.204,CONCAT d=2 off=0
A030190_a3,oeis_base,A030190,3,105,79,26,79,26,discovered,7.25,166.42,0.0436,10.653,CONCAT d=2 off=0
A030190_a4,oeis_base,A030190,4,105,79,26,79,26,discovered,7.25,210.00,0.0345,20.639,CONCAT d=2 off=0
A030302_a2,oeis_base,A030302,2,90,68,22,68,22,discovered,8.25,90.00,0.0917,18.421,CONCAT d=2 off=1
A030302_a3,oeis_base,A030302,3,90,68,22,68,22,discovered,8.25,142.65,0.0578,20.474,CONCAT d=2 off=1
A030302_a4,oeis_base,A030302,4,90,68,22,68,22,discovered,8.25,180.00,0.0458,19.329,CONCAT d=2 off=1
A030308_a2,oeis_base,A030308,2,90,68,22,68,22,discovered,7.25,90.00,0.0805,20.688,CONCAT d=2 off=0
A030308_a3,oeis_base,A030308,3,90,68,22,68,22,discovered,7.25,142.65,0.0508,19.705,CONCAT d=2 off=0
A030308_a4,oeis_base,A030308,4,90,68,22,68,22,discovered,7.25,180.00,0.0403,19.823,CONCAT d=2 off=0
A030432_a2,oeis_base,A030432,2,52,32,20,32,20,discovered,13.45,52.00,0.2586,10.104,"DARY d=2 LOAD(R0,1) init=0"
A030432_a3,oeis_base,A030432,3,52,32,20,14,0,neither,49.71,82.42,0.6032,600.055,STEP off=6 halt=2
A030432_a4,oeis_base,A030432,4,52,32,20,7,0,neither,48.44,104.00,0.4658,600.063,STEP off=14 halt=0
A031346_a2,oeis_base,A031346,2,100,75,25,34,0,neither,37.09,100.00,0.3709,600.065,FUNC d=3
A031346_a3,oeis_base,A031346,3,100,75,25,34,0,neither,63.81,158.50,0.4026,600.068,NESTED_LOOP L=3
A031346_a4,oeis_base,A031346,4,100,75,25,34,0,neither,63.81,200.00,0.3190,600.058,NESTED_LOOP L=3
A031347_a2,oeis_base,A031347,2,87,66,21,45,0,neither,82.15,87.00,0.9442,600.034,NESTED_LOOP L=4
