"id","population","solver_family","program_bits","time_s","log2t"
"tot3_1369","S4","CTX_X",27.3,42.582,5.41217180706179
"tot3_1370","S4","CTX_X",31.09,16.267,4.02387630507444
"tot3_1371","S4","CTX_X",17.86,16.785,4.06910063192283
"tot3_1372","S4","CTX_X",17.86,16.965,4.08448952493625
"tot3_1373","S4","CTX_X",17.86,17.44,4.1243281350022
"tot3_1374","S4","CTX_X",15.61,11.773,3.55741009016888
"tot3_1375","S4","CTX_X",15.61,12.217,3.61081815610945
"tot3_1376","S4","CTX_X",15.61,12.156,3.60359667486021
"tot3_1377","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1378","S4","CTX_X",15.61,12.155,3.603477988254
"tot3_1380","S4","DARY",15.7,21.456,4.42330923724239
"tot3_1381","S4","CTX_X",17.86,16.595,4.05267672430358
"tot3_1383","S4","CTX_X",26.06,42.856,5.42142529605755
"tot3_1385","S4","CTX_X",24.73,16.614,4.054327554426
"tot3_1386","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1387","S4","CTX_X",15.61,12.337,3.62491971050011
"tot3_1389","S4","FUNC_L",46.78,13.295,3.73281187208294
"tot3_1390","S4","CTX_X",17.86,16.607,4.05371957360449
"tot3_1394","S4","CTX_X",24.73,17.477,4.1273856563524
"tot3_1395","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1397","S4","FUNC",43.11,40.402,5.33635480664323
"tot3_1399","S4","CTX_X",17.86,17.51,4.13010717865883
"tot3_1400","S4","CTX_X",24.73,16.34,4.03033607837096
"tot3_1401","S4","NESTED_LOOP",99.72,288.524,8.17254751987899
"tot3_1402","S4","NESTED_LOOP",101.72,281.049,8.13467787144576
"tot3_1403","S4","CTX_X",24.73,17.051,4.09178444720043
"tot3_1404","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1405","S4","NESTED_LOOP",64.81,206.291,7.68853707091866
"tot3_1407","S4","DARY",13.45,10.22,3.3533232911629
"tot3_1408","S4","DARY",13.45,10.2,3.35049724708413
"tot3_1409","S4","NESTED_LOOP",101.72,274.341,8.09982643746753
"tot3_1411","S4","NESTED_LOOP",83.73,225.536,7.81721392425833
"tot3_1412","S4","CTX_X",17.86,17.881,4.16035551679442
"tot3_1413","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1414","S4","CTX_X",20.43,42.742,5.4175825116023
"tot3_1416","S4","DARY",13.45,10.463,3.38722466201514
"tot3_1417","S4","DARY",13.45,10.206,3.35134564172245
"tot3_1418","S4","NESTED_LOOP",101.72,272.403,8.08959878174912
"tot3_1420","S4","NESTED_LOOP",83.73,222.662,7.79871155531243
"tot3_1421","S4","CTX_X",17.86,17.19,4.10349763970334
"tot3_1422","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1426","S4","DARY",13.45,10.216,3.35275852504064
"tot3_1427","S4","NESTED_LOOP",101.72,273.62,8.09602987630799
"tot3_1428","S4","NESTED_LOOP",83.73,225.306,7.81574192347672
"tot3_1429","S4","NESTED_LOOP",83.73,222.729,7.79914560345651
"tot3_1430","S4","CTX_X",17.86,17.11,4.09676785471469
"tot3_1431","S4","DARY",15.03,10.089,3.33471127958565
"tot3_1432","S4","CTX_X",44.91,41.791,5.38512037562904
"tot3_1433","S4","CTX_X",33.9,41.641,5.37993280996364
"tot3_1434","S4","CTX_X",34.9,43.109,5.42991719157742
"tot3_1435","S4","CTX_X",17.86,16.712,4.06281249240502
"tot3_1436","S4","CTX_X",17.86,16.625,4.05528243550119
"tot3_1437","S4","CTX_X",15.61,12.334,3.62456884631593
"tot3_1438","S4","CTX_X",15.61,11.966,3.58086906299287
"tot3_1439","S4","CTX_X",15.61,12.099,3.59681590646495
"tot3_1440","S4","DARY",15.03,10.092,3.33514020631421
"tot3_1441","S4","CTX_X",27.3,41.927,5.38980769969693
"tot3_1442","S4","CTX_X",32.98,16.277,4.02476291709895
"tot3_1443","S4","NESTED_LOOP",82.15,424.845,8.73079277568717
"tot3_1444","S4","CTX_X",17.86,17.178,4.10249017105842
"tot3_1445","S4","CTX_X",17.86,16.355,4.03165985430805
"tot3_1446","S4","CTX_X",15.61,12.483,3.64189278910383
"tot3_1447","S4","CTX_X",15.61,11.674,3.54522706822015
"tot3_1448","S4","CTX_X",15.61,11.891,3.57179814170986
"tot3_1449","S4","DARY",15.03,10.091,3.33499724490688
"tot3_1450","S4","CTX_X",41.26,43.897,5.45605044164085
"tot3_1451","S4","CTX_X",31.09,16.607,4.05371957360449
"tot3_1452","S4","CTX_X",17.86,16.633,4.05597649771478
"tot3_1453","S4","CTX_X",17.86,17.036,4.09051472988825
"tot3_1454","S4","CTX_X",17.86,16.559,4.04954364582833
"tot3_1455","S4","CTX_X",15.61,12.063,3.59251683685943
"tot3_1456","S4","CTX_X",15.61,12.2,3.60880924267552
"tot3_1457","S4","CTX_X",15.61,11.825,3.56376827845203
"tot3_1458","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1459","S4","CTX_X",15.61,11.602,3.53630161932382
"tot3_1460","S4","NESTED_LOOP",101.72,270.971,8.0819946487527
"tot3_1461","S4","DARY",15.7,21.703,4.43982257469877
"tot3_1462","S4","CTX_X",17.86,16.815,4.07167687375186
"tot3_1464","S4","CTX_X",24.73,17.269,4.11011263769564
"tot3_1465","S4","CTX_X",33.98,16.783,4.0689287187862
"tot3_1466","S4","CTX_X",15.61,11.926,3.57603833676208
"tot3_1467","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1468","S4","CTX_X",15.61,11.726,3.55163905673439
"tot3_1470","S4","FUNC_L",46.78,12.864,3.68526740651684
"tot3_1471","S4","CTX_X",17.86,16.518,4.04596711065463
"tot3_1474","S4","CTX_X",33.98,16.095,4.00854067170295
"tot3_1475","S4","CTX_X",15.61,12.274,3.61753358347542
"tot3_1476","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1477","S4","CTX_X",15.61,11.925,3.57591736111815
"tot3_1478","S4","CTX_X",28.84,11.824,3.56364626948406
"tot3_1479","S4","CTX_X",33.66,41.918,5.38949797925044
"tot3_1480","S4","CTX_X",17.86,16.998,4.08729310243717
"tot3_1481","S4","CTX_X",31.09,16.421,4.03747008138869
"tot3_1482","S4","CTX_X",15.61,11.834,3.56486589508793
"tot3_1483","S4","CTX_X",15.61,12.223,3.61152651702755
"tot3_1484","S4","CTX_X",15.61,11.795,3.56010351346474
"tot3_1485","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1486","S4","NESTED_LOOP",64.81,205.858,7.68550570516241
"tot3_1487","S4","NESTED_LOOP",101.72,273.414,8.09494330694495
"tot3_1488","S4","DARY",13.45,10.203,3.35092150676691
"tot3_1489","S4","DARY",13.45,10.203,3.35092150676691
"tot3_1490","S4","DARY",13.45,10.214,3.35247605905033
"tot3_1491","S4","CTX_X",24.73,16.45,4.04001567884788
"tot3_1493","S4","CTX_X",15.61,12.539,3.64835039098842
"tot3_1494","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1495","S4","CTX_X",20.43,42.872,5.42196381604921
"tot3_1496","S4","CTX_X",41.34,16.356,4.03174806286428
"tot3_1497","S4","DARY",13.45,10.207,3.35148699233648
"tot3_1498","S4","DARY",13.45,10.214,3.35247605905033
"tot3_1499","S4","DARY",13.45,10.211,3.35205225634249
"tot3_1500","S4","CTX_X",37.77,42.775,5.41869594960205
"tot3_1502","S4","CTX_X",15.61,12.229,3.61223453031228
"tot3_1503","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1505","S4","CTX_X",28.84,12.129,3.60038870433076
"tot3_1507","S4","DARY",13.45,10.214,3.35247605905033
"tot3_1509","S4","CTX_X",15.61,12.986,3.69888520936509
"tot3_1510","S4","CTX_X",15.61,12.516,3.64570165857883
"tot3_1511","S4","CTX_X",15.61,12.042,3.59000311742169
"tot3_1512","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1514","S4","NESTED_LOOP",101.72,270.49,8.07943144845865
"tot3_1515","S4","CTX_X",24.73,16.498,4.04421923663312
"tot3_1516","S4","CTX_X",17.86,16.598,4.05293750730809
"tot3_1517","S4","NESTED_LOOP",101.72,274.165,8.09890059769217
"tot3_1518","S4","CTX_X",24.73,16.615,4.05441438791731
"tot3_1520","S4","CTX_X",15.61,13.378,3.74179054526489
"tot3_1521","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1525","S4","CTX_X",17.86,17.14,4.09929520433777
"tot3_1529","S4","CTX_X",15.61,12.182,3.60667910442159
"tot3_1530","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1532","S4","CTX_X",28.84,12.266,3.6165929509786
"tot3_1533","S4","CTX_X",17.86,16.891,4.07818283761127
"tot3_1534","S4","CTX_X",17.86,16.61,4.05398016818765
"tot3_1535","S4","CTX_X",17.86,16.611,4.05406702258947
"tot3_1536","S4","CTX_X",15.61,12.386,3.63063844605544
"tot3_1537","S4","CTX_X",15.61,12.069,3.5932342386847
"tot3_1538","S4","CTX_X",15.61,12.07,3.5933537709803
"tot3_1539","S4","DARY",15.03,10.084,3.33399611819645
"tot3_1540","S4","CTX_X",15.61,11.891,3.57179814170986
"tot3_1542","S4","DARY",15.7,22.908,4.51777960346301
"tot3_1543","S4","CTX_X",17.86,16.682,4.06022035831686
"tot3_1545","S4","CTX_X",27.03,43.205,5.43312637620643
"tot3_1547","S4","CTX_X",15.61,12.053,3.59132037382777
"tot3_1548","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1549","S4","CTX_X",15.61,12.41,3.63343121035563
"tot3_1551","S4","FUNC_L",46.78,13.562,3.7614980445501
"tot3_1552","S4","CTX_X",17.86,17.993,4.16936384424988
"tot3_1555","S4","CTX_X",37.78,43.323,5.43706124400316
"tot3_1556","S4","CTX_X",15.61,12.223,3.61152651702755
"tot3_1557","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1559","S4","CTX_X",28.84,11.897,3.5725259179356
"tot3_1561","S4","CTX_X",17.86,17.038,4.09068409010925
"tot3_1565","S4","CTX_X",15.61,13.693,3.77536665623612
"tot3_1566","S4","DARY",15.03,10.181,3.34780736791062
"tot3_1567","S4","NESTED_LOOP",64.81,210.282,7.71618155138913
"tot3_1569","S4","DARY",13.45,10.208,3.35162832910278
"tot3_1570","S4","DARY",13.45,10.208,3.35162832910278
"tot3_1571","S4","DARY",13.45,10.209,3.35176965202408
"tot3_1574","S4","CTX_X",15.61,12.42,3.63459326844576
"tot3_1575","S4","DARY",15.03,10.084,3.33399611819645
"tot3_1576","S4","CTX_X",20.43,42.912,5.42330923724239
"tot3_1577","S4","CTX_X",24.73,17.292,4.11203283623382
"tot3_1578","S4","DARY",13.45,10.205,3.35120427725799
"tot3_1579","S4","DARY",13.45,10.206,3.35134564172245
"tot3_1580","S4","DARY",13.45,10.211,3.35205225634249
"tot3_1581","S4","CTX_X",31.98,16.836,4.07347750967897
"tot3_1582","S4","CTX_X",31.98,16.861,4.0756181977307
"tot3_1583","S4","CTX_X",15.61,12.213,3.61034572219908
"tot3_1584","S4","DARY",15.03,10.092,3.33514020631421
"tot3_1586","S4","CTX_X",28.84,12.48,3.64154602908752
"tot3_1588","S4","DARY",13.45,10.198,3.35021433796647
"tot3_1591","S4","CTX_X",38.77,41.902,5.38894720089362
"tot3_1592","S4","CTX_X",15.61,12.27,3.61706334388818
"tot3_1593","S4","DARY",15.03,10.095,3.33556900555675
"tot3_1597","S4","CTX_X",17.86,22.242,4.47521461587823
"tot3_1601","S4","CTX_X",15.61,15.771,3.97920223563094
"tot3_1602","S4","DARY",15.03,10.095,3.33556900555675
"tot3_1606","S4","CTX_X",17.86,19.659,4.29711803244921
"tot3_1610","S4","CTX_X",15.61,12.49,3.64270157183323
"tot3_1611","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1613","S4","CTX_X",28.84,11.77,3.55704241526372
"tot3_1615","S4","CTX_X",17.86,16.578,4.05119806287156
"tot3_1619","S4","CTX_X",15.61,12.255,3.61529857909211
"tot3_1620","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1621","S4","CTX_X",15.61,12.473,3.6407365981132
"tot3_1622","S4","CTX_X",32.43,42.184,5.39862399671775
"tot3_1623","S4","DARY",15.7,21.216,4.4070807754505
"tot3_1624","S4","CTX_X",17.86,17.21,4.10517519226548
"tot3_1625","S4","CTX_X",41.26,41.565,5.37729730642785
"tot3_1626","S4","CTX_X",15.61,12.114,3.59860341139054
"tot3_1628","S4","CTX_X",15.61,12.406,3.63296612490967
"tot3_1629","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1630","S4","CTX_X",15.61,12.551,3.64973041026389
"tot3_1631","S4","CTX_X",34.58,42.3,5.40258575823259
"tot3_1632","S4","FUNC_L",46.78,12.911,3.69052884140146
"tot3_1633","S4","CTX_X",17.86,16.42,4.03738222200308
"tot3_1636","S4","NESTED_LOOP",80.56,434.706,8.76389619822833
"tot3_1637","S4","CTX_X",15.61,12.003,3.58532312940467
"tot3_1638","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1639","S4","CTX_X",15.61,11.827,3.56401226543737
"tot3_1640","S4","CTX_X",28.84,11.968,3.58111017522555
"tot3_1641","S4","CTX_X",31.09,16.488,4.04334450487717
"tot3_1642","S4","CTX_X",17.86,16.605,4.05354581772798
"tot3_1643","S4","CTX_X",31.09,16.099,4.00889917205664
"tot3_1644","S4","CTX_X",15.61,11.687,3.54683273899345
"tot3_1645","S4","CTX_X",15.61,11.736,3.5528688710113
"tot3_1646","S4","CTX_X",15.61,11.625,3.53915881110803
"tot3_1647","S4","DARY",15.03,10.084,3.33399611819645
"tot3_1648","S4","NESTED_LOOP",64.81,206.993,7.69343816988559
"tot3_1649","S4","CTX_X",32.43,43.511,5.44330826916554
"tot3_1650","S4","DARY",13.45,10.203,3.35092150676691
"tot3_1651","S4","DARY",13.45,10.2,3.35049724708413
"tot3_1653","S4","CTX_X",15.61,12.236,3.61306010689612
"tot3_1655","S4","CTX_X",15.61,11.914,3.57458595908148
"tot3_1656","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1657","S4","CTX_X",20.43,41.497,5.37493513636941
"tot3_1659","S4","DARY",13.45,10.216,3.35275852504064
"tot3_1660","S4","DARY",13.45,10.197,3.35007286260074
"tot3_1664","S4","CTX_X",15.61,12.062,3.59239723519794
"tot3_1665","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1666","S4","CTX_X",32.43,44.119,5.46332818610245
"tot3_1667","S4","CTX_X",28.84,11.717,3.55053132683583
"tot3_1668","S4","CTX_X",32.43,43.361,5.43832612368258
"tot3_1669","S4","DARY",13.45,10.224,3.35388783628491
"tot3_1670","S4","CTX_X",32.43,43.559,5.44489892884115
"tot3_1671","S4","CTX_X",15.61,11.979,3.58243557269212
"tot3_1672","S4","CTX_X",15.61,12.115,3.59872249967662
"tot3_1673","S4","CTX_X",15.61,11.785,3.55887985347544
"tot3_1674","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1675","S4","CTX_X",44.91,43.06,5.42827641439251
"tot3_1676","S4","CTX_X",32.43,41.274,5.36716135636102
"tot3_1677","S4","CTX_X",39.34,16.184,4.0164963198962
"tot3_1678","S4","CTX_X",17.86,16.449,4.03992797435587
"tot3_1679","S4","CTX_X",17.86,16.716,4.06315775866032
"tot3_1680","S4","CTX_X",15.61,12.591,3.65432096394498
"tot3_1681","S4","CTX_X",26.03,42.173,5.3982477470754
"tot3_1682","S4","CTX_X",15.61,11.981,3.58267642328381
"tot3_1683","S4","DARY",15.03,10.092,3.33514020631421
"tot3_1684","S4","CTX_X",28.93,43.084,5.42908029352227
"tot3_1685","S4","CTX_X",26.06,41.698,5.38190628289116
"tot3_1687","S4","CTX_X",17.86,17.199,4.10425277975768
"tot3_1688","S4","CTX_X",17.86,16.885,4.07767027423275
"tot3_1689","S4","CTX_X",45.15,42.173,5.3982477470754
"tot3_1690","S4","CTX_X",37.55,42.484,5.40884770162469
"tot3_1691","S4","CTX_X",15.61,11.899,3.57276842844901
"tot3_1692","S4","DARY",15.03,10.092,3.33514020631421
"tot3_1693","S4","CTX_X",32.43,41.945,5.39042694118717
"tot3_1694","S4","CTX_X",28.84,11.635,3.54039930563062
"tot3_1695","S4","CTX_X",17.86,17.184,4.10299399332333
"tot3_1696","S4","CTX_X",17.86,16.804,4.07073278582443
"tot3_1697","S4","CTX_X",17.86,16.437,4.03887510436505
"tot3_1698","S4","CTX_X",15.61,11.916,3.57482812358744
"tot3_1699","S4","CTX_X",15.61,11.947,3.57857648476804
"tot3_1700","S4","CTX_X",15.61,11.509,3.52469058016325
"tot3_1701","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1702","S4","CTX_X",15.61,11.92,3.57531233068744
"tot3_1703","S4","NESTED_LOOP",101.72,272.585,8.09056236445994
"tot3_1704","S4","DARY",15.7,21.312,4.41359408240918
"tot3_1705","S4","CTX_X",17.86,16.667,4.05892254266585
"tot3_1707","S4","CTX_X",24.73,16.371,4.03307054443171
"tot3_1708","S4","CTX_X",31.98,16.912,4.0799753767206
"tot3_1709","S4","CTX_X",15.61,12.311,3.62187604894739
"tot3_1710","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1711","S4","CTX_X",15.61,11.859,3.56791045587868
"tot3_1713","S4","FUNC_L",46.78,12.937,3.6934312000918
"tot3_1714","S4","CTX_X",17.86,17.194,4.10383330630347
"tot3_1717","S4","CTX_X",44.26,43.404,5.43975609871484
"tot3_1718","S4","CTX_X",15.61,11.93,3.5765221379205
"tot3_1719","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1721","S4","CTX_X",28.84,11.776,3.55777767139493
"tot3_1722","S4","CTX_X",33.66,43.254,5.43476164991009
"tot3_1723","S4","CTX_X",17.86,16.461,4.04098007652894
"tot3_1724","S4","CTX_X",41.26,42.635,5.41396635150775
"tot3_1725","S4","CTX_X",15.61,11.699,3.54831331215775
"tot3_1726","S4","CTX_X",42.91,41.942,5.3903237527283
"tot3_1727","S4","CTX_X",15.61,11.775,3.55765515472542
"tot3_1728","S4","DARY",15.03,10.089,3.33471127958565
"tot3_1729","S4","NESTED_LOOP",64.81,207.257,7.69527701861151
"tot3_1730","S4","NESTED_LOOP",101.72,271.218,8.08330911916708
"tot3_1731","S4","DARY",13.45,10.2,3.35049724708413
"tot3_1732","S4","DARY",13.45,10.216,3.35275852504064
"tot3_1733","S4","DARY",13.45,10.198,3.35021433796647
"tot3_1734","S4","CTX_X",24.73,16.104,4.00934717225925
"tot3_1736","S4","CTX_X",15.61,12.232,3.61258840669872
"tot3_1737","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1738","S4","CTX_X",20.43,42.355,5.40446038438375
"tot3_1739","S4","CTX_X",41.34,16.273,4.02440833767084
"tot3_1740","S4","DARY",13.45,10.211,3.35205225634249
"tot3_1741","S4","DARY",13.45,10.214,3.35247605905033
"tot3_1742","S4","DARY",13.45,10.207,3.35148699233648
"tot3_1744","S4","CTX_X",31.98,16.432,4.03843618165611
"tot3_1745","S4","CTX_X",15.61,12.413,3.63377992607442
"tot3_1746","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1748","S4","CTX_X",28.84,12.159,3.60395267610591
"tot3_1749","S4","DARY",13.45,10.207,3.35148699233648
"tot3_1750","S4","DARY",13.45,10.23,3.3547342399706
"tot3_1751","S4","DARY",13.45,10.2,3.35049724708413
"tot3_1752","S4","CTX_X",15.61,11.998,3.58472203150802
"tot3_1754","S4","CTX_X",15.61,11.894,3.57216207571412
"tot3_1755","S4","DARY",15.03,10.083,3.33385304336707
"tot3_1757","S4","NESTED_LOOP",101.72,268.73,8.07001357712983
"tot3_1758","S4","CTX_X",24.73,16.312,4.02786177535451
"tot3_1759","S4","CTX_X",17.86,16.743,4.06548614710942
"tot3_1761","S4","CTX_X",24.73,16.488,4.04334450487717
"tot3_1763","S4","CTX_X",15.61,11.974,3.58183327024072
"tot3_1764","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1768","S4","CTX_X",17.86,16.089,4.00800275408267
"tot3_1772","S4","CTX_X",15.61,12.153,3.60324058574551
"tot3_1773","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1775","S4","CTX_X",28.84,11.919,3.57519129414717
"tot3_1777","S4","CTX_X",17.86,17.418,4.12250707268573
"tot3_1778","S4","NESTED_LOOP",83.73,426.079,8.7349771374597
"tot3_1779","S4","CTX_X",15.61,11.791,3.55961417400753
"tot3_1781","S4","CTX_X",15.61,11.978,3.5823151323163
"tot3_1782","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1783","S4","CTX_X",15.61,11.629,3.53965513692041
"tot3_1785","S4","DARY",15.7,21.404,4.41980852893928
"tot3_1786","S4","CTX_X",17.86,17.522,4.13109555164169
"tot3_1788","S4","CTX_X",27.03,43.87,5.45516280124451
"tot3_1789","S4","NESTED_LOOP",80.56,425.623,8.73343230369976
"tot3_1790","S4","CTX_X",15.61,12.112,3.59836520532364
"tot3_1791","S4","DARY",15.03,10.084,3.33399611819645
"tot3_1792","S4","CTX_X",15.61,11.592,3.53505759489484
"tot3_1794","S4","FUNC_L",46.78,13.05,3.70597790168252
"tot3_1795","S4","CTX_X",17.86,16.592,4.05241589415114
"tot3_1799","S4","CTX_X",15.61,12.232,3.61258840669872
"tot3_1800","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1804","S4","CTX_X",17.86,16.433,4.03852397688151
"tot3_1808","S4","CTX_X",15.61,11.995,3.58436125251871
"tot3_1809","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1810","S4","NESTED_LOOP",64.81,211.826,7.72673586960985
"tot3_1812","S4","DARY",13.45,10.21,3.35191096110308
"tot3_1813","S4","DARY",13.45,10.203,3.35092150676691
"tot3_1814","S4","DARY",13.45,10.204,3.35106289894039
"tot3_1816","S4","CTX_X",31.98,18.879,4.23871044363112
"tot3_1817","S4","CTX_X",15.61,13.049,3.70586734610249
"tot3_1818","S4","DARY",15.03,10.091,3.33499724490688
"tot3_1819","S4","CTX_X",20.43,42.798,5.41947147428249
"tot3_1820","S4","CTX_X",24.73,18.701,4.22504351240496
"tot3_1821","S4","DARY",13.45,10.213,3.35233480531341
"tot3_1822","S4","DARY",13.45,10.232,3.35501626421955
"tot3_1823","S4","DARY",13.45,10.613,3.40776061856232
"tot3_1824","S4","CTX_X",31.98,18.219,4.18737186990914
"tot3_1825","S4","CTX_X",31.98,17.579,4.13578109847023
"tot3_1826","S4","CTX_X",15.61,13.49,3.75381844317354
"tot3_1827","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1828","S4","ITER",42.09,43.405,5.43978933708969
"tot3_1829","S4","CTX_X",40.34,22.437,4.48780788427173
"tot3_1830","S4","DARY",13.45,10.237,3.35572108373667
"tot3_1831","S4","DARY",13.45,10.215,3.3526172989585
"tot3_1832","S4","DARY",13.45,10.206,3.35134564172245
"tot3_1833","S4","CTX_X",31.98,17.592,4.13684760419288
"tot3_1834","S4","CTX_X",31.98,17.187,4.10324583849127
"tot3_1835","S4","CTX_X",15.61,14.452,3.85319725477036
"tot3_1836","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1840","S4","CTX_X",17.86,21.44,4.42223300068305
"tot3_1841","S4","NESTED_LOOP",83.73,215.401,7.75088113738986
"tot3_1843","S4","NESTED_LOOP",99.72,280.156,8.13008658035301
"tot3_1844","S4","CTX_X",15.61,12.796,3.67762099245359
"tot3_1845","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1847","S4","NESTED_LOOP",101.72,275.724,8.1070810399085
"tot3_1848","S4","NESTED_LOOP",83.73,214.454,7.74452441517391
"tot3_1849","S4","CTX_X",17.86,17.531,4.13183638727079
"tot3_1850","S4","NESTED_LOOP",83.73,212.197,7.72926044962911
"tot3_1852","S4","NESTED_LOOP",99.72,275.291,8.10481363491484
"tot3_1853","S4","CTX_X",15.61,11.991,3.58388007347952
"tot3_1854","S4","DARY",15.03,10.084,3.33399611819645
"tot3_1858","S4","CTX_X",17.86,16.761,4.0670363210131
"tot3_1859","S4","NESTED_LOOP",83.73,215.132,7.74907832544978
"tot3_1861","S4","NESTED_LOOP",99.72,274.519,8.10076219422255
"tot3_1862","S4","CTX_X",15.61,12.479,3.64143042389167
"tot3_1863","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1864","S4","CTX_X",15.61,11.949,3.57881798042325
"tot3_1865","S4","CTX_X",32.43,41.812,5.38584514857967
"tot3_1866","S4","DARY",15.7,21.838,4.44876883016506
"tot3_1867","S4","CTX_X",17.86,17.469,4.12672511949389
"tot3_1869","S4","CTX_X",15.61,13.585,3.76394266044725
"tot3_1870","S4","CTX_X",28.92,42.408,5.40626454061069
"tot3_1871","S4","CTX_X",15.61,11.838,3.56535345678263
"tot3_1872","S4","DARY",15.03,10.086,3.33428222529524
"tot3_1873","S4","CTX_X",15.61,11.865,3.56864019541922
"tot3_1875","S4","FUNC_L",46.78,12.815,3.67976157351685
"tot3_1876","S4","CTX_X",17.86,17.207,4.1049236837009
"tot3_1880","S4","CTX_X",15.61,12.811,3.67931118873496
"tot3_1881","S4","DARY",15.03,10.087,3.33442525757026
"tot3_1883","S4","CTX_X",28.84,12.183,3.60679752798339
"tot3_1884","S4","CTX_X",31.09,17.284,4.11136523092765
"tot3_1885","S4","CTX_X",17.86,16.79,4.06953032516231
"tot3_1886","S4","CTX_X",31.09,16.39,4.03474394932473
"tot3_1887","S4","CTX_X",15.61,11.929,3.57640120284009
"tot3_1888","S4","CTX_X",15.61,11.928,3.57628025762136
"tot3_1889","S4","CTX_X",15.61,11.892,3.57191946324556
"tot3_1890","S4","DARY",15.03,10.099,3.33614053969947
"tot3_1891","S4","NESTED_LOOP",64.81,205.912,7.68588409859881
"tot3_1892","S4","CTX_X",32.43,43.264,5.4350951516201
"tot3_1893","S4","DARY",13.45,10.208,3.35162832910278
"tot3_1894","S4","DARY",13.45,10.207,3.35148699233648
"tot3_1895","S4","DARY",13.45,10.21,3.35191096110308
"tot3_1896","S4","CTX_X",15.61,12.027,3.58820491820984
"tot3_1897","S4","CTX_X",15.61,12.069,3.5932342386847
"tot3_1898","S4","CTX_X",15.61,12.04,3.58976348698498
"tot3_1899","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1900","S4","CTX_X",20.43,43.278,5.4355619245338
"tot3_1901","S4","CTX_X",28.84,11.498,3.52331103075142
"tot3_1902","S4","DARY",13.45,10.21,3.35191096110308
"tot3_1903","S4","DARY",13.45,10.21,3.35191096110308
"tot3_1904","S4","DARY",13.45,10.218,3.35304093573761
"tot3_1905","S4","CTX_X",15.61,11.946,3.57845572177957
"tot3_1906","S4","CTX_X",15.61,11.765,3.55642941544957
"tot3_1907","S4","CTX_X",15.61,12.066,3.59287558236442
"tot3_1908","S4","DARY",15.03,10.088,3.33456827566613
"tot3_1909","S4","CTX_X",32.43,42.783,5.41896574460335
"tot3_1910","S4","CTX_X",28.84,11.676,3.54547421084018
"tot3_1911","S4","DARY",13.45,10.209,3.35176965202408
"tot3_1912","S4","DARY",13.45,10.209,3.35176965202408
"tot3_1913","S4","DARY",13.45,10.203,3.35092150676691
"tot3_1914","S4","CTX_X",15.61,12.036,3.58928410667125
"tot3_1915","S4","CTX_X",15.61,12.131,3.60062657655569
"tot3_1916","S4","CTX_X",15.61,12.423,3.63494170342895
"tot3_1917","S4","DARY",15.03,10.091,3.33499724490688
"tot3_1918","S4","CTX_X",44.91,42.669,5.41511639450662
"tot3_1919","S4","CTX_X",32.43,42.051,5.39406820399767
"tot3_1920","S4","CTX_X",39.34,16.529,4.04692753950057
"tot3_1921","S4","CTX_X",17.86,16.818,4.07193424509156
"tot3_1922","S4","CTX_X",17.86,16.486,4.04316949486411
"tot3_1923","S4","CTX_X",15.61,11.849,3.56669340245668
"tot3_1924","S4","CTX_X",15.61,12.417,3.63424474928936
