"id","population","solver_family","program_bits","time_s","log2t"
"tot3_1925","S4","CTX_X",15.61,12.047,3.59060201943572
"tot3_1926","S4","DARY",15.03,10.091,3.33499724490688
"tot3_1927","S4","CTX_X",36.55,42.343,5.40405158274483
"tot3_1928","S4","CTX_X",28.84,11.763,3.55618414257566
"tot3_1929","S4","CTX_X",17.86,17.017,4.08890481542425
"tot3_1930","S4","CTX_X",17.86,15.881,3.9892298543215
"tot3_1931","S4","CTX_X",17.86,17.504,4.12961273813047
"tot3_1932","S4","CTX_X",15.61,11.977,3.58219468188493
"tot3_1933","S4","CTX_X",15.61,11.293,3.49735688570962
"tot3_1934","S4","CTX_X",15.61,11.914,3.57458595908148
"tot3_1935","S4","DARY",15.03,10.089,3.33471127958565
"tot3_1936","S4","CTX_X",32.43,43.83,5.45384677374993
"tot3_1937","S4","CTX_X",28.84,11.437,3.51563676826979
"tot3_1938","S4","CTX_X",17.86,17.127,4.09820056305425
"tot3_1939","S4","CTX_X",17.86,16.622,4.05502207606218
"tot3_1940","S4","CTX_X",17.86,16.832,4.07313470463022
"tot3_1941","S4","CTX_X",15.61,11.798,3.56047040916651
"tot3_1942","S4","CTX_X",15.61,12.184,3.60691594182521
"tot3_1943","S4","CTX_X",15.61,12.222,3.61140848102496
"tot3_1944","S4","DARY",15.03,10.085,3.33413917883824
"tot3_1945","S4","CTX_X",15.61,12.388,3.63087138301258
"tot3_1946","S4","NESTED_LOOP",101.72,271.546,8.08505280161844
"tot3_1947","S4","DARY",15.7,21.294,4.41237507512001
"tot3_1948","S4","CTX_X",17.86,16.496,4.04404433270602
"tot3_1949","S4","NESTED_LOOP",101.72,293.862,8.19899500246928
"tot3_1950","S4","CTX_X",24.73,19.22,4.26453643099903
"tot3_1952","S4","CTX_X",15.61,15.202,3.92618923436347
"tot3_1953","S4","DARY",15.03,10.093,3.33528315355643
"tot3_1954","S4","CTX_X",15.61,13.578,3.76319908532596
"tot3_1955","S4","NESTED_LOOP",82.15,426.306,8.7357455502826
"tot3_1956","S4","FUNC_L",46.78,13.881,3.79503959962436
"tot3_1957","S4","CTX_X",17.86,17.756,4.15023470866301
"tot3_1961","S4","CTX_X",15.61,12.29,3.61941301059794
"tot3_1962","S4","DARY",15.03,10.092,3.33514020631421
"tot3_1963","S4","CTX_X",27.3,42.244,5.40067454196401
"tot3_1964","S4","CTX_X",28.84,11.995,3.58436125251871
"tot3_1965","S4","CTX_X",33.66,43.121,5.43031873026703
"tot3_1966","S4","CTX_X",17.86,16.589,4.05215501683373
"tot3_1967","S4","CTX_X",31.09,16.322,4.02874594222712
"tot3_1968","S4","CTX_X",15.61,13.479,3.75264156258251
"tot3_1969","S4","CTX_X",15.61,12.037,3.58940396668385
"tot3_1970","S4","CTX_X",15.61,11.909,3.57398036991888
"tot3_1971","S4","DARY",15.03,10.089,3.33471127958565
"tot3_1972","S4","NESTED_LOOP",64.81,205.857,7.6854986969405
"tot3_1973","S4","NESTED_LOOP",101.72,272.578,8.09052531548455
"tot3_1974","S4","DARY",13.45,10.205,3.35120427725799
"tot3_1975","S4","DARY",13.45,10.21,3.35191096110308
"tot3_1976","S4","DARY",13.45,10.196,3.34993137336011
"tot3_1977","S4","CTX_X",24.73,16.926,4.08116916664464
"tot3_1979","S4","CTX_X",15.61,15.203,3.92628413290262
"tot3_1980","S4","DARY",15.03,10.204,3.35106289894039
"tot3_1981","S4","CTX_X",20.43,42.818,5.42014550486889
"tot3_1982","S4","CTX_X",41.34,17.454,4.12548579715938
"tot3_1983","S4","DARY",13.45,10.208,3.35162832910278
"tot3_1984","S4","DARY",13.45,10.207,3.35148699233648
"tot3_1985","S4","DARY",13.45,10.214,3.35247605905033
"tot3_1987","S4","CTX_X",33.9,43.597,5.44615695846682
"tot3_1988","S4","CTX_X",15.61,16.871,4.07647358435655
"tot3_1989","S4","DARY",15.03,10.09,3.33485426933163
"tot3_1991","S4","CTX_X",28.84,18.676,4.2231135885801
"tot3_1993","S4","DARY",13.45,10.247,3.35712969060593
"tot3_1995","S4","CTX_X",15.61,12.742,3.67151983744411
"tot3_1997","S4","CTX_X",15.61,12.158,3.60383401878455
"tot3_1998","S4","DARY",15.03,10.084,3.33399611819645
"tot3_2000","S4","NESTED_LOOP",101.72,271.65,8.08560523678396
"tot3_2001","S4","CTX_X",24.73,16.229,4.02050220139752
"tot3_2002","S4","CTX_X",17.86,16.679,4.05996088856869
"tot3_2004","S4","CTX_X",24.73,20.48,4.35614381022528
"tot3_2006","S4","CTX_X",15.61,22.68,4.5033487351675
"tot3_2007","S4","DARY",15.03,10.178,3.34738219131511
"tot3_2008","S4","CTX_X",27.3,43.964,5.45825074863658
"tot3_2011","S4","CTX_X",17.86,20.263,4.34077588031534
"tot3_2015","S4","CTX_X",15.61,13.793,3.78586437439377
"tot3_2016","S4","DARY",15.03,10.107,3.33728292918083
"tot3_2018","S4","CTX_X",28.84,12.21,3.60999129521268
"tot3_2019","S4","CTX_X",17.86,18.101,4.17799749690241
"tot3_2020","S4","CTX_X",17.86,17.371,4.11860890325427
"tot3_2021","S4","CTX_X",17.86,16.931,4.08159528090502
"tot3_2022","S4","CTX_X",15.61,11.992,3.58400038328577
"tot3_2023","S4","CTX_X",15.61,12.148,3.60264690850537
"tot3_2024","S4","CTX_X",15.61,12.475,3.6409679104499
"tot3_2025","S4","DARY",15.03,10.09,3.33485426933163
"tot3_2026","S4","CTX_X",15.61,11.993,3.58412068305994
"tot3_2028","S4","DARY",15.7,22.651,4.50150283889813
"tot3_2029","S4","CTX_X",17.86,17.106,4.09643053999702
"tot3_2031","S4","CTX_X",27.03,42.102,5.39581686313265
"tot3_2033","S4","CTX_X",15.61,12.24,3.61353165291793
"tot3_2034","S4","DARY",15.03,10.091,3.33499724490688
"tot3_2035","S4","CTX_X",15.61,11.807,3.56157053676636
"tot3_2037","S4","FUNC_L",46.78,12.572,3.65214227213666
"tot3_2038","S4","CTX_X",17.86,16.886,4.07775571410965
"tot3_2042","S4","CTX_X",15.61,12.058,3.59191872937568
"tot3_2043","S4","DARY",15.03,10.084,3.33399611819645
"tot3_2045","S4","CTX_X",28.84,11.687,3.54683273899345
"tot3_2047","S4","CTX_X",17.86,16.725,4.0639343057541
"tot3_2051","S4","CTX_X",15.61,13.173,3.71951203518561
"tot3_2052","S4","DARY",15.03,10.089,3.33471127958565
"tot3_2053","S4","NESTED_LOOP",64.81,207.161,7.69460861749765
"tot3_2054","S4","ITER",39.09,16.603,4.05337204092208
"tot3_2055","S4","DARY",13.45,10.197,3.35007286260074
"tot3_2056","S4","DARY",13.45,10.212,3.35219353774503
"tot3_2057","S4","DARY",13.45,10.213,3.35233480531341
"tot3_2059","S4","CTX_X",15.61,22.773,4.50925245223937
"tot3_2060","S4","CTX_X",15.61,19.182,4.26168124483959
"tot3_2061","S4","DARY",15.03,10.153,3.34383417162098
"tot3_2062","S4","CTX_X",20.43,49.164,5.61953039353937
"tot3_2063","S4","CTX_X",24.73,27.037,4.75686317530798
"tot3_2064","S4","DARY",13.45,10.341,3.37030379942634
"tot3_2065","S4","DARY",13.45,10.342,3.3704433048213
"tot3_2066","S4","DARY",13.45,10.341,3.37030379942634
"tot3_2067","S4","CTX_X",31.98,26.877,4.74830020894662
"tot3_2068","S4","CTX_X",15.61,19.114,4.25655781858703
"tot3_2069","S4","CTX_X",15.61,19.382,4.27664554289562
"tot3_2070","S4","DARY",15.03,10.159,3.34468649246552
"tot3_2071","S4","CTX_X",32.43,48.937,5.61285375703652
"tot3_2072","S4","CTX_X",28.84,20.731,4.37371780420708
"tot3_2073","S4","CTX_X",20.43,55.686,5.79924276052606
"tot3_2074","S4","DARY",13.45,10.41,3.37989816352469
"tot3_2075","S4","DARY",13.45,10.432,3.38294386956899
"tot3_2076","S4","CTX_X",19.2,56.495,5.82005128463813
"tot3_2077","S4","CTX_X",15.61,23.044,4.52631925781714
"tot3_2078","S4","CTX_X",15.61,23.213,4.53686108053547
"tot3_2079","S4","DARY",15.03,10.178,3.34738219131511
"tot3_2081","S4","CTX_X",44.26,50.731,5.66479569377198
"tot3_2083","S4","CTX_X",17.86,32.791,5.03522799396638
"tot3_2084","S4","CTX_X",35.9,52.11,5.70348834965682
"tot3_2085","S4","CTX_X",20.43,49.299,5.62348647760266
"tot3_2086","S4","CTX_X",15.61,20.576,4.36289064266586
"tot3_2087","S4","CTX_X",15.61,22.343,4.48175100472574
"tot3_2088","S4","DARY",15.03,10.147,3.34298134694144
"tot3_2089","S4","CTX_X",27.3,51.354,5.68240474836194
"tot3_2090","S4","CTX_X",24.73,34.009,5.08784468057878
"tot3_2091","S4","CTX_X",35.9,55.198,5.78654408938438
"tot3_2092","S4","CTX_X",17.86,28.876,4.85179900401553
"tot3_2093","S4","CTX_X",35.9,49.71,5.63546419816788
"tot3_2094","S4","CTX_X",20.43,50.352,5.65397717863634
"tot3_2095","S4","CTX_X",15.61,21.279,4.41135844831388
"tot3_2096","S4","CTX_X",15.61,22.965,4.52136487844622
"tot3_2097","S4","DARY",15.03,10.175,3.34695688937888
"tot3_2098","S4","CTX_X",27.3,48.507,5.60012105118862
"tot3_2099","S4","CTX_X",28.84,18.582,4.21583388373373
"tot3_2100","S4","CTX_X",17.86,29.029,4.85942296930148
"tot3_2101","S4","CTX_X",17.86,27.923,4.80338204548268
"tot3_2102","S4","CTX_X",35.9,49.415,5.6268771354987
"tot3_2103","S4","CTX_X",20.43,48.986,5.61429758663537
"tot3_2104","S4","CTX_X",15.61,20,4.32192809488736
"tot3_2105","S4","CTX_X",15.61,19.721,4.30166080372604
"tot3_2106","S4","DARY",15.03,10.196,3.34993137336011
"tot3_2107","S4","CTX_X",15.61,19.856,4.31150311546827
"tot3_2108","S4","CTX_X",32.43,49.064,5.6165929509786
"tot3_2109","S4","DARY",15.7,35.773,5.16079920577394
"tot3_2110","S4","CTX_X",17.86,27.526,4.78272307171368
"tot3_2111","S4","CTX_X",31.09,29.179,4.8668585360677
"tot3_2112","S4","CTX_X",15.61,19.062,4.25262759077256
"tot3_2113","S4","CTX_X",15.61,18.648,4.22094900446678
"tot3_2114","S4","CTX_X",15.61,19.565,4.29020320512607
"tot3_2115","S4","DARY",15.03,10.146,3.34283916046905
"tot3_2116","S4","CTX_X",15.61,19.473,4.283403256897
"tot3_2117","S4","CTX_X",28.84,20.882,4.38418798935749
"tot3_2118","S4","FUNC_L",46.78,21.861,4.45028749141609
"tot3_2119","S4","CTX_X",17.86,28.392,4.82741257439886
"tot3_2120","S4","CTX_X",31.09,27.86,4.80012335282653
"tot3_2121","S4","CTX_X",15.61,20.046,4.32524248339404
"tot3_2122","S4","CTX_X",15.61,20.455,4.35438163211332
"tot3_2123","S4","CTX_X",15.61,20.477,4.35593246246394
"tot3_2124","S4","DARY",15.03,10.146,3.34283916046905
"tot3_2125","S4","CTX_X",27.3,49.486,5.62894852740575
"tot3_2126","S4","CTX_X",28.84,19.899,4.31462402659645
"tot3_2127","S4","CTX_X",31.09,26.357,4.72011426449628
"tot3_2128","S4","CTX_X",17.86,29.155,4.86567141764843
"tot3_2129","S4","CTX_X",31.09,27.566,4.78481803329707
"tot3_2130","S4","CTX_X",15.61,18.649,4.22102636699145
"tot3_2131","S4","CTX_X",15.61,18.725,4.22689381357139
"tot3_2132","S4","CTX_X",15.61,18.67,4.22265002245148
"tot3_2133","S4","DARY",15.03,10.147,3.34298134694144
"tot3_2134","S4","NESTED_LOOP",82.15,226.892,7.82586193160209
"tot3_2135","S4","CTX_X",32.43,48.938,5.61288323739496
"tot3_2136","S4","DARY",13.45,10.343,3.37058279672771
"tot3_2137","S4","DARY",13.45,10.683,3.41724493642213
"tot3_2138","S4","CTX_X",19.2,48.949,5.61320748158503
"tot3_2139","S4","CTX_X",15.61,18.613,4.21823869925318
"tot3_2140","S4","CTX_X",15.61,19.62,4.29425313644451
"tot3_2141","S4","CTX_X",15.61,19.365,4.27537959625362
"tot3_2142","S4","DARY",15.03,10.145,3.34269695998193
"tot3_2143","S4","CTX_X",20.43,48.755,5.60747827488413
"tot3_2144","S4","CTX_X",28.84,18.957,4.24465876653015
"tot3_2145","S4","DARY",13.45,10.342,3.3704433048213
"tot3_2146","S4","DARY",13.45,10.367,3.37392656268436
"tot3_2147","S4","CTX_X",19.2,52.306,5.70890454181376
"tot3_2148","S4","CTX_X",15.61,19.448,4.28154989336664
"tot3_2149","S4","CTX_X",15.61,20.899,4.38536200707121
"tot3_2150","S4","CTX_X",15.61,20.5,4.35755200461808
"tot3_2151","S4","DARY",15.03,10.152,3.34369206917902
"tot3_2152","S4","CTX_X",32.43,49.69,5.63488363677538
"tot3_2153","S4","CTX_X",28.84,19.688,4.29924465779607
"tot3_2154","S4","CTX_X",19.2,49.881,5.6404184830818
"tot3_2155","S4","DARY",13.45,10.377,3.375317514432
"tot3_2156","S4","CTX_X",19.2,48.35,5.59544398458948
"tot3_2157","S4","CTX_X",15.61,19.89,4.31397137105902
"tot3_2158","S4","CTX_X",15.61,20.4,4.35049724708413
"tot3_2159","S4","CTX_X",15.61,20.386,4.34950682236164
"tot3_2160","S4","DARY",15.03,10.147,3.34298134694144
"tot3_2161","S4","CTX_X",44.91,48.57,5.601993581249
"tot3_2162","S4","CTX_X",32.43,48.474,5.5991392312819
"tot3_2163","S4","CTX_X",39.34,29.086,4.86225300091811
"tot3_2164","S4","CTX_X",17.86,28.501,4.8329406341553
"tot3_2165","S4","CTX_X",17.86,29.553,4.88523268435744
"tot3_2166","S4","CTX_X",15.61,19.359,4.27493252620329
"tot3_2167","S4","CTX_X",15.61,19.243,4.26626182890847
"tot3_2168","S4","CTX_X",15.61,19.307,4.27105210478116
"tot3_2169","S4","DARY",15.03,10.148,3.34312351940185
"tot3_2170","S4","CTX_X",27.3,50.398,5.65529457767341
"tot3_2171","S4","CTX_X",28.84,18.973,4.24587590979529
"tot3_2172","S4","CTX_X",17.86,28.501,4.8329406341553
"tot3_2173","S4","CTX_X",17.86,28.675,4.84172158112846
"tot3_2174","S4","CTX_X",17.86,28.171,4.81613887157268
"tot3_2175","S4","CTX_X",15.61,19.218,4.26438629883375
"tot3_2176","S4","CTX_X",15.61,19.88,4.31324585178756
"tot3_2177","S4","CTX_X",15.61,22.617,4.49933567266088
"tot3_2178","S4","DARY",15.03,10.156,3.34426039498542
"tot3_2179","S4","CTX_X",32.43,49.43,5.62731500136505
"tot3_2180","S4","CTX_X",28.84,19.777,4.30575169321024
"tot3_2181","S4","CTX_X",17.86,28.151,4.81511426655046
"tot3_2182","S4","CTX_X",17.86,27.835,4.79882817809111
"tot3_2183","S4","CTX_X",17.86,29.098,4.86284809031506
"tot3_2184","S4","CTX_X",15.61,19.918,4.31600088612165
"tot3_2185","S4","CTX_X",15.61,21.099,4.39910271802698
"tot3_2186","S4","CTX_X",15.61,20.295,4.34305243492297
"A000030_a2","S3","DARY",18.87,16.491,4.04360698009683
"A000030_a3","S3","DARY",18.87,16.628,4.05554274796228
"A000030_a4","S3","DARY",18.87,16.612,4.05415387176271
"A001317_a2","S3","DARY",13.45,10.063,3.33098856304375
"A001317_a3","S3","ITER",33.73,19.963,4.31925663720073
"A001317_a4","S3","CTX_X",15.61,10.084,3.33399611819645
"A002385_a2","S3","DARY",15.03,10.017,3.32437859412218
"A003052_a3","S3","DARY",19.19,10.109,3.33756838526424
"A003132_a2","S3","DARY",20.46,10.239,3.35600291515793
"A003132_a4","S3","NESTED_LOOP",85.32,81.227,6.34388745642838
"A004086_a2","S3","DARY",18.87,10.209,3.35176965202408
"A004086_a3","S3","CTX_X",15.61,10.076,3.33285112207215
"A004086_a4","S3","NESTED_LOOP",65.81,81.882,6.35547443607188
"A004159_a3","S3","CTX_X",24.11,14.888,3.89607805539706
"A004207_a3","S3","CTX_X",17.86,14.896,3.89685307289671
"A004488_a3","S3","DARY",18.19,10.077,3.33299429629357
"A005823_a2","S3","DARY",13.45,10.298,3.36429227013537
"A005823_a3","S3","CTX_X",22.48,10.179,3.34752393077005
"A005823_a4","S3","FUNC_L",55.13,52.179,5.70539739034849
"A005836_a2","S3","DARY",16.62,22.428,4.48722906980423
"A005836_a3","S3","CTX_X",15.61,10.182,3.34794906560173
"A006567_a2","S3","DARY",13.45,10.133,3.34098945998079
"A006995_a2","S3","DARY",15.03,10.017,3.32437859412218
"A007088_a2","S3","CTX_X",15.61,10.021,3.32495457777726
"A007088_a3","S3","DARY",16.62,11.092,3.47144761637739
"A007088_a4","S3","CTX_X",15.61,11.185,3.48349335128439
"A007089_a2","S3","FUNC",25.73,18.292,4.19314091914488
"A007089_a3","S3","DARY",17.37,12.515,3.64558638591361
"A007089_a4","S3","FUNC",46.53,36.694,5.19747227572393
"A007090_a2","S3","CTX_X",15.61,10.014,3.32394645542167
"A007090_a3","S3","CTX_X",15.61,10.135,3.34127418369217
"A007090_a4","S3","FUNC",37.09,40.57,5.34234139743155
"A007091_a2","S3","FUNC",25.73,40.051,5.32376635941973
"A007091_a3","S3","DARY",18.78,20.858,4.38252892444148
"A007092_a2","S3","CTX_X",15.61,10.014,3.32394645542167
"A007092_a3","S3","DARY",19.24,17.03,4.09000652990382
"A007092_a4","S3","CTX_X",15.61,10.13,3.34056226902641
"A007093_a2","S3","FUNC",25.73,40.026,5.32286554202661
"A007093_a3","S3","CTX_X",15.61,11.737,3.55299179479964
"A007094_a2","S3","CTX_X",15.61,10.015,3.32409051603798
"A007094_a3","S3","DARY",19.94,10.915,3.44824022521607
"A007094_a4","S3","FUNC",37.09,23.316,4.54324840164441
"A007095_a2","S3","FUNC",26.73,30.134,4.91332028448548
"A007095_a3","S3","DARY",20.22,28.826,4.84929875202777
"A007095_a4","S3","FUNC",43.11,92.655,6.53379692629984
"A007500_a2","S3","DARY",15.03,10.016,3.32423456227053
"A007623_a2","S3","CTX_X",15.61,10.022,3.32509853776749
"A007623_a3","S3","FUNC",46.53,22.557,4.4955033021223
"A007623_a4","S3","FUNC",25.73,41.185,5.36404708360732
"A007652_a2","S3","DARY",15.03,10.012,3.32365829102624
"A007931_a2","S3","CTX_X",15.61,12.659,3.66209153819845
"A007931_a4","S3","CTX_X",15.61,10.088,3.33456827566613
"A007953_a2","S3","DARY",20.46,10.253,3.35797419504422
"A007953_a3","S3","CTX_X",15.61,10.087,3.33442525757026
"A007953_a4","S3","DARY",20.46,21.725,4.44128427192704
"A007954_a2","S3","DARY",21.46,19.631,4.29506176021793
"A007954_a3","S3","DARY",21.46,22.318,4.4801358425131
"A007954_a4","S3","DARY",21.46,13.736,3.77989003934005
"A010785_a3","S3","FUNC",44.53,48.295,5.59380192890496
"A010879_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A010879_a3","S3","FUNC",26.73,24.047,4.58778501569815
"A010879_a4","S3","FUNC",26.73,22.646,4.50118434207787
"A010888_a2","S3","ITER",38.09,20.748,4.37490036970135
"A010888_a3","S3","CTX_X",15.61,10.076,3.33285112207215
"A010888_a4","S3","ITER",38.09,19.889,4.31389883554826
"A011539_a3","S3","CTX_X",15.61,10.114,3.3382817784652
"A011540_a3","S3","CTX_X",15.61,10.472,3.38846509728315
"A014261_a2","S3","DARY",13.45,10.115,3.33842441478356
"A014263_a2","S3","DARY",13.45,16.222,4.01987979435658
"A014263_a3","S3","DARY",18.78,16.433,4.03852397688151
"A014263_a4","S3","FUNC",26.73,53.644,5.74534491164144
"A014486_a2","S3","DARY",13.45,10.297,3.36415216865035
"A019546_a2","S3","DARY",15.03,10.014,3.32394645542167
"A020338_a2","S3","CTX_X",15.61,10.011,3.32351418724139
"A020338_a3","S3","DARY",20.44,10.155,3.34411833452143
"A027868_a2","S3","FUNC",43.53,22.71,4.50525580093216
"A027868_a3","S3","FUNC",43.53,23.567,4.55869621492702
"A027868_a4","S3","FUNC_L",44.77,39.18,5.29204549249286
"A030101_a2","S3","DARY",15.03,10.011,3.32351418724139
"A030101_a3","S3","DARY",16.62,21.762,4.44373924602935
"A030101_a4","S3","FUNC_L",55.13,40.389,5.33589052137152
"A030190_a2","S3","CONCAT",7.25,20.204,4.33656904176912
"A030190_a3","S3","CONCAT",7.25,10.653,3.41318786108004
"A030190_a4","S3","CONCAT",7.25,20.639,4.36730116593966
"A030302_a2","S3","CONCAT",8.25,18.421,4.20327947639702
"A030302_a3","S3","CONCAT",8.25,20.474,4.35572108373667
"A030302_a4","S3","CONCAT",8.25,19.329,4.2726950954805
"A030308_a2","S3","CONCAT",7.25,20.688,4.37072227514817
"A030308_a3","S3","CONCAT",7.25,19.705,4.30048984436311
"A030308_a4","S3","CONCAT",7.25,19.823,4.30910341046935
"A030432_a2","S3","DARY",13.45,10.104,3.33685463912547
"A035327_a2","S3","CTX_X",15.61,10.011,3.32351418724139
"A035327_a3","S3","ITER_F",57.13,169.314,7.40355745949681
"A035327_a4","S3","CTX_X",32.43,43.393,5.43939042604102
"A036554_a2","S3","DARY",13.45,10.213,3.35233480531341
"A036952_a2","S3","DARY",13.45,10.109,3.33756838526424
"A037274_a2","S3","CTX_X",17.86,16.202,4.01810000750257
"A038618_a2","S3","DARY",15.03,10.011,3.32351418724139
"A043529_a2","S3","FUNC_L",46.78,18.59,4.21645486514476
"A043529_a3","S3","NESTED_LOOP",85.32,86.267,6.43073688092902
"A043529_a4","S3","NESTED_LOOP",85.32,71.447,6.15880152991751
"A045918_a2","S3","CTX_X",15.61,10.014,3.32394645542167
"A046034_a2","S3","FUNC",28.73,57.043,5.83397795274402
"A046704_a2","S3","DARY",15.03,10.016,3.32423456227053
"A048724_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A048724_a3","S3","FUNC",28.73,26.098,4.70586734610249
"A048724_a4","S3","DARY",18.78,10.082,3.33370995434728
"A049345_a2","S3","CTX_X",15.61,10.016,3.32423456227053
"A049345_a4","S3","FUNC",25.73,41.589,5.37813009094676
"A051885_a3","S3","CTX_X",15.61,10.082,3.33370995434728
"A052224_a3","S3","DARY",13.45,10.111,3.33785378487762
"A052382_a2","S3","FUNC",34.09,20.753,4.37524799868568
"A053645_a2","S3","CTX_X",17.86,14.916,3.89878879711155
"A053645_a3","S3","ITER",54.54,60.718,5.92405236525862
"A053645_a4","S3","FUNC",36.09,51.804,5.69499159352052
"A053735_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A053735_a3","S3","DARY",17.37,17.856,4.1583370271671
"A053735_a4","S3","DARY",17.37,18.063,4.17496561814284
"A055012_a2","S3","DARY",20.46,11.684,3.54646235816709
"A055012_a3","S3","CTX_X",15.61,10.075,3.3327079336406
"A055642_a2","S3","DARY",17.29,16.233,4.02085774204152
"A055642_a3","S3","DARY",17.29,17.254,4.10885895597765
"A055642_a4","S3","DARY",17.29,16.268,4.02396499080005
"A056964_a3","S3","DARY",18.19,10.08,3.33342373372519
"A057889_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A057889_a4","S3","NESTED_LOOP",88.49,94.716,6.56553624994611
"A062028_a2","S3","FUNC",27.73,26.051,4.70326684809559
"A062028_a3","S3","DARY",18.19,10.075,3.3327079336406
"A062028_a4","S3","FUNC",46.53,29.555,4.88533031547617
"A062756_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A062756_a3","S3","FUNC_L",55.13,53.652,5.74556004660171
"A062756_a4","S3","FUNC_L",56.71,54.581,5.77032692192567
"A065720_a2","S3","DARY",13.45,10.087,3.33442525757026
"A065727_a2","S3","DARY",15.03,10.013,3.32380238041871
"A065727_a3","S3","CTX_X",24.73,15.08,3.91456452349394
"A078972_a2","S3","CTX_X",27.68,42.79,5.41920177384876
"A085104_a2","S3","DARY",13.45,10.081,3.33356685113426
"A090707_a2","S3","DARY",15.03,10.016,3.32423456227053
"A091924_a2","S3","DARY",15.03,10.017,3.32437859412218
"A102370_a2","S3","CTX_X",15.61,10.011,3.32351418724139
"A102370_a4","S3","DARY",18.78,10.119,3.3389948190772
"A117828_a3","S3","CTX_X",15.61,10.097,3.33585480093028
"A136522_a3","S3","NESTED_LOOP",82.15,183.382,7.51870822682561
"A156552_a2","S3","CTX_X",15.61,10.012,3.32365829102624
"A156552_a4","S3","FUNC",38.09,26.518,4.72890006570409
"A161903_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A161903_a3","S3","NESTED_LOOP",85.32,85.469,6.41732933762268
"A161903_a4","S3","CTX_X",43.91,51.878,5.69705095678808
"A163511_a2","S3","CTX_X",19.2,54.163,5.7592357445325
"A175298_a2","S3","DARY",15.03,10.02,3.32481060342048
"A206913_a2","S3","DARY",15.03,10.02,3.32481060342048
"A206914_a2","S3","DARY",15.03,10.018,3.32452261159581
"A225901_a2","S3","CTX_X",15.61,10.015,3.32409051603798
"A225901_a3","S3","CTX_X",17.86,18.608,4.21785109681113
"A225901_a4","S3","FUNC_L",56.73,27.561,4.78455632940518
"A235265_a2","S3","DARY",13.45,10.137,3.34155885122287
"A235265_a3","S3","DARY",15.03,10.178,3.34738219131511
"A235266_a2","S3","DARY",15.03,10.017,3.32437859412218
"A235394_a2","S3","DARY",15.03,10.039,3.32754366229427
"A235395_a2","S3","DARY",15.03,10.015,3.32409051603798
"A235461_a2","S3","DARY",13.45,10.063,3.33098856304375
"A235461_a4","S3","DARY",13.45,10.14,3.34198574722862
"A235482_a2","S3","DARY",15.03,10.016,3.32423456227053
"A263273_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A263273_a3","S3","FUNC_L",54.38,56.11,5.81018600769536
"A265509_a2","S3","DARY",13.45,10.109,3.33756838526424
"A265509_a4","S3","NESTED_LOOP",101.72,204.509,7.67602052423593
"A276086_a2","S3","CTX_X",15.61,10.008,3.32308178950373
"A276150_a2","S3","CTX_X",17.86,22.909,4.51784257987094
"A276150_a4","S3","FUNC_L",52.73,15.191,3.92514493823326
"A276156_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A276156_a3","S3","FUNC",25.73,14.649,3.87273027869653
"A276156_a4","S3","FUNC_L",56.73,28.923,4.85414529657655
"A278222_a2","S3","DARY",15.03,10.012,3.32365829102624
"A278222_a4","S3","NESTED_LOOP",82.15,118.701,6.89118827883175
"A296882_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A296882_a3","S3","CTX_X",15.61,10.086,3.33428222529524
"A296882_a4","S3","CTX_X",15.61,10.09,3.33485426933163
"A326031_a2","S3","FUNC_L",55.96,57.983,5.85755807425347
"A327860_a2","S3","FUNC",28.73,55.723,5.80020102634795
"A328596_a2","S3","DARY",15.03,10.011,3.32351418724139
"A333219_a2","S3","FUNC_L",54.73,22.064,4.46362245685189
"A385776_a2","S3","DARY",15.03,10.301,3.3647124929766
"A000004_a2","S3","DARY",13.45,10.213,3.35233480531341
"A000004_a3","S3","DARY",13.45,10.257,3.35853692349246
"A000004_a4","S3","DARY",13.45,10.182,3.34794906560173
"A000004_a5","S3","DARY",13.45,10.176,3.34709867062227
"A000004_a7","S3","DARY",13.45,10.174,3.34681509420054
"A000005_a3","S3","NESTED_LOOP",97.72,184.888,7.53050778064826
"A000005_a4","S3","NESTED_LOOP",97.72,179.643,7.48898890990723
"A000005_a5","S3","NESTED_LOOP",97.72,184.654,7.52868070451245
"A000005_a7","S3","NESTED_LOOP",97.72,187.406,7.55002333290883
"A000007_a2","S3","DARY",15.03,10.01,3.32337006906127
"A000007_a3","S3","DARY",15.03,10.079,3.33328060211727
"A000007_a4","S3","DARY",15.03,10.147,3.34298134694144
"A000007_a5","S3","DARY",15.03,10.079,3.33328060211727
"A000007_a7","S3","DARY",15.03,10.081,3.33356685113426
"A000010_a2","S3","DARY",15.7,27.319,4.77183277026335
"A000012_a2","S3","DARY",13.45,10.099,3.33614053969947
"A000012_a3","S3","DARY",13.45,10.108,3.33742566428269
"A000012_a4","S3","DARY",13.45,10.115,3.33842441478356
"A000012_a5","S3","DARY",13.45,10.11,3.33771109212829
