"id","population","class","train_bits","mdl","train_ratio","total_ratio"
"A007090_a3","S3","discovered",69.7383500317309,15.61,0.223836669392056,0.1539
"A007090_a4","S3","discovered",88,37.09,0.421477272727273,0.2898
"A007091_a2","S3","discovered",46,25.73,0.559347826086957,0.3898
"A007091_a3","S3","discovered",72.9082750331732,18.78,0.257583929827652,0.1795
"A007091_a4","S3","neither",92,86.9,0.944565217391304,0.6583
"A007092_a2","S3","discovered",46,15.61,0.339347826086957,0.2366
"A007092_a3","S3","discovered",72.9082750331732,19.24,0.263893227363366,0.1839
"A007092_a4","S3","discovered",92,15.61,0.169673913043478,0.1183
"A007093_a2","S3","discovered",44,25.73,0.584772727272727,0.402
"A007093_a3","S3","discovered",69.7383500317309,15.61,0.223836669392056,0.1539
"A007093_a4","S3","compressed_only",88,35.09,0.39875,0.2742
"A007094_a2","S3","discovered",54,15.61,0.289074074074074,0.211
"A007094_a3","S3","discovered",85.5879750389424,19.94,0.232976653448423,0.17
"A007094_a4","S3","discovered",108,37.09,0.343425925925926,0.2506
"A007095_a2","S3","discovered",57,26.73,0.468947368421053,0.3471
"A007095_a3","S3","discovered",90.3428625411059,20.22,0.223814028372191,0.1656
"A007095_a4","S3","discovered",114,43.11,0.378157894736842,0.2799
"A007376_a2","S3","neither",80,86.9,1.08625,0.8198
"A007376_a3","S3","neither",126.797000057692,52.97,0.417754363083501,0.3153
"A007376_a4","S3","neither",160,55.96,0.34975,0.264
"A007500_a2","S3","discovered",38,15.03,0.395526315789474,0.2592
"A007500_a3","S3","neither",60.2285750274039,47.16,0.783017031011314,0.513
"A007500_a4","S3","neither",76,50.78,0.668157894736842,0.4377
"A007602_a2","S3","neither",33,55.73,1.68878787878788,1.0516
"A007602_a3","S3","neither",52.3037625237981,44.53,0.851372785652636,0.5301
"A007602_a4","S3","neither",66,44.53,0.67469696969697,0.4201
"A007605_a2","S3","neither",59,85.32,1.44610169491525,1.0799
"A007605_a3","S3","neither",93.5127875425482,53.62,0.57339751502545,0.4282
"A007605_a4","S3","neither",118,50.21,0.425508474576271,0.3178
"A007623_a2","S3","discovered",31,15.61,0.503548387096774,0.3062
"A007623_a3","S3","discovered",49.1338375223558,46.53,0.947005207538062,0.5756
"A007623_a4","S3","discovered",62,25.73,0.415,0.2522
"A007652_a2","S3","discovered",79,15.03,0.190253164556962,0.1432
"A007652_a3","S3","neither",125.212037556971,50.9,0.406510436161863,0.3058
"A007652_a4","S3","neither",158,73.34,0.464177215189873,0.3492
"A007770_a2","S3","neither",34,69.33,2.03911764705882,1.2839
"A007770_a3","S3","neither",53.8887250245193,49.9,0.925982197153404,0.583
"A007770_a4","S3","neither",68,54.98,0.808529411764706,0.5091
"A007931_a2","S3","discovered",25,15.61,0.6244,0.347
"A007931_a3","S3","not_compressed_predicted",39.6240625180289,41.59,1.04961473804148,0.5832
"A007931_a4","S3","discovered",50,15.61,0.3122,0.1735
"A007953_a2","S3","discovered",66,20.46,0.31,0.2325
"A007953_a3","S3","discovered",104.607525047596,15.61,0.14922444626137,0.112
"A007953_a4","S3","discovered",132,20.46,0.155,0.1162
"A007954_a2","S3","discovered",81,21.46,0.264938271604938,0.1987
"A007954_a3","S3","discovered",128.381962558414,21.46,0.167157438415352,0.1254
"A007954_a4","S3","discovered",162,21.46,0.132469135802469,0.0994
"A009994_a2","S3","neither",45,83.73,1.86066666666667,1.2882
"A009994_a3","S3","neither",71.323312532452,86.9,1.21839545745244,0.8435
"A009994_a4","S3","neither",90,37.09,0.412111111111111,0.2853
"A010785_a2","S3","not_compressed_predicted",32,38.09,1.1903125,0.7326
"A010785_a3","S3","discovered",50.718800023077,44.53,0.877978185204281,0.5403
"A010785_a4","S3","neither",64,55.98,0.8746875,0.5383
"A010879_a2","S3","discovered",61,15.61,0.255901639344262,0.1928
"A010879_a3","S3","discovered",96.6827125439905,26.73,0.27647134939287,0.2082
"A010879_a4","S3","discovered",122,26.73,0.219098360655738,0.165
"A010888_a2","S3","discovered",79,38.09,0.482151898734177,0.3628
"A010888_a3","S3","discovered",125.212037556971,15.61,0.124668524724689,0.0938
"A010888_a4","S3","discovered",158,38.09,0.241075949367089,0.1814
"A011531_a2","S3","neither",33,54.73,1.65848484848485,1.0327
"A011531_a3","S3","neither",52.3037625237981,68.17,1.3033479182111,0.8115
"A011531_a4","S3","neither",66,72.09,1.09227272727273,0.6801
"A011539_a2","S3","neither",36,56.73,1.57583333333333,1.0131
"A011539_a3","S3","discovered",57.0586500259616,15.61,0.273578151479179,0.1759
"A011539_a4","S3","neither",72,54.73,0.760138888888889,0.4887
"A011540_a2","S3","neither",31,83.73,2.70096774193548,1.6418
"A011540_a3","S3","discovered",49.1338375223558,15.61,0.317703659782273,0.1932
"A011540_a4","S3","neither",62,45.53,0.734354838709677,0.4463
"A014190_a2","S3","neither",35,55.96,1.59885714285714,1.0175
"A014190_a3","S3","neither",55.4736875252405,64.09,1.15532251161128,0.7352
"A014190_a4","S3","neither",70,55.98,0.799714285714286,0.5089
"A014261_a2","S3","discovered",40,13.45,0.33625,0.2242
"A014261_a3","S3","neither",63.3985000288462,36.09,0.569256370159848,0.3795
"A014261_a4","S3","neither",80,53.82,0.67275,0.4485
"A014263_a2","S3","discovered",38,13.45,0.353947368421053,0.2319
"A014263_a3","S3","discovered",60.2285750274039,18.78,0.311812125580841,0.2043
"A014263_a4","S3","discovered",76,26.73,0.351710526315789,0.2304
"A014311_a2","S3","neither",51,60.48,1.18588235294118,0.8518
"A014311_a3","S3","neither",80.833087536779,46.84,0.579465679554648,0.4163
"A014311_a4","S3","neither",102,45.53,0.446372549019608,0.3206
"A014486_a2","S3","discovered",34,13.45,0.395588235294118,0.2491
"A014486_a3","S3","neither",53.8887250245193,57.55,1.06794139170698,0.6724
"A014486_a4","S3","neither",68,85.32,1.25470588235294,0.79
"A014499_a2","S3","neither",75,48.53,0.647066666666667,0.4902
"A014499_a3","S3","neither",118.872187554087,58.89,0.495406042504308,0.3753
"A014499_a4","S3","neither",150,53.82,0.3588,0.2718
"A019546_a2","S3","discovered",28,15.03,0.536785714285714,0.3132
"A019546_a3","S3","neither",44.3789500201924,47.16,1.06266597065821,0.6199
"A019546_a4","S3","neither",56,50.78,0.906785714285714,0.5289
"A020338_a2","S3","discovered",26,15.61,0.600384615384615,0.3395
"A020338_a3","S3","discovered",41.2090250187501,20.44,0.4960078524231,0.2803
"A020338_a4","S3","neither",52,42.53,0.817884615384615,0.4622
"A023108_a2","S3","neither",25,53.55,2.142,1.19
"A023108_a3","S3","neither",39.6240625180289,53.85,1.35902268919292,0.755
"A023108_a4","S3","neither",50,55.73,1.1146,0.6192
"A023416_a2","S3","neither",79,73.55,0.931012658227848,0.7004
"A023416_a3","S3","neither",125.212037556971,52.11,0.416174043779856,0.3131
"A023416_a4","S3","neither",158,48.41,0.306392405063291,0.2305
"A027868_a2","S3","discovered",61,43.53,0.713606557377049,0.5374
"A027868_a3","S3","discovered",96.6827125439905,43.53,0.450235609392878,0.339
"A027868_a4","S3","discovered",122,44.77,0.366967213114754,0.2764
"A029447_a2","S3","neither",29,43.53,1.50103448275862,0.8883
"A029447_a3","S3","neither",45.9639125209135,54.89,1.19419773012198,0.7068
"A029447_a4","S3","neither",58,43.53,0.75051724137931,0.4442
"A029470_a2","S3","neither",29,62.78,2.1648275862069,1.2811
"A029470_a3","S3","neither",45.9639125209135,50.44,1.09738264724636,0.6495
"A029470_a4","S3","neither",58,34.09,0.587758620689655,0.3479
"A029494_a2","S3","neither",34,70.38,2.07,1.3033
"A029494_a3","S3","neither",53.8887250245193,53.69,0.996312307919163,0.6273
"A029494_a4","S3","neither",68,42.09,0.618970588235294,0.3898
"A029518_a2","S3","neither",21,65,3.0952380952381,1.5854
"A029518_a3","S3","neither",33.2842125151443,56.98,1.71192273135722,0.8769
"A029518_a4","S3","neither",42,42.09,1.00214285714286,0.5133
"A030101_a2","S3","discovered",59,15.03,0.254745762711864,0.1903
"A030101_a3","S3","discovered",93.5127875425482,16.62,0.177729703463689,0.1327
"A030101_a4","S3","discovered",118,55.13,0.467203389830509,0.3489
"A030190_a2","S3","discovered",79,7.25,0.0917721518987342,0.069
"A030190_a3","S3","discovered",125.212037556971,7.25,0.0579017811821907,0.0436
"A030190_a4","S3","discovered",158,7.25,0.0458860759493671,0.0345
"A030302_a2","S3","discovered",68,8.25,0.121323529411765,0.0917
"A030302_a3","S3","discovered",107.777450049039,8.25,0.0765466245141842,0.0578
"A030302_a4","S3","discovered",136,8.25,0.0606617647058824,0.0458
"A030308_a2","S3","discovered",68,7.25,0.106617647058824,0.0805
"A030308_a3","S3","discovered",107.777450049039,7.25,0.0672682457851922,0.0508
"A030308_a4","S3","discovered",136,7.25,0.0533088235294118,0.0403
"A030432_a2","S3","discovered",32,13.45,0.4203125,0.2586
"A030432_a3","S3","neither",50.718800023077,49.71,0.980109939063661,0.6032
"A030432_a4","S3","neither",64,48.44,0.756875,0.4658
"A031346_a2","S3","neither",75,37.09,0.494533333333333,0.3709
"A031346_a3","S3","neither",118.872187554087,63.81,0.536795034338596,0.4026
"A031346_a4","S3","neither",150,63.81,0.4254,0.319
"A031347_a2","S3","neither",66,82.15,1.24469696969697,0.9442
"A031347_a3","S3","neither",104.607525047596,63.81,0.60999435720295,0.4627
"A031347_a4","S3","neither",132,63.81,0.483409090909091,0.3667
"A031443_a2","S3","neither",35,52.78,1.508,0.9596
"A031443_a3","S3","neither",55.4736875252405,59.96,1.08087280068985,0.6878
"A031443_a4","S3","neither",70,52.41,0.748714285714286,0.4765
"A033307_a2","S3","neither",78,53.98,0.692051282051282,0.5191
"A033307_a3","S3","neither",123.62707505625,51.44,0.416090083637382,0.3121
"A033307_a4","S3","neither",156,43.53,0.279038461538462,0.2093
"A033308_a2","S3","neither",76,83.73,1.10171052631579,0.829
"A033308_a3","S3","neither",120.457150054808,50.58,0.419900354416373,0.316
"A033308_a4","S3","neither",152,49.78,0.3275,0.2464
"A033819_a2","S3","neither",27,80.56,2.9837037037037,1.7141
"A033819_a3","S3","neither",42.7939875194712,54.73,1.27891797825799,0.7347
"A033819_a4","S3","neither",54,54.73,1.01351851851852,0.5823
"A035232_a2","S3","neither",79,85.32,1.08,0.8125
"A035232_a3","S3","neither",125.212037556971,57.13,0.456266035715663,0.3433
"A035232_a4","S3","neither",158,54.54,0.345189873417722,0.2597
"A035327_a2","S3","discovered",62,15.61,0.251774193548387,0.1904
"A035327_a3","S3","discovered",98.2676750447117,57.13,0.581371239057054,0.4396
"A035327_a4","S3","discovered",124,32.43,0.261532258064516,0.1977
"A036554_a2","S3","discovered",39,13.45,0.344871794871795,0.228
"A036554_a3","S3","neither",61.8135375281251,44.53,0.720392357090692,0.4762
"A036554_a4","S3","neither",78,62.98,0.807435897435897,0.5337
"A036952_a2","S3","discovered",33,13.45,0.407575757575758,0.2538
"A036952_a3","S3","neither",52.3037625237981,56.73,1.08462560363966,0.6754
"A036952_a4","S3","neither",66,54.47,0.82530303030303,0.5138
"A037274_a2","S3","discovered",28,17.86,0.637857142857143,0.3722
"A037274_a3","S3","neither",44.3789500201924,54.73,1.23324233617735,0.7194
"A037274_a4","S3","neither",56,53.73,0.959464285714286,0.5597
"A038618_a2","S3","discovered",38,15.03,0.395526315789474,0.2592
"A038618_a3","S3","neither",60.2285750274039,53.62,0.890275089118462,0.5832
"A038618_a4","S3","neither",76,50.78,0.668157894736842,0.4377
"A039996_a2","S3","neither",79,69.65,0.881645569620253,0.6633
"A039996_a3","S3","neither",125.212037556971,54.35,0.434063697552009,0.3266
"A039996_a4","S3","neither",158,59.75,0.378164556962025,0.2845
"A043096_a2","S3","compressed_only",82,65.81,0.802560975609756,0.6038
"A043096_a3","S3","compressed_only",129.966925059135,65.81,0.506359598567532,0.3809
"A043096_a4","S3","compressed_only",164,65.81,0.401280487804878,0.3019
"A043529_a2","S3","discovered",69,46.78,0.677971014492754,0.514
"A043529_a3","S3","discovered",109.36241254976,85.32,0.780158356155315,0.5915
"A043529_a4","S3","discovered",138,85.32,0.618260869565217,0.4688
"A043537_a2","S3","neither",68,76.72,1.12823529411765,0.8524
"A043537_a3","S3","neither",107.777450049039,44.59,0.413722907525754,0.3126
"A043537_a4","S3","neither",136,44.59,0.327867647058824,0.2477
"A044813_a2","S3","neither",39,73.55,1.88589743589744,1.2465
"A044813_a3","S3","neither",61.8135375281251,48.53,0.785103101046739,0.5189
"A044813_a4","S3","neither",78,49.11,0.629615384615385,0.4162
"A045918_a2","S3","discovered",28,15.61,0.5575,0.3253
"A045918_a3","S3","neither",44.3789500201924,101.72,2.29207766190317,1.337
"A045918_a4","S3","neither",56,54.38,0.971071428571429,0.5664
"A046034_a2","S3","discovered",37,28.73,0.776486486486487,0.504
"A046034_a3","S3","neither",58.6436125266828,48.16,0.821231808973011,0.5331
"A046034_a4","S3","neither",74,52.93,0.71527027027027,0.4643
"A046704_a2","S3","discovered",38,15.03,0.395526315789474,0.2592
"A046704_a3","S3","neither",60.2285750274039,50.78,0.843121391746279,0.5523
"A046704_a4","S3","neither",76,71.75,0.944078947368421,0.6186
"A048724_a2","S3","discovered",45,15.61,0.346888888888889,0.2402
"A048724_a3","S3","discovered",71.323312532452,28.73,0.402813596002399,0.2789
"A048724_a4","S3","discovered",90,18.78,0.208666666666667,0.1445
"A049345_a2","S3","discovered",32,15.61,0.4878125,0.3003
"A049345_a3","S3","neither",50.718800023077,46.53,0.917411294802497,0.5645
"A049345_a4","S3","discovered",64,25.73,0.40203125,0.2474
"A049445_a2","S3","neither",39,55.73,1.42897435897436,0.9446
"A049445_a3","S3","neither",61.8135375281251,59.73,0.966293184123671,0.6388
"A049445_a4","S3","neither",78,45.53,0.583717948717949,0.3858
"A051885_a2","S3","not_compressed_predicted",30,34.09,1.13633333333333,0.6819
"A051885_a3","S3","discovered",47.5488750216347,15.61,0.328293781775015,0.197
"A051885_a4","S3","neither",60,88.49,1.47483333333333,0.8849
"A052224_a2","S3","neither",34,53.98,1.58764705882353,0.9997
"A052224_a3","S3","discovered",53.8887250245193,13.45,0.249588387809885,0.1571
"A052224_a4","S3","neither",68,45.53,0.669558823529412,0.4215
"A052382_a2","S3","discovered",70,34.09,0.487,0.3666
"A052382_a3","S3","compressed_only",110.947375050481,21.22,0.19126184815409,0.1439
"A052382_a4","S3","compressed_only",140,67.33,0.480928571428571,0.362
"A053645_a2","S3","discovered",63,17.86,0.283492063492063,0.2127
"A053645_a3","S3","discovered",99.8526375454328,54.54,0.546204900949005,0.4097
"A053645_a4","S3","discovered",126,36.09,0.286428571428571,0.2148
"A053735_a2","S3","discovered",79,15.61,0.197594936708861,0.1487
"A053735_a3","S3","discovered",125.212037556971,17.37,0.138724681259952,0.1044
"A053735_a4","S3","discovered",158,17.37,0.109936708860759,0.0827
"A054055_a2","S3","neither",79,86.9,1.1,0.8276
"A054055_a3","S3","neither",125.212037556971,85.32,0.681404133857174,0.5126
"A054055_a4","S3","neither",158,54.38,0.344177215189873,0.2589
"A055012_a2","S3","discovered",40,20.46,0.5115,0.341
"A055012_a3","S3","discovered",63.3985000288462,15.61,0.246220336331261,0.1642
"A055012_a4","S3","neither",80,86.9,1.08625,0.7242
"A055641_a2","S3","compressed_only",80,35.09,0.438625,0.3311
"A055641_a3","S3","compressed_only",126.797000057692,35.09,0.276741563160281,0.2089
"A055641_a4","S3","compressed_only",160,35.09,0.2193125,0.1655
"A055642_a2","S3","discovered",91,17.29,0.19,0.1429
"A055642_a3","S3","discovered",144.231587565625,17.29,0.119876653178577,0.0902
"A055642_a4","S3","discovered",182,17.29,0.095,0.0714
"A056964_a2","S3","not_compressed_predicted",45,80.56,1.79022222222222,1.2394
"A056964_a3","S3","discovered",71.323312532452,18.19,0.255035827054774,0.1765
"A056964_a4","S3","neither",90,52.76,0.586222222222222,0.4058
"A057889_a2","S3","discovered",52,15.61,0.300192307692308,0.2169
"A057889_a3","S3","neither",82.4180500375001,88.49,1.07367257487574,0.7754
"A057889_a4","S3","discovered",104,88.49,0.850865384615385,0.6145
"A059893_a2","S3","not_compressed_predicted",51,60.58,1.1878431372549,0.8533
"A059893_a3","S3","neither",80.833087536779,43.53,0.538517101430697,0.3868
"A059893_a4","S3","neither",102,49.53,0.485588235294118,0.3488
"A059897_a2","S3","neither",61,64.78,1.06196721311475,0.7997
"A059897_a3","S3","neither",96.6827125439905,60.98,0.630722891357172,0.475
"A059897_a4","S3","neither",122,51.53,0.422377049180328,0.3181
"A062028_a2","S3","discovered",51,27.73,0.543725490196078,0.3905
"A062028_a3","S3","discovered",80.833087536779,18.19,0.225031612107153,0.1616
"A062028_a4","S3","discovered",102,46.53,0.456176470588235,0.3277
"A062756_a2","S3","discovered",79,15.61,0.197594936708861,0.1487
"A062756_a3","S3","discovered",125.212037556971,55.13,0.440293130561955,0.3313
"A062756_a4","S3","discovered",158,56.71,0.358924050632911,0.2701
"A064547_a2","S3","neither",79,71.4,0.90379746835443,0.68
"A064547_a3","S3","neither",125.212037556971,51.49,0.411222443182207,0.3094
"A064547_a4","S3","neither",158,45.53,0.288164556962025,0.2168
"A065720_a2","S3","discovered",30,13.45,0.448333333333333,0.269
"A065720_a3","S3","neither",47.5488750216347,56.73,1.19308816400363,0.7159
"A065720_a4","S3","neither",60,54.47,0.907833333333333,0.5447
"A065727_a2","S3","discovered",29,15.03,0.518275862068965,0.3068
"A065727_a3","S3","discovered",45.9639125209135,24.73,0.53803078640766,0.3184
"A065727_a4","S3","neither",58,50.25,0.866379310344828,0.5128
"A068407_a2","S3","neither",37,86.9,2.34864864864865,1.5246
"A068407_a3","S3","neither",58.6436125266828,48.53,0.827541106508725,0.5371
"A068407_a4","S3","neither",74,54.38,0.734864864864865,0.477
"A069010_a2","S3","neither",71,74.57,1.05028169014084,0.7933
"A069010_a3","S3","neither",112.532337551202,101.72,0.90391795117308,0.6827
"A069010_a4","S3","neither",142,101.72,0.716338028169014,0.541
"A072495_a2","S3","neither",50,85.32,1.7064,1.2188
"A072495_a3","S3","neither",79.2481250360578,55.82,0.704369976887175,0.5031
"A072495_a4","S3","neither",100,58.73,0.5873,0.4195
"A075928_a2","S3","not_compressed_predicted",27,55.96,2.07259259259259,1.1907
"A075928_a3","S3","neither",42.7939875194712,88.49,2.06781384790882,1.1878
"A075928_a4","S3","neither",54,62.92,1.16518518518519,0.6693
"A078972_a2","S3","discovered",35,27.68,0.790857142857143,0.5033
"A078972_a3","S3","neither",55.4736875252405,43.53,0.784696347799016,0.4993
"A078972_a4","S3","neither",70,44.53,0.636142857142857,0.4048
"A085104_a2","S3","discovered",24,13.45,0.560416666666667,0.3057
"A085104_a3","S3","neither",38.0391000173077,53.73,1.4124939858081,0.7705
"A085104_a4","S3","neither",48,49.34,1.02791666666667,0.5607
"A090707_a2","S3","discovered",24,15.03,0.62625,0.3417
"A090707_a3","S3","neither",38.0391000173077,53.78,1.41380842279471,0.7711
"A090707_a4","S3","neither",48,58.38,1.21625,0.6634
"A091924_a2","S3","discovered",29,15.03,0.518275862068965,0.3068
"A091924_a3","S3","neither",45.9639125209135,52.01,1.13153987873281,0.6697
"A091924_a4","S3","neither",58,39.34,0.678275862068966,0.4015
"A101211_a2","S3","neither",79,66.48,0.841518987341772,0.6331
"A101211_a3","S3","neither",125.212037556971,53.92,0.430629522943962,0.324
"A101211_a4","S3","neither",158,61.86,0.391518987341772,0.2946
"A102370_a2","S3","discovered",48,15.61,0.325208333333333,0.2296
"A102370_a3","S3","neither",76.0782000346155,53.07,0.697571708792443,0.4924
"A102370_a4","S3","discovered",96,18.78,0.195625,0.1381
"A109812_a2","S3","neither",51,75.13,1.47313725490196,1.0582
"A109812_a3","S3","neither",80.833087536779,43.59,0.539259371729016,0.3874
"A109812_a4","S3","neither",102,44.53,0.43656862745098,0.3136
"A117828_a2","S3","neither",51,55.83,1.09470588235294,0.7864
"A117828_a3","S3","discovered",80.833087536779,15.61,0.193113989279421,0.1388
"A117828_a4","S3","neither",102,54.09,0.530294117647059,0.3809
"A122840_a2","S3","compressed_only",79,42.53,0.538354430379747,0.405
"A122840_a3","S3","compressed_only",125.212037556971,36.09,0.288231073498657,0.2169
"A122840_a4","S3","compressed_only",158,42.53,0.269177215189873,0.2025
"A125134_a2","S3","neither",45,73.55,1.63444444444444,1.1315
"A125134_a3","S3","neither",71.323312532452,44.59,0.625181282483362,0.4328
"A125134_a4","S3","neither",90,50.93,0.565888888888889,0.3917
"A136522_a2","S3","neither",75,63.78,0.8504,0.6442
"A136522_a3","S3","discovered",118.872187554087,82.15,0.691078390078603,0.5235
"A136522_a4","S3","neither",150,80.56,0.537066666666667,0.4069
"A156552_a2","S3","discovered",47,15.61,0.332127659574468,0.2331
"A156552_a3","S3","neither",74.4932375338943,45.53,0.611196418725712,0.4287
"A156552_a4","S3","discovered",94,38.09,0.405212765957447,0.2843
"A161903_a2","S3","discovered",76,15.61,0.205394736842105,0.1546
"A161903_a3","S3","discovered",120.457150054808,85.32,0.708301665456799,0.533
"A161903_a4","S3","discovered",152,43.91,0.288881578947368,0.2174
"A163511_a2","S3","discovered",45,19.2,0.426666666666667,0.2954
"A163511_a3","S3","neither",71.323312532452,51.53,0.722484671145271,0.5002
"A163511_a4","S3","neither",90,73.3,0.814444444444444,0.5639
"A175298_a2","S3","discovered",53,15.03,0.283584905660377,0.2059
"A175298_a3","S3","neither",84.0030125382213,47.53,0.565813041268894,0.4108
"A175298_a4","S3","neither",106,85.32,0.804905660377358,0.5844
"A179016_a2","S3","neither",41,43.53,1.06170731707317,0.7136
"A179016_a3","S3","neither",64.9834625295674,47.53,0.731416858225643,0.4916
"A179016_a4","S3","neither",82,57.55,0.701829268292683,0.4717
"A206913_a2","S3","discovered",49,15.03,0.306734693877551,0.2179
"A206913_a3","S3","neither",77.6631625353367,54.98,0.707928935742015,0.5027
"A206913_a4","S3","neither",98,97.72,0.997142857142857,0.7081
"A206914_a2","S3","discovered",48,15.03,0.313125,0.2211
"A206914_a3","S3","neither",76.0782000346155,47.53,0.624751899734404,0.441
"A206914_a4","S3","neither",96,47.53,0.495104166666667,0.3495
"A225901_a2","S3","discovered",63,15.61,0.247777777777778,0.1881
"A225901_a3","S3","discovered",99.8526375454328,17.86,0.178863577758512,0.1358
"A225901_a4","S3","discovered",126,56.73,0.450238095238095,0.3418
"A233564_a2","S3","neither",42,85.32,2.03142857142857,1.3761
"A233564_a3","S3","neither",66.5684250302886,36.09,0.54214892396176,0.3673
"A233564_a4","S3","neither",84,43.52,0.518095238095238,0.351
"A235265_a2","S3","discovered",31,13.45,0.433870967741935,0.2637
"A235265_a3","S3","discovered",49.1338375223558,15.03,0.305899167618678,0.186
"A235265_a4","S3","neither",62,50.25,0.810483870967742,0.4927
"A235266_a2","S3","discovered",44,15.03,0.341590909090909,0.2349
"A235266_a3","S3","neither",69.7383500317309,54.05,0.775039845012211,0.5328
"A235266_a4","S3","neither",88,58.38,0.663409090909091,0.4561
"A235394_a2","S3","discovered",32,15.03,0.4696875,0.2891
"A235394_a3","S3","neither",50.718800023077,51.41,1.01362808222214,0.6238
"A235394_a4","S3","neither",64,50.25,0.78515625,0.4832
"A235395_a2","S3","discovered",29,15.03,0.518275862068965,0.3068
"A235395_a3","S3","neither",45.9639125209135,48.68,1.05909173806409,0.6268
"A235395_a4","S3","neither",58,48.78,0.841034482758621,0.4977
"A235461_a2","S3","discovered",20,13.45,0.6725,0.3362
"A235461_a3","S3","neither",31.6992500144231,54.73,1.72653927064829,0.8633
"A235461_a4","S3","discovered",40,13.45,0.33625,0.1681
"A235482_a2","S3","discovered",41,15.03,0.366585365853659,0.2465
"A235482_a3","S3","neither",64.9834625295674,51.9,0.798664736838016,0.5368
"A235482_a4","S3","neither",82,49.16,0.599512195121951,0.403
"A255577_a2","S3","neither",29,80.56,2.77793103448276,1.6441
"A255577_a3","S3","neither",45.9639125209135,50.8,1.10521487867,0.6541
"A255577_a4","S3","neither",58,55.73,0.960862068965517,0.5687
"A261423_a2","S3","neither",59,53.54,0.907457627118644,0.6777
"A261423_a3","S3","neither",93.5127875425482,63.81,0.682366569074486,0.5096
"A261423_a4","S3","neither",118,85.32,0.723050847457627,0.54
"A262038_a2","S3","neither",57,85.32,1.49684210526316,1.108
"A262038_a3","S3","neither",90.3428625411059,83.73,0.926802601167336,0.6861
"A262038_a4","S3","neither",114,37.09,0.325350877192983,0.2409
"A263273_a2","S3","discovered",62,15.61,0.251774193548387,0.1904
"A263273_a3","S3","discovered",98.2676750447117,54.38,0.553386451600256,0.4184
"A263273_a4","S3","neither",124,55.96,0.451290322580645,0.3412
"A265509_a2","S3","discovered",57,13.45,0.235964912280702,0.1747
"A265509_a3","S3","neither",90.3428625411059,54.7,0.605471184567697,0.4482
"A265509_a4","S3","discovered",114,101.72,0.892280701754386,0.6605
"A276086_a2","S3","discovered",54,15.61,0.289074074074074,0.211
"A276086_a3","S3","neither",85.5879750389424,99.72,1.16511694492862,0.8502
"A276086_a4","S3","neither",108,43.53,0.403055555555556,0.2941
"A276150_a2","S3","discovered",91,17.86,0.196263736263736,0.1476
"A276150_a3","S3","neither",144.231587565625,52.73,0.365592592371681,0.275
"A276150_a4","S3","discovered",182,52.73,0.289725274725275,0.2179
"A276156_a2","S3","discovered",46,15.61,0.339347826086957,0.2366
"A276156_a3","S3","discovered",72.9082750331732,25.73,0.352909186073774,0.246
"A276156_a4","S3","discovered",92,56.73,0.616630434782609,0.4298
"A278038_a2","S3","neither",25,58.55,2.342,1.3011
"A278038_a3","S3","neither",39.6240625180289,54.38,1.37239839996863,0.7624
"A278038_a4","S3","neither",50,57.71,1.1542,0.6412
"A278222_a2","S3","discovered",75,15.03,0.2004,0.1519
"A278222_a3","S3","neither",118.872187554087,36.09,0.303603397418585,0.23
"A278222_a4","S3","discovered",150,82.15,0.547666666666667,0.4149
"A296712_a2","S3","neither",37,34.09,0.921351351351351,0.5981
"A296712_a3","S3","neither",58.6436125266828,85.32,1.45488990742478,0.9444
"A296712_a4","S3","neither",74,70.5,0.952702702702703,0.6184
"A296882_a2","S3","discovered",47,15.61,0.332127659574468,0.2331
"A296882_a3","S3","discovered",74.4932375338943,15.61,0.209549222409584,0.147
"A296882_a4","S3","discovered",94,15.61,0.166063829787234,0.1165
"A297330_a2","S3","neither",65,86.9,1.33692307692308,1.0105
"A297330_a3","S3","neither",103.022562546875,85.32,0.828168101149488,0.6259
"A297330_a4","S3","neither",130,54.73,0.421,0.3182
"A297770_a2","S3","neither",65,75.13,1.15584615384615,0.8736
"A297770_a3","S3","neither",103.022562546875,52.59,0.510470703697276,0.3858
"A297770_a4","S3","neither",130,48.59,0.373769230769231,0.2825
"A317905_a2","S3","neither",66,82.15,1.24469696969697,0.9442
"A317905_a3","S3","neither",104.607525047596,51.93,0.496427001560088,0.3766
"A317905_a4","S3","neither",132,56.73,0.429772727272727,0.326
"A318928_a2","S3","neither",72,67.88,0.942777777777778,0.7145
"A318928_a3","S3","neither",114.117300051923,54.15,0.4745117521652,0.3596
"A318928_a4","S3","neither",144,54.15,0.376041666666667,0.285
"A326031_a2","S3","discovered",66,55.96,0.847878787878788,0.6359
"A326031_a3","S3","neither",104.607525047596,35.09,0.335444318982158,0.2516
"A326031_a4","S3","neither",132,52.73,0.399469696969697,0.2996
"A327860_a2","S3","discovered",45,28.73,0.638444444444444,0.442
"A327860_a3","S3","neither",71.323312532452,34.09,0.477964339983355,0.3309
"A327860_a4","S3","neither",90,53.73,0.597,0.4133
"A328596_a2","S3","discovered",39,15.03,0.385384615384615,0.2548
"A328596_a3","S3","neither",61.8135375281251,55.73,0.901582440167624,0.596
"A328596_a4","S3","neither",78,48,0.615384615384615,0.4068
"A333219_a2","S3","discovered",62,54.73,0.882741935483871,0.6675
