"id","population","class","train_bits","mdl","train_ratio","total_ratio"
"tot3_0468","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0469","S4","neither",594.360937770434,44.84,0.0754423737337177,0.0566
"tot3_0470","S4","neither",594.360937770434,55.54,0.09344490270229,0.0701
"tot3_0471","S4","neither",594.360937770434,58.71,0.0987783622191474,0.0741
"tot3_0472","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0473","S4","neither",594.360937770434,53.82,0.0905510382325756,0.0679
"tot3_0474","S4","neither",594.360937770434,52.73,0.0887171357488612,0.0665
"tot3_0475","S4","neither",594.360937770434,65.17,0.109647178774005,0.0822
"tot3_0476","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0477","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0478","S4","neither",594.360937770434,53.73,0.0903996150917184,0.0678
"tot3_0479","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0480","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_0481","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0482","S4","neither",594.360937770434,63.85,0.107426306041433,0.0806
"tot3_0483","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_0484","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0485","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0486","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0487","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0488","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0489","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_0490","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0491","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0492","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0493","S4","discovered",594.360937770434,40.34,0.0678712166908603,0.0509
"tot3_0494","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0495","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0496","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0497","S4","neither",594.360937770434,55.72,0.0937477489840043,0.0703
"tot3_0498","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_0499","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0500","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0501","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0502","S4","discovered",594.360937770434,34.09,0.0573557207980026,0.043
"tot3_0503","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0504","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0505","S4","discovered",594.360937770434,39.77,0.0669122034654316,0.0502
"tot3_0506","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0507","S4","discovered",594.360937770434,80.56,0.135540535860578,0.1017
"tot3_0508","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0509","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0510","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0511","S4","discovered",594.360937770434,44.91,0.0755601472877177,0.0567
"tot3_0512","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0513","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0514","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0515","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0516","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0517","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0518","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0519","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0520","S4","neither",594.360937770434,44.78,0.0753414249731463,0.0565
"tot3_0521","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0522","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0523","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0524","S4","neither",594.360937770434,55,0.0925363638571471,0.0694
"tot3_0525","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0526","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0527","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0528","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0529","S4","discovered",594.360937770434,39.34,0.066188737348003,0.0496
"tot3_0530","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0531","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0532","S4","neither",594.360937770434,53.95,0.090769760547147,0.0681
"tot3_0533","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0534","S4","neither",594.360937770434,37.09,0.0624031588265743,0.0468
"tot3_0535","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0536","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0537","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0538","S4","neither",594.360937770434,61.23,0.103018210163148,0.0773
"tot3_0539","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0540","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0541","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0542","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0543","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0544","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0545","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_0546","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0547","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0548","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0549","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0550","S4","neither",594.360937770434,56.81,0.0955816514677187,0.0717
"tot3_0551","S4","neither",594.360937770434,55.8,0.0938823473314329,0.0704
"tot3_0552","S4","neither",594.360937770434,53.41,0.0898612217020041,0.0674
"tot3_0553","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0554","S4","neither",594.360937770434,55.78,0.0938486977445757,0.0704
"tot3_0555","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0556","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0557","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0558","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0559","S4","neither",594.360937770434,54.73,0.0920820944345756,0.0691
"tot3_0560","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0561","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0562","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0563","S4","discovered",594.360937770434,43.91,0.0738776679448605,0.0554
"tot3_0564","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0565","S4","neither",594.360937770434,52.73,0.0887171357488612,0.0665
"tot3_0566","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0567","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0568","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0569","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0570","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_0571","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0572","S4","neither",594.360937770434,49.11,0.0826265605277181,0.062
"tot3_0573","S4","discovered",594.360937770434,19.2,0.0323036033828586,0.0242
"tot3_0574","S4","neither",594.360937770434,56.54,0.0951273820451472,0.0713
"tot3_0575","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0576","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0577","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0578","S4","neither",594.360937770434,34.09,0.0573557207980026,0.043
"tot3_0579","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_0580","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0581","S4","neither",594.360937770434,57.97,0.097533327505433,0.0732
"tot3_0582","S4","neither",594.360937770434,58.86,0.099030734120576,0.0743
"tot3_0583","S4","neither",594.360937770434,58.45,0.0983409175900045,0.0738
"tot3_0584","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0585","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0586","S4","neither",594.360937770434,60.11,0.101133833299147,0.0758
"tot3_0587","S4","neither",594.360937770434,55.26,0.09297380848629,0.0697
"tot3_0588","S4","discovered",594.360937770434,18.37,0.0309071455282871,0.0232
"tot3_0589","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0590","S4","neither",594.360937770434,49.53,0.0833332018517181,0.0625
"tot3_0591","S4","neither",594.360937770434,55.73,0.0937645737774329,0.0703
"tot3_0592","S4","neither",594.360937770434,80.56,0.135540535860578,0.1017
"tot3_0593","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0594","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0595","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0596","S4","discovered",594.360937770434,43.91,0.0738776679448605,0.0554
"tot3_0597","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0598","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0599","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0600","S4","neither",594.360937770434,56.74,0.0954638779137187,0.0716
"tot3_0601","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0602","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0603","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0604","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0605","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0606","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0607","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0608","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0609","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0610","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0611","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0612","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0613","S4","neither",594.360937770434,58.52,0.0984586911440045,0.0738
"tot3_0614","S4","discovered",594.360937770434,41.34,0.0695536960337175,0.0522
"tot3_0615","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0616","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0617","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0618","S4","discovered",594.360937770434,40.34,0.0678712166908603,0.0509
"tot3_0619","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0620","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0621","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0622","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0623","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0624","S4","neither",594.360937770434,55.06,0.0926373126177185,0.0695
"tot3_0625","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0626","S4","neither",594.360937770434,46.09,0.0775454729122893,0.0582
"tot3_0627","S4","discovered",594.360937770434,28.21,0.0474627422620022,0.0356
"tot3_0628","S4","neither",594.360937770434,60.73,0.102176970491719,0.0766
"tot3_0629","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0630","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0631","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0632","S4","neither",594.360937770434,59.89,0.100763687843719,0.0756
"tot3_0633","S4","neither",594.360937770434,59.4,0.0999392729657189,0.075
"tot3_0634","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0635","S4","neither",594.360937770434,52.98,0.0891377555845755,0.0669
"tot3_0636","S4","neither",594.360937770434,51.54,0.0867149853308611,0.065
"tot3_0637","S4","neither",594.360937770434,59.13,0.0994850035431474,0.0746
"tot3_0638","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0639","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0640","S4","neither",594.360937770434,40.09,0.067450596855146,0.0506
"tot3_0641","S4","neither",594.360937770434,60.96,0.102563940740576,0.0769
"tot3_0642","S4","neither",594.360937770434,53.73,0.0903996150917184,0.0678
"tot3_0643","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0644","S4","neither",594.360937770434,59.18,0.0995691275102903,0.0747
"tot3_0645","S4","neither",594.360937770434,80.56,0.135540535860578,0.1017
"tot3_0646","S4","neither",594.360937770434,40.59,0.0682918365265746,0.0512
"tot3_0647","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0648","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0649","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0650","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0651","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_0652","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0653","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0654","S4","discovered",594.360937770434,26.03,0.0437949372945734,0.0329
"tot3_0655","S4","neither",594.360937770434,41.09,0.0691330761980032,0.0519
"tot3_0656","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0657","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0658","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0659","S4","neither",594.360937770434,63.88,0.107476780421719,0.0806
"tot3_0660","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_0661","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0662","S4","neither",594.360937770434,63.11,0.106181271327719,0.0796
"tot3_0663","S4","neither",594.360937770434,54.26,0.0912913291434327,0.0685
"tot3_0664","S4","neither",594.360937770434,61.85,0.104061347355719,0.078
"tot3_0665","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0666","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0667","S4","neither",594.360937770434,43.53,0.0732383257945748,0.0549
"tot3_0668","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0669","S4","neither",594.360937770434,43.53,0.0732383257945748,0.0549
"tot3_0670","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0671","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0672","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_0673","S4","neither",594.360937770434,57.52,0.0967762118011473,0.0726
"tot3_0674","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0675","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0676","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0677","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0678","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0679","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0680","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_0681","S4","discovered",594.360937770434,26.03,0.0437949372945734,0.0329
"tot3_0682","S4","neither",594.360937770434,50.77,0.0854194762368611,0.0641
"tot3_0683","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0684","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0685","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0686","S4","neither",594.360937770434,66.43,0.111767102746005,0.0838
"tot3_0687","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0688","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0689","S4","neither",594.360937770434,41.59,0.0699743158694318,0.0525
"tot3_0690","S4","neither",594.360937770434,55.02,0.0925700134440042,0.0694
"tot3_0691","S4","neither",594.360937770434,56.45,0.0949759589042901,0.0712
"tot3_0692","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0693","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0694","S4","neither",594.360937770434,59.52,0.100141170486862,0.0751
"tot3_0695","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0696","S4","neither",594.360937770434,63.2,0.106332694468576,0.0798
"tot3_0697","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0698","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_0699","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_0700","S4","discovered",594.360937770434,99.72,0.167776840069722,0.1258
"tot3_0701","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0702","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0703","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0704","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0705","S4","discovered",594.360937770434,33.9,0.0570360497228597,0.0428
"tot3_0706","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0707","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_0708","S4","discovered",594.360937770434,26.03,0.0437949372945734,0.0329
"tot3_0709","S4","neither",594.360937770434,72.09,0.121289935826577,0.091
"tot3_0710","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0711","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0712","S4","neither",594.360937770434,58.55,0.0985091655242902,0.0739
"tot3_0713","S4","neither",594.360937770434,59.93,0.100830987017433,0.0756
"tot3_0714","S4","neither",594.360937770434,64.86,0.109125610177719,0.0818
"tot3_0715","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0716","S4","discovered",594.360937770434,32.98,0.0554881687274311,0.0416
"tot3_0717","S4","neither",594.360937770434,55.84,0.0939496465051472,0.0705
"tot3_0718","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0719","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0720","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0721","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0722","S4","discovered",594.360937770434,22.48,0.0378221356274303,0.0284
"tot3_0723","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_0724","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0725","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_0726","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_0727","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0728","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_0729","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0730","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0731","S4","discovered",594.360937770434,27.3,0.0459316860600021,0.0344
"tot3_0732","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_0733","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0734","S4","discovered",594.360937770434,34.09,0.0573557207980026,0.043
"tot3_0735","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0736","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0737","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0738","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0739","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0740","S4","neither",594.360937770434,55.76,0.0938150481577186,0.0704
"tot3_0741","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_0742","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0743","S4","discovered",594.360937770434,34.09,0.0573557207980026,0.043
"tot3_0744","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_0745","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0746","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0747","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0748","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0749","S4","discovered",594.360937770434,19.19,0.03228677858943,0.0242
"tot3_0750","S4","neither",594.360937770434,53.94,0.0907529357537184,0.0681
"tot3_0751","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0752","S4","discovered",594.360937770434,28.93,0.0486741273888594,0.0365
"tot3_0753","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_0754","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0755","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0756","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0757","S4","discovered",594.360937770434,64.81,0.109041486210576,0.0818
"tot3_0758","S4","neither",594.360937770434,56.17,0.09450486468829,0.0709
"tot3_0759","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0760","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0761","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0762","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0763","S4","neither",594.360937770434,55.33,0.09309158204029,0.0698
"tot3_0764","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0765","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0766","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_0767","S4","discovered",594.360937770434,41.34,0.0695536960337175,0.0522
"tot3_0768","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0769","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0770","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0771","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_0772","S4","neither",594.360937770434,55.94,0.0941178944394329,0.0706
"tot3_0773","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0774","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0775","S4","neither",594.360937770434,55.21,0.0928896845191471,0.0697
"tot3_0776","S4","neither",594.360937770434,43.53,0.0732383257945748,0.0549
"tot3_0777","S4","neither",594.360937770434,59.6,0.10027576883429,0.0752
"tot3_0778","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_0779","S4","neither",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0780","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_0781","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_0782","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0783","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0784","S4","neither",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_0785","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_0786","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0787","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0788","S4","neither",594.360937770434,65.14,0.109596704393719,0.0822
"tot3_0789","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0790","S4","neither",594.360937770434,58.73,0.0988120118060045,0.0741
"tot3_0791","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0792","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0793","S4","neither",594.360937770434,58.13,0.0978025242002902,0.0734
"tot3_0794","S4","neither",594.360937770434,59.56,0.100208469660576,0.0752
"tot3_0795","S4","neither",594.360937770434,41.53,0.0698733671088603,0.0524
"tot3_0796","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0797","S4","neither",594.360937770434,63.16,0.106265395294862,0.0797
"tot3_0798","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_0799","S4","neither",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_0800","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0801","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0802","S4","discovered",594.360937770434,41.09,0.0691330761980032,0.0519
"tot3_0803","S4","neither",594.360937770434,53.73,0.0903996150917184,0.0678
"tot3_0804","S4","neither",594.360937770434,59.39,0.0999224481722903,0.0749
"tot3_0805","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0806","S4","neither",594.360937770434,116.78,0.196479937658866,0.1474
"tot3_0807","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0808","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0809","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0810","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0811","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0812","S4","discovered",594.360937770434,27.3,0.0459316860600021,0.0344
"tot3_0813","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_0814","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0815","S4","neither",594.360937770434,50.77,0.0854194762368611,0.0641
"tot3_0816","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_0817","S4","discovered",594.360937770434,42.26,0.0711015770291461,0.0533
"tot3_0818","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_0819","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_0820","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_0821","S4","discovered",594.360937770434,28.93,0.0486741273888594,0.0365
"tot3_0822","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_0823","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
