"id","stage","class","class_simple","time_s"
"tot3_1223","S4","discovered","discovered",16.367
"tot3_1224","S4","discovered","discovered",10.084
"tot3_1225","S4","discovered","discovered",11.932
"tot3_1226","S4","neither","other",600.072
"tot3_1227","S4","discovered","discovered",12.581
"tot3_1228","S4","discovered","discovered",16.54
"tot3_1229","S4","discovered","discovered",42.586
"tot3_1230","S4","neither","other",600.07
"tot3_1231","S4","neither","other",600.068
"tot3_1232","S4","discovered","discovered",16.185
"tot3_1233","S4","discovered","discovered",10.084
"tot3_1234","S4","neither","other",600.06
"tot3_1235","S4","discovered","discovered",11.772
"tot3_1236","S4","neither","other",600.06
"tot3_1237","S4","discovered","discovered",16.294
"tot3_1238","S4","neither","other",600.058
"tot3_1239","S4","discovered","discovered",270.945
"tot3_1240","S4","discovered","discovered",55.931
"tot3_1241","S4","discovered","discovered",16.577
"tot3_1242","S4","discovered","discovered",10.089
"tot3_1243","S4","discovered","discovered",206.926
"tot3_1244","S4","neither","other",600.056
"tot3_1245","S4","discovered","discovered",10.216
"tot3_1246","S4","discovered","discovered",10.196
"tot3_1247","S4","discovered","discovered",10.197
"tot3_1248","S4","discovered","discovered",11.829
"tot3_1249","S4","neither","other",600.059
"tot3_1250","S4","discovered","discovered",17.103
"tot3_1251","S4","discovered","discovered",10.085
"tot3_1252","S4","discovered","discovered",41.762
"tot3_1253","S4","discovered","discovered",16.203
"tot3_1254","S4","discovered","discovered",10.196
"tot3_1255","S4","discovered","discovered",10.201
"tot3_1256","S4","discovered","discovered",10.203
"tot3_1257","S4","neither","other",600.062
"tot3_1258","S4","neither","other",600.064
"tot3_1259","S4","discovered","discovered",17.605
"tot3_1260","S4","discovered","discovered",10.085
"tot3_1261","S4","neither","other",600.06
"tot3_1262","S4","neither","other",600.056
"tot3_1263","S4","neither","other",600.06
"tot3_1264","S4","discovered","discovered",10.216
"tot3_1265","S4","neither","other",600.058
"tot3_1266","S4","neither","other",600.059
"tot3_1267","S4","neither","other",600.061
"tot3_1268","S4","discovered","discovered",17.506
"tot3_1269","S4","discovered","discovered",10.088
"tot3_1270","S4","neither","other",600.06
"tot3_1271","S4","discovered","discovered",287.498
"tot3_1272","S4","discovered","discovered",16.147
"tot3_1273","S4","discovered","discovered",17.616
"tot3_1274","S4","neither","other",600.063
"tot3_1275","S4","discovered","discovered",12.152
"tot3_1276","S4","neither","other",600.065
"tot3_1277","S4","discovered","discovered",12.035
"tot3_1278","S4","discovered","discovered",10.085
"tot3_1279","S4","neither","other",600.059
"tot3_1280","S4","neither","other",600.063
"tot3_1281","S4","neither","other",600.057
"tot3_1282","S4","discovered","discovered",16.655
"tot3_1283","S4","neither","other",600.096
"tot3_1284","S4","discovered","discovered",41.671
"tot3_1285","S4","neither","other",600.063
"tot3_1286","S4","discovered","discovered",12.296
"tot3_1287","S4","discovered","discovered",10.088
"tot3_1288","S4","discovered","discovered",43.908
"tot3_1289","S4","neither","other",600.059
"tot3_1290","S4","neither","other",600.063
"tot3_1291","S4","discovered","discovered",17.312
"tot3_1292","S4","neither","other",600.063
"tot3_1293","S4","discovered","discovered",12.415
"tot3_1294","S4","discovered","discovered",12.105
"tot3_1295","S4","discovered","discovered",11.82
"tot3_1296","S4","discovered","discovered",10.094
"tot3_1297","S4","discovered","discovered",12.109
"tot3_1298","S4","discovered","discovered",42.974
"tot3_1299","S4","discovered","discovered",22.585
"tot3_1300","S4","discovered","discovered",16.358
"tot3_1301","S4","neither","other",600.062
"tot3_1302","S4","discovered","discovered",17.406
"tot3_1303","S4","neither","other",600.054
"tot3_1304","S4","discovered","discovered",16.087
"tot3_1305","S4","discovered","discovered",10.085
"tot3_1306","S4","discovered","discovered",11.842
"tot3_1307","S4","discovered","discovered",43.128
"tot3_1308","S4","discovered","discovered",12.822
"tot3_1309","S4","discovered","discovered",16.685
"tot3_1310","S4","neither","other",600.057
"tot3_1311","S4","neither","other",600.063
"tot3_1312","S4","discovered","discovered",12.468
"tot3_1313","S4","discovered","discovered",16.624
"tot3_1314","S4","discovered","discovered",10.084
"tot3_1315","S4","neither","other",600.063
"tot3_1316","S4","neither","other",600.058
"tot3_1317","S4","neither","other",600.053
"tot3_1318","S4","discovered","discovered",16.675
"tot3_1319","S4","neither","other",600.057
"tot3_1320","S4","neither","other",600.052
"tot3_1321","S4","neither","other",600.054
"tot3_1322","S4","discovered","discovered",16.398
"tot3_1323","S4","discovered","discovered",10.084
"tot3_1324","S4","discovered","discovered",207.182
"tot3_1325","S4","discovered","discovered",422.572
"tot3_1326","S4","discovered","discovered",10.205
"tot3_1327","S4","discovered","discovered",10.203
"tot3_1328","S4","discovered","discovered",10.197
"tot3_1329","S4","neither","other",600.061
"tot3_1330","S4","discovered","discovered",41.97
"tot3_1331","S4","discovered","discovered",17.599
"tot3_1332","S4","discovered","discovered",10.089
"tot3_1333","S4","discovered","discovered",43.79
"tot3_1334","S4","discovered","discovered",17.234
"tot3_1335","S4","discovered","discovered",10.211
"tot3_1336","S4","discovered","discovered",10.221
"tot3_1337","S4","discovered","discovered",10.259
"tot3_1338","S4","discovered","discovered",17.841
"tot3_1339","S4","discovered","discovered",43.774
"tot3_1340","S4","discovered","discovered",17.887
"tot3_1341","S4","discovered","discovered",10.088
"tot3_1342","S4","neither","other",600.032
"tot3_1343","S4","discovered","discovered",45.833
"tot3_1344","S4","discovered","discovered",43.716
"tot3_1345","S4","discovered","discovered",10.209
"tot3_1346","S4","discovered","discovered",10.207
"tot3_1347","S4","discovered","discovered",17.588
"tot3_1348","S4","discovered","discovered",42.282
"tot3_1349","S4","discovered","discovered",17.273
"tot3_1350","S4","discovered","discovered",10.087
"tot3_1351","S4","neither","other",600.046
"tot3_1352","S4","discovered","discovered",41.787
"tot3_1353","S4","discovered","discovered",41.56
"tot3_1354","S4","discovered","discovered",17.796
"tot3_1355","S4","discovered","discovered",17.195
"tot3_1356","S4","discovered","discovered",44.025
"tot3_1357","S4","discovered","discovered",12.017
"tot3_1358","S4","discovered","discovered",11.725
"tot3_1359","S4","discovered","discovered",10.087
"tot3_1360","S4","discovered","discovered",42.242
"tot3_1361","S4","discovered","discovered",16.288
"tot3_1362","S4","discovered","discovered",17.409
"tot3_1363","S4","discovered","discovered",16.667
"tot3_1364","S4","discovered","discovered",16.477
"tot3_1365","S4","discovered","discovered",11.864
"tot3_1366","S4","discovered","discovered",12.39
"tot3_1367","S4","discovered","discovered",11.887
"tot3_1368","S4","discovered","discovered",10.094
"tot3_1369","S4","discovered","discovered",42.582
"tot3_1370","S4","discovered","discovered",16.267
"tot3_1371","S4","discovered","discovered",16.785
"tot3_1372","S4","discovered","discovered",16.965
"tot3_1373","S4","discovered","discovered",17.44
"tot3_1374","S4","discovered","discovered",11.773
"tot3_1375","S4","discovered","discovered",12.217
"tot3_1376","S4","discovered","discovered",12.156
"tot3_1377","S4","discovered","discovered",10.085
"tot3_1378","S4","discovered","discovered",12.155
"tot3_1379","S4","neither","other",600.091
"tot3_1380","S4","discovered","discovered",21.456
"tot3_1381","S4","discovered","discovered",16.595
"tot3_1382","S4","neither","other",600.136
"tot3_1383","S4","discovered","discovered",42.856
"tot3_1384","S4","neither","other",600.049
"tot3_1385","S4","discovered","discovered",16.614
"tot3_1386","S4","discovered","discovered",10.086
"tot3_1387","S4","discovered","discovered",12.337
"tot3_1388","S4","neither","other",600.058
"tot3_1389","S4","discovered","discovered",13.295
"tot3_1390","S4","discovered","discovered",16.607
"tot3_1391","S4","neither","other",600.083
"tot3_1392","S4","neither","other",600.053
"tot3_1393","S4","neither","other",600.057
"tot3_1394","S4","discovered","discovered",17.477
"tot3_1395","S4","discovered","discovered",10.085
"tot3_1396","S4","neither","other",600.084
"tot3_1397","S4","discovered","discovered",40.402
"tot3_1398","S4","neither","other",600.057
"tot3_1399","S4","discovered","discovered",17.51
"tot3_1400","S4","discovered","discovered",16.34
"tot3_1401","S4","discovered","discovered",288.524
"tot3_1402","S4","discovered","discovered",281.049
"tot3_1403","S4","discovered","discovered",17.051
"tot3_1404","S4","discovered","discovered",10.087
"tot3_1405","S4","discovered","discovered",206.291
"tot3_1406","S4","neither","other",600.082
"tot3_1407","S4","discovered","discovered",10.22
"tot3_1408","S4","discovered","discovered",10.2
"tot3_1409","S4","discovered","discovered",274.341
"tot3_1410","S4","neither","other",600.061
"tot3_1411","S4","discovered","discovered",225.536
"tot3_1412","S4","discovered","discovered",17.881
"tot3_1413","S4","discovered","discovered",10.086
"tot3_1414","S4","discovered","discovered",42.742
"tot3_1415","S4","neither","other",600.093
"tot3_1416","S4","discovered","discovered",10.463
"tot3_1417","S4","discovered","discovered",10.206
"tot3_1418","S4","discovered","discovered",272.403
"tot3_1419","S4","neither","other",600.068
"tot3_1420","S4","discovered","discovered",222.662
"tot3_1421","S4","discovered","discovered",17.19
"tot3_1422","S4","discovered","discovered",10.088
"tot3_1423","S4","neither","other",600.065
"tot3_1424","S4","neither","other",600.06
"tot3_1425","S4","neither","other",600.058
"tot3_1426","S4","discovered","discovered",10.216
"tot3_1427","S4","discovered","discovered",273.62
"tot3_1428","S4","discovered","discovered",225.306
"tot3_1429","S4","discovered","discovered",222.729
"tot3_1430","S4","discovered","discovered",17.11
"tot3_1431","S4","discovered","discovered",10.089
"tot3_1432","S4","discovered","discovered",41.791
"tot3_1433","S4","discovered","discovered",41.641
"tot3_1434","S4","discovered","discovered",43.109
"tot3_1435","S4","discovered","discovered",16.712
"tot3_1436","S4","discovered","discovered",16.625
"tot3_1437","S4","discovered","discovered",12.334
"tot3_1438","S4","discovered","discovered",11.966
"tot3_1439","S4","discovered","discovered",12.099
"tot3_1440","S4","discovered","discovered",10.092
"tot3_1441","S4","discovered","discovered",41.927
"tot3_1442","S4","discovered","discovered",16.277
"tot3_1443","S4","discovered","discovered",424.845
"tot3_1444","S4","discovered","discovered",17.178
"tot3_1445","S4","discovered","discovered",16.355
"tot3_1446","S4","discovered","discovered",12.483
"tot3_1447","S4","discovered","discovered",11.674
"tot3_1448","S4","discovered","discovered",11.891
"tot3_1449","S4","discovered","discovered",10.091
"tot3_1450","S4","discovered","discovered",43.897
"tot3_1451","S4","discovered","discovered",16.607
"tot3_1452","S4","discovered","discovered",16.633
"tot3_1453","S4","discovered","discovered",17.036
"tot3_1454","S4","discovered","discovered",16.559
"tot3_1455","S4","discovered","discovered",12.063
"tot3_1456","S4","discovered","discovered",12.2
"tot3_1457","S4","discovered","discovered",11.825
"tot3_1458","S4","discovered","discovered",10.087
"tot3_1459","S4","discovered","discovered",11.602
"tot3_1460","S4","discovered","discovered",270.971
"tot3_1461","S4","discovered","discovered",21.703
"tot3_1462","S4","discovered","discovered",16.815
"tot3_1463","S4","neither","other",600.063
"tot3_1464","S4","discovered","discovered",17.269
"tot3_1465","S4","discovered","discovered",16.783
"tot3_1466","S4","discovered","discovered",11.926
"tot3_1467","S4","discovered","discovered",10.085
"tot3_1468","S4","discovered","discovered",11.726
"tot3_1469","S4","neither","other",600.061
"tot3_1470","S4","discovered","discovered",12.864
"tot3_1471","S4","discovered","discovered",16.518
"tot3_1472","S4","neither","other",600.063
"tot3_1473","S4","neither","other",600.058
"tot3_1474","S4","discovered","discovered",16.095
"tot3_1475","S4","discovered","discovered",12.274
"tot3_1476","S4","discovered","discovered",10.086
"tot3_1477","S4","discovered","discovered",11.925
"tot3_1478","S4","discovered","discovered",11.824
"tot3_1479","S4","discovered","discovered",41.918
"tot3_1480","S4","discovered","discovered",16.998
"tot3_1481","S4","discovered","discovered",16.421
"tot3_1482","S4","discovered","discovered",11.834
"tot3_1483","S4","discovered","discovered",12.223
"tot3_1484","S4","discovered","discovered",11.795
"tot3_1485","S4","discovered","discovered",10.086
"tot3_1486","S4","discovered","discovered",205.858
"tot3_1487","S4","discovered","discovered",273.414
"tot3_1488","S4","discovered","discovered",10.203
"tot3_1489","S4","discovered","discovered",10.203
"tot3_1490","S4","discovered","discovered",10.214
"tot3_1491","S4","discovered","discovered",16.45
"tot3_1492","S4","neither","other",600.063
"tot3_1493","S4","discovered","discovered",12.539
"tot3_1494","S4","discovered","discovered",10.085
"tot3_1495","S4","discovered","discovered",42.872
"tot3_1496","S4","discovered","discovered",16.356
"tot3_1497","S4","discovered","discovered",10.207
"tot3_1498","S4","discovered","discovered",10.214
"tot3_1499","S4","discovered","discovered",10.211
"tot3_1500","S4","discovered","discovered",42.775
"tot3_1501","S4","neither","other",600.052
"tot3_1502","S4","discovered","discovered",12.229
"tot3_1503","S4","discovered","discovered",10.085
"tot3_1504","S4","neither","other",600.052
"tot3_1505","S4","discovered","discovered",12.129
"tot3_1506","S4","neither","other",600.052
"tot3_1507","S4","discovered","discovered",10.214
"tot3_1508","S4","neither","other",600.056
"tot3_1509","S4","discovered","discovered",12.986
"tot3_1510","S4","discovered","discovered",12.516
"tot3_1511","S4","discovered","discovered",12.042
"tot3_1512","S4","discovered","discovered",10.086
"tot3_1513","S4","neither","other",600.06
"tot3_1514","S4","discovered","discovered",270.49
"tot3_1515","S4","discovered","discovered",16.498
"tot3_1516","S4","discovered","discovered",16.598
"tot3_1517","S4","discovered","discovered",274.165
"tot3_1518","S4","discovered","discovered",16.615
"tot3_1519","S4","neither","other",600.061
"tot3_1520","S4","discovered","discovered",13.378
"tot3_1521","S4","discovered","discovered",10.09
"tot3_1522","S4","neither","other",600.053
"tot3_1523","S4","neither","other",600.057
"tot3_1524","S4","neither","other",600.048
"tot3_1525","S4","discovered","discovered",17.14
"tot3_1526","S4","neither","other",600.057
"tot3_1527","S4","neither","other",600.048
"tot3_1528","S4","neither","other",600.051
"tot3_1529","S4","discovered","discovered",12.182
"tot3_1530","S4","discovered","discovered",10.085
"tot3_1531","S4","neither","other",600.046
"tot3_1532","S4","discovered","discovered",12.266
"tot3_1533","S4","discovered","discovered",16.891
"tot3_1534","S4","discovered","discovered",16.61
"tot3_1535","S4","discovered","discovered",16.611
"tot3_1536","S4","discovered","discovered",12.386
"tot3_1537","S4","discovered","discovered",12.069
"tot3_1538","S4","discovered","discovered",12.07
"tot3_1539","S4","discovered","discovered",10.084
"tot3_1540","S4","discovered","discovered",11.891
"tot3_1541","S4","neither","other",600.088
"tot3_1542","S4","discovered","discovered",22.908
"tot3_1543","S4","discovered","discovered",16.682
"tot3_1544","S4","neither","other",600.051
"tot3_1545","S4","discovered","discovered",43.205
"tot3_1546","S4","neither","other",600.073
"tot3_1547","S4","discovered","discovered",12.053
"tot3_1548","S4","discovered","discovered",10.09
"tot3_1549","S4","discovered","discovered",12.41
"tot3_1550","S4","neither","other",600.06
"tot3_1551","S4","discovered","discovered",13.562
"tot3_1552","S4","discovered","discovered",17.993
"tot3_1553","S4","neither","other",600.069
"tot3_1554","S4","neither","other",600.062
"tot3_1555","S4","discovered","discovered",43.323
"tot3_1556","S4","discovered","discovered",12.223
"tot3_1557","S4","discovered","discovered",10.088
"tot3_1558","S4","neither","other",600.054
"tot3_1559","S4","discovered","discovered",11.897
"tot3_1560","S4","neither","other",600.049
"tot3_1561","S4","discovered","discovered",17.038
"tot3_1562","S4","neither","other",600.053
"tot3_1563","S4","neither","other",600.054
"tot3_1564","S4","neither","other",600.069
"tot3_1565","S4","discovered","discovered",13.693
"tot3_1566","S4","discovered","discovered",10.181
"tot3_1567","S4","discovered","discovered",210.282
"tot3_1568","S4","neither","other",600.052
"tot3_1569","S4","discovered","discovered",10.208
"tot3_1570","S4","discovered","discovered",10.208
"tot3_1571","S4","discovered","discovered",10.209
"tot3_1572","S4","neither","other",600.042
"tot3_1573","S4","neither","other",600.054
"tot3_1574","S4","discovered","discovered",12.42
"tot3_1575","S4","discovered","discovered",10.084
"tot3_1576","S4","discovered","discovered",42.912
"tot3_1577","S4","discovered","discovered",17.292
"tot3_1578","S4","discovered","discovered",10.205
"tot3_1579","S4","discovered","discovered",10.206
"tot3_1580","S4","discovered","discovered",10.211
"tot3_1581","S4","discovered","discovered",16.836
"tot3_1582","S4","discovered","discovered",16.861
"tot3_1583","S4","discovered","discovered",12.213
"tot3_1584","S4","discovered","discovered",10.092
"tot3_1585","S4","neither","other",600.049
"tot3_1586","S4","discovered","discovered",12.48
"tot3_1587","S4","neither","other",600.054
"tot3_1588","S4","discovered","discovered",10.198
"tot3_1589","S4","neither","other",600.056
"tot3_1590","S4","neither","other",600.064
"tot3_1591","S4","discovered","discovered",41.902
"tot3_1592","S4","discovered","discovered",12.27
"tot3_1593","S4","discovered","discovered",10.095
"tot3_1594","S4","neither","other",600.047
"tot3_1595","S4","neither","other",600.054
"tot3_1596","S4","neither","other",600.077
"tot3_1597","S4","discovered","discovered",22.242
"tot3_1598","S4","neither","other",600.064
"tot3_1599","S4","neither","other",600.058
"tot3_1600","S4","neither","other",600.059
"tot3_1601","S4","discovered","discovered",15.771
"tot3_1602","S4","discovered","discovered",10.095
"tot3_1603","S4","neither","other",600.063
"tot3_1604","S4","neither","other",600.064
"tot3_1605","S4","neither","other",600.056
"tot3_1606","S4","discovered","discovered",19.659
"tot3_1607","S4","neither","other",600.065
"tot3_1608","S4","neither","other",600.054
"tot3_1609","S4","neither","other",600.063
"tot3_1610","S4","discovered","discovered",12.49
"tot3_1611","S4","discovered","discovered",10.087
"tot3_1612","S4","neither","other",600.06
"tot3_1613","S4","discovered","discovered",11.77
"tot3_1614","S4","neither","other",600.055
"tot3_1615","S4","discovered","discovered",16.578
"tot3_1616","S4","neither","other",600.061
"tot3_1617","S4","neither","other",600.056
"tot3_1618","S4","neither","other",600.055
"tot3_1619","S4","discovered","discovered",12.255
"tot3_1620","S4","discovered","discovered",10.087
"tot3_1621","S4","discovered","discovered",12.473
"tot3_1622","S4","discovered","discovered",42.184
"tot3_1623","S4","discovered","discovered",21.216
"tot3_1624","S4","discovered","discovered",17.21
"tot3_1625","S4","discovered","discovered",41.565
"tot3_1626","S4","discovered","discovered",12.114
"tot3_1627","S4","neither","other",600.061
"tot3_1628","S4","discovered","discovered",12.406
"tot3_1629","S4","discovered","discovered",10.09
"tot3_1630","S4","discovered","discovered",12.551
"tot3_1631","S4","discovered","discovered",42.3
"tot3_1632","S4","discovered","discovered",12.911
"tot3_1633","S4","discovered","discovered",16.42
"tot3_1634","S4","neither","other",600.062
"tot3_1635","S4","neither","other",600.054
"tot3_1636","S4","discovered","discovered",434.706
"tot3_1637","S4","discovered","discovered",12.003
"tot3_1638","S4","discovered","discovered",10.087
"tot3_1639","S4","discovered","discovered",11.827
"tot3_1640","S4","discovered","discovered",11.968
"tot3_1641","S4","discovered","discovered",16.488
"tot3_1642","S4","discovered","discovered",16.605
"tot3_1643","S4","discovered","discovered",16.099
"tot3_1644","S4","discovered","discovered",11.687
"tot3_1645","S4","discovered","discovered",11.736
"tot3_1646","S4","discovered","discovered",11.625
"tot3_1647","S4","discovered","discovered",10.084
"tot3_1648","S4","discovered","discovered",206.993
"tot3_1649","S4","discovered","discovered",43.511
"tot3_1650","S4","discovered","discovered",10.203
"tot3_1651","S4","discovered","discovered",10.2
"tot3_1652","S4","neither","other",600.046
"tot3_1653","S4","discovered","discovered",12.236
"tot3_1654","S4","neither","other",600.08
"tot3_1655","S4","discovered","discovered",11.914
"tot3_1656","S4","discovered","discovered",10.085
"tot3_1657","S4","discovered","discovered",41.497
"tot3_1658","S4","neither","other",600.052
"tot3_1659","S4","discovered","discovered",10.216
"tot3_1660","S4","discovered","discovered",10.197
"tot3_1661","S4","neither","other",600.056
"tot3_1662","S4","neither","other",600.057
"tot3_1663","S4","neither","other",600.054
"tot3_1664","S4","discovered","discovered",12.062
"tot3_1665","S4","discovered","discovered",10.086
"tot3_1666","S4","discovered","discovered",44.119
"tot3_1667","S4","discovered","discovered",11.717
"tot3_1668","S4","discovered","discovered",43.361
"tot3_1669","S4","discovered","discovered",10.224
"tot3_1670","S4","discovered","discovered",43.559
"tot3_1671","S4","discovered","discovered",11.979
"tot3_1672","S4","discovered","discovered",12.115
"tot3_1673","S4","discovered","discovered",11.785
"tot3_1674","S4","discovered","discovered",10.085
"tot3_1675","S4","discovered","discovered",43.06
"tot3_1676","S4","discovered","discovered",41.274
"tot3_1677","S4","discovered","discovered",16.184
"tot3_1678","S4","discovered","discovered",16.449
"tot3_1679","S4","discovered","discovered",16.716
"tot3_1680","S4","discovered","discovered",12.591
"tot3_1681","S4","discovered","discovered",42.173
"tot3_1682","S4","discovered","discovered",11.981
"tot3_1683","S4","discovered","discovered",10.092
"tot3_1684","S4","discovered","discovered",43.084
"tot3_1685","S4","discovered","discovered",41.698
"tot3_1686","S4","neither","other",600.048
"tot3_1687","S4","discovered","discovered",17.199
"tot3_1688","S4","discovered","discovered",16.885
"tot3_1689","S4","discovered","discovered",42.173
"tot3_1690","S4","discovered","discovered",42.484
"tot3_1691","S4","discovered","discovered",11.899
"tot3_1692","S4","discovered","discovered",10.092
"tot3_1693","S4","discovered","discovered",41.945
"tot3_1694","S4","discovered","discovered",11.635
"tot3_1695","S4","discovered","discovered",17.184
"tot3_1696","S4","discovered","discovered",16.804
"tot3_1697","S4","discovered","discovered",16.437
"tot3_1698","S4","discovered","discovered",11.916
"tot3_1699","S4","discovered","discovered",11.947
"tot3_1700","S4","discovered","discovered",11.509
"tot3_1701","S4","discovered","discovered",10.088
"tot3_1702","S4","discovered","discovered",11.92
"tot3_1703","S4","discovered","discovered",272.585
"tot3_1704","S4","discovered","discovered",21.312
"tot3_1705","S4","discovered","discovered",16.667
"tot3_1706","S4","neither","other",600.059
"tot3_1707","S4","discovered","discovered",16.371
"tot3_1708","S4","discovered","discovered",16.912
"tot3_1709","S4","discovered","discovered",12.311
"tot3_1710","S4","discovered","discovered",10.086
"tot3_1711","S4","discovered","discovered",11.859
"tot3_1712","S4","neither","other",600.053
"tot3_1713","S4","discovered","discovered",12.937
"tot3_1714","S4","discovered","discovered",17.194
"tot3_1715","S4","neither","other",600.059
"tot3_1716","S4","neither","other",600.062
"tot3_1717","S4","discovered","discovered",43.404
"tot3_1718","S4","discovered","discovered",11.93
"tot3_1719","S4","discovered","discovered",10.086
"tot3_1720","S4","neither","other",600.052
"tot3_1721","S4","discovered","discovered",11.776
"tot3_1722","S4","discovered","discovered",43.254
"tot3_1723","S4","discovered","discovered",16.461
"tot3_1724","S4","discovered","discovered",42.635
"tot3_1725","S4","discovered","discovered",11.699
"tot3_1726","S4","discovered","discovered",41.942
"tot3_1727","S4","discovered","discovered",11.775
"tot3_1728","S4","discovered","discovered",10.089
"tot3_1729","S4","discovered","discovered",207.257
"tot3_1730","S4","discovered","discovered",271.218
"tot3_1731","S4","discovered","discovered",10.2
"tot3_1732","S4","discovered","discovered",10.216
"tot3_1733","S4","discovered","discovered",10.198
"tot3_1734","S4","discovered","discovered",16.104
"tot3_1735","S4","neither","other",600.068
"tot3_1736","S4","discovered","discovered",12.232
"tot3_1737","S4","discovered","discovered",10.088
"tot3_1738","S4","discovered","discovered",42.355
"tot3_1739","S4","discovered","discovered",16.273
"tot3_1740","S4","discovered","discovered",10.211
"tot3_1741","S4","discovered","discovered",10.214
"tot3_1742","S4","discovered","discovered",10.207
"tot3_1743","S4","neither","other",600.053
"tot3_1744","S4","discovered","discovered",16.432
"tot3_1745","S4","discovered","discovered",12.413
"tot3_1746","S4","discovered","discovered",10.085
"tot3_1747","S4","neither","other",600.052
"tot3_1748","S4","discovered","discovered",12.159
"tot3_1749","S4","discovered","discovered",10.207
"tot3_1750","S4","discovered","discovered",10.23
"tot3_1751","S4","discovered","discovered",10.2
"tot3_1752","S4","discovered","discovered",11.998
"tot3_1753","S4","neither","other",600.051
"tot3_1754","S4","discovered","discovered",11.894
"tot3_1755","S4","discovered","discovered",10.083
"tot3_1756","S4","neither","other",600.051
"tot3_1757","S4","discovered","discovered",268.73
"tot3_1758","S4","discovered","discovered",16.312
"tot3_1759","S4","discovered","discovered",16.743
"tot3_1760","S4","neither","other",600.057
"tot3_1761","S4","discovered","discovered",16.488
"tot3_1762","S4","neither","other",600.059
"tot3_1763","S4","discovered","discovered",11.974
"tot3_1764","S4","discovered","discovered",10.09
"tot3_1765","S4","neither","other",600.054
"tot3_1766","S4","neither","other",600.054
"tot3_1767","S4","neither","other",600.051
"tot3_1768","S4","discovered","discovered",16.089
"tot3_1769","S4","neither","other",600.053
"tot3_1770","S4","neither","other",600.058
"tot3_1771","S4","neither","other",600.048
"tot3_1772","S4","discovered","discovered",12.153
"tot3_1773","S4","discovered","discovered",10.087
"tot3_1774","S4","neither","other",600.051
"tot3_1775","S4","discovered","discovered",11.919
"tot3_1776","S4","neither","other",600.054
"tot3_1777","S4","discovered","discovered",17.418
"tot3_1778","S4","discovered","discovered",426.079
"tot3_1779","S4","discovered","discovered",11.791
"tot3_1780","S4","neither","other",600.054
"tot3_1781","S4","discovered","discovered",11.978
"tot3_1782","S4","discovered","discovered",10.086
"tot3_1783","S4","discovered","discovered",11.629
"tot3_1784","S4","neither","other",600.058
"tot3_1785","S4","discovered","discovered",21.404
"tot3_1786","S4","discovered","discovered",17.522
"tot3_1787","S4","neither","other",600.048
"tot3_1788","S4","discovered","discovered",43.87
"tot3_1789","S4","discovered","discovered",425.623
"tot3_1790","S4","discovered","discovered",12.112
"tot3_1791","S4","discovered","discovered",10.084
"tot3_1792","S4","discovered","discovered",11.592
"tot3_1793","S4","neither","other",600.058
"tot3_1794","S4","discovered","discovered",13.05
"tot3_1795","S4","discovered","discovered",16.592
"tot3_1796","S4","neither","other",600.045
"tot3_1797","S4","neither","other",600.054
"tot3_1798","S4","neither","other",600.055
"tot3_1799","S4","discovered","discovered",12.232
"tot3_1800","S4","discovered","discovered",10.088
"tot3_1801","S4","neither","other",600.061
"tot3_1802","S4","neither","other",600.058
"tot3_1803","S4","neither","other",600.061
"tot3_1804","S4","discovered","discovered",16.433
"tot3_1805","S4","neither","other",600.041
"tot3_1806","S4","neither","other",600.057
"tot3_1807","S4","neither","other",600.048
"tot3_1808","S4","discovered","discovered",11.995
"tot3_1809","S4","discovered","discovered",10.086
"tot3_1810","S4","discovered","discovered",211.826
"tot3_1811","S4","neither","other",600.059
"tot3_1812","S4","discovered","discovered",10.21
"tot3_1813","S4","discovered","discovered",10.203
"tot3_1814","S4","discovered","discovered",10.204
"tot3_1815","S4","neither","other",600.044
"tot3_1816","S4","discovered","discovered",18.879
"tot3_1817","S4","discovered","discovered",13.049
"tot3_1818","S4","discovered","discovered",10.091
"tot3_1819","S4","discovered","discovered",42.798
"tot3_1820","S4","discovered","discovered",18.701
"tot3_1821","S4","discovered","discovered",10.213
"tot3_1822","S4","discovered","discovered",10.232
"tot3_1823","S4","discovered","discovered",10.613
"tot3_1824","S4","discovered","discovered",18.219
"tot3_1825","S4","discovered","discovered",17.579
"tot3_1826","S4","discovered","discovered",13.49
"tot3_1827","S4","discovered","discovered",10.09
"tot3_1828","S4","discovered","discovered",43.405
"tot3_1829","S4","discovered","discovered",22.437
"tot3_1830","S4","discovered","discovered",10.237
"tot3_1831","S4","discovered","discovered",10.215
"tot3_1832","S4","discovered","discovered",10.206
"tot3_1833","S4","discovered","discovered",17.592
"tot3_1834","S4","discovered","discovered",17.187
"tot3_1835","S4","discovered","discovered",14.452
"tot3_1836","S4","discovered","discovered",10.087
"tot3_1837","S4","neither","other",600.051
"tot3_1838","S4","neither","other",600.05
"tot3_1839","S4","neither","other",600.091
"tot3_1840","S4","discovered","discovered",21.44
"tot3_1841","S4","discovered","discovered",215.401
"tot3_1842","S4","neither","other",600.041
"tot3_1843","S4","discovered","discovered",280.156
"tot3_1844","S4","discovered","discovered",12.796
"tot3_1845","S4","discovered","discovered",10.087
"tot3_1846","S4","neither","other",600.056
"tot3_1847","S4","discovered","discovered",275.724
"tot3_1848","S4","discovered","discovered",214.454
"tot3_1849","S4","discovered","discovered",17.531
"tot3_1850","S4","discovered","discovered",212.197
